passenger_id,loyalty_tier,effective_start_date,effective_end_date
P00669,Basic,2023-06-05,
P00670,Basic,2024-06-09,
P00671,Basic,2024-03-23,
P00672,Basic,2023-06-10,
P00673,Basic,2024-05-13,
P00674,Platinum,2024-10-31,
P00675,Basic,2023-03-02,
P00676,Basic,2024-08-07,2025-05-24
P00676,Gold,2025-05-24,
P00677,Basic,2023-05-04,
P00678,Basic,2023-05-22,
P00679,Basic,2023-01-14,2025-05-05
P00679,Gold,2025-05-05,
P00680,Basic,2023-09-03,2025-10-16
P00680,Gold,2025-10-16,
P00681,Basic,2024-07-18,2025-08-19
P00681,Gold,2025-08-19,
P00682,Basic,2024-08-22,
P00683,Gold,2023-01-28,
P00684,Gold,2024-06-13,
P00685,Gold,2023-07-03,2025-04-05
P00685,Platinum,2025-04-05,
P00686,Platinum,2023-11-14,
P00687,Basic,2023-04-20,
P00688,Basic,2024-10-15,
P00689,Basic,2024-02-15,
P00690,Basic,2024-03-25,2025-10-28
P00690,Gold,2025-10-28,
P00691,Basic,2023-08-07,2025-09-20
P00691,Gold,2025-09-20,
P00692,Gold,2024-03-28,
P00693,Gold,2023-05-06,
P00694,Platinum,2024-07-31,
P00695,Basic,2024-10-09,
P00696,Gold,2024-08-04,2025-03-23
P00696,Platinum,2025-03-23,
P00697,Basic,2023-10-09,
P00698,Basic,2024-01-03,2025-05-23
P00698,Gold,2025-05-23,
P00699,Basic,2023-08-18,
P00700,Basic,2024-08-11,2025-03-27
P00700,Gold,2025-03-27,
P00701,Gold,2024-08-06,
P00702,Basic,2024-02-16,
P00703,Basic,2024-03-16,
P00704,Gold,2023-06-18,
P00705,Basic,2023-06-03,
P00706,Basic,2024-01-28,
P00707,Basic,2023-03-05,
P00708,Basic,2024-11-29,2025-05-08
P00708,Gold,2025-05-08,
P00709,Basic,2024-03-09,
P00710,Gold,2024-02-07,
P00711,Basic,2023-04-08,
P00712,Basic,2024-04-08,
P00713,Gold,2024-08-18,
P00714,Basic,2024-10-03,
P00715,Basic,2024-02-26,
P00716,Basic,2023-08-19,2025-04-03
P00716,Gold,2025-04-03,
P00717,Gold,2023-08-05,2025-04-30
P00717,Platinum,2025-04-30,
P00718,Basic,2023-12-31,
P00719,Basic,2024-10-01,
P00720,Basic,2023-09-07,2025-07-07
P00720,Gold,2025-07-07,
P00721,Basic,2024-11-20,
P00722,Basic,2024-04-26,
P00723,Basic,2024-11-19,2025-07-02
P00723,Gold,2025-07-02,
P00724,Basic,2023-08-11,
P00725,Gold,2023-04-16,
P00726,Basic,2024-10-06,2025-08-31
P00726,Gold,2025-08-31,
P00727,Gold,2024-09-03,2025-07-27
P00727,Platinum,2025-07-27,
P00728,Basic,2024-11-27,
P00729,Basic,2024-03-03,
P00730,Basic,2023-03-27,2025-03-11
P00730,Gold,2025-03-11,
P00731,Gold,2023-10-27,2025-04-16
P00731,Platinum,2025-04-16,
P00732,Basic,2023-03-26,
P00733,Basic,2023-10-03,
P00734,Basic,2023-11-30,
P00735,Basic,2024-02-05,2025-09-03
P00735,Gold,2025-09-03,
P00736,Platinum,2023-08-11,
P00737,Basic,2023-07-25,
P00738,Basic,2023-03-30,
P00739,Gold,2024-10-25,
P00740,Basic,2024-04-22,
P00741,Basic,2023-12-17,
P00742,Basic,2023-04-06,
P00743,Basic,2024-02-02,
P00744,Basic,2023-10-16,
P00745,Basic,2024-05-24,
P00746,Basic,2023-12-25,2025-10-13
P00746,Gold,2025-10-13,
P00747,Basic,2024-11-05,
P00748,Basic,2023-02-28,
P00749,Gold,2023-11-11,
P00750,Gold,2023-09-18,
P00751,Basic,2023-12-24,
P00752,Basic,2024-08-12,
P00753,Gold,2023-02-09,
P00754,Basic,2023-12-21,
P00755,Basic,2024-09-02,2025-05-02
P00755,Gold,2025-05-02,
P00756,Basic,2023-09-23,
P00757,Basic,2024-05-18,
P00758,Gold,2023-08-04,
P00759,Basic,2024-04-26,2025-07-07
P00759,Gold,2025-07-07,
P00760,Basic,2023-11-27,
P00761,Basic,2024-03-18,
P00762,Basic,2024-06-22,
P00763,Basic,2023-03-21,
P00764,Basic,2023-07-27,
P00765,Gold,2024-10-16,2025-08-08
P00765,Platinum,2025-08-08,
P00766,Basic,2023-06-26,
P00767,Gold,2024-06-11,
P00768,Gold,2024-07-15,
P00769,Basic,2023-12-28,
P00770,Basic,2024-06-01,
P00771,Basic,2024-08-18,
P00772,Basic,2023-09-05,
P00773,Basic,2023-08-25,
P00774,Gold,2024-09-08,
P00775,Basic,2024-03-09,2025-05-12
P00775,Gold,2025-05-12,
P00776,Basic,2024-04-23,
P00777,Basic,2023-03-14,
P00778,Basic,2024-01-12,
P00779,Basic,2023-02-15,
P00780,Gold,2024-01-05,
P00781,Basic,2023-07-07,
P00782,Basic,2023-02-22,
P00783,Basic,2024-05-29,
P00784,Basic,2024-01-30,
P00785,Gold,2023-08-23,
P00786,Basic,2024-03-31,
P00787,Gold,2023-11-01,
P00788,Basic,2023-08-24,
P00789,Basic,2023-09-25,
P00790,Basic,2023-12-08,
P00791,Gold,2023-10-30,
P00792,Basic,2023-05-18,2025-10-27
P00792,Gold,2025-10-27,
P00793,Basic,2024-03-03,
P00794,Basic,2024-08-17,
P00795,Basic,2024-02-29,2025-05-24
P00795,Gold,2025-05-24,
P00796,Basic,2024-03-10,2025-05-03
P00796,Gold,2025-05-03,
P00797,Basic,2023-05-03,
P00798,Basic,2024-11-20,
P00799,Basic,2024-02-04,
P00800,Basic,2024-11-13,
P00801,Basic,2023-11-03,
P00802,Basic,2024-04-15,
P00803,Basic,2024-08-26,2025-03-03
P00803,Gold,2025-03-03,
P00804,Basic,2024-01-27,
P00805,Basic,2024-08-25,
P00806,Basic,2024-01-11,
P00807,Basic,2024-11-24,
P00808,Basic,2023-06-05,
P00809,Basic,2024-07-31,2025-10-01
P00809,Gold,2025-10-01,
P00810,Basic,2023-06-05,
P00811,Basic,2023-01-09,
P00812,Gold,2024-06-05,
P00813,Platinum,2023-10-03,
P00814,Gold,2023-09-24,
P00815,Basic,2023-09-20,
P00816,Basic,2023-08-13,
P00817,Basic,2023-07-21,2025-03-07
P00817,Gold,2025-03-07,
P00818,Basic,2024-02-19,
P00819,Gold,2023-10-16,
P00820,Basic,2023-01-13,2025-05-29
P00820,Gold,2025-05-29,
P00821,Basic,2024-03-21,2025-06-28
P00821,Gold,2025-06-28,
P00822,Basic,2024-01-03,2025-04-13
P00822,Gold,2025-04-13,
P00823,Basic,2024-03-31,
P00824,Basic,2023-11-04,2025-08-16
P00824,Gold,2025-08-16,
P00825,Gold,2024-08-06,
P00826,Basic,2023-06-27,2025-08-24
P00826,Gold,2025-08-24,
P00827,Basic,2024-09-28,
P00828,Platinum,2023-06-17,
P00829,Basic,2024-04-29,
P00830,Basic,2023-03-10,
P00831,Basic,2024-10-27,
P00832,Basic,2024-09-08,
P00833,Gold,2024-03-10,
P00834,Gold,2023-03-15,
P00835,Basic,2023-02-17,
P00836,Gold,2023-02-01,
P00837,Basic,2024-10-26,
P00838,Basic,2024-11-12,
P00839,Gold,2023-12-22,
P00840,Basic,2024-06-07,
P00841,Basic,2024-07-29,
P00842,Gold,2024-10-23,
P00843,Basic,2023-12-04,
P00844,Gold,2023-07-25,
P00845,Basic,2023-05-20,
P00846,Basic,2023-05-19,
P00847,Basic,2024-03-17,
P00848,Gold,2024-11-13,
P00849,Basic,2023-01-13,
P00850,Basic,2024-02-05,2025-03-20
P00850,Gold,2025-03-20,
P00851,Basic,2023-08-29,
P00852,Basic,2024-06-06,2025-07-05
P00852,Gold,2025-07-05,
P00853,Gold,2023-01-16,
P00854,Basic,2023-11-20,
P00855,Basic,2023-11-15,
P00856,Basic,2023-08-17,
P00857,Gold,2024-03-13,
P00858,Gold,2023-12-19,
P00859,Basic,2023-09-20,
P00860,Gold,2023-01-19,
P00861,Basic,2023-02-10,2025-08-26
P00861,Gold,2025-08-26,
P00862,Basic,2023-09-29,2025-05-07
P00862,Gold,2025-05-07,
P00863,Basic,2024-03-09,
P00864,Basic,2024-06-09,
P00865,Platinum,2023-02-10,
P00866,Basic,2024-06-21,
P00867,Basic,2023-10-24,
P00868,Gold,2023-06-08,2025-09-07
P00868,Platinum,2025-09-07,
P00869,Gold,2023-06-24,
P00870,Gold,2024-01-30,
P00871,Basic,2024-09-09,
P00872,Basic,2023-07-04,
P00873,Basic,2023-01-29,
P00874,Basic,2023-02-06,2025-03-12
P00874,Gold,2025-03-12,
P00875,Basic,2023-12-18,
P00876,Basic,2023-01-05,
P00877,Basic,2024-01-24,2025-07-17
P00877,Gold,2025-07-17,
P00878,Basic,2023-03-28,2025-09-24
P00878,Gold,2025-09-24,
P00879,Basic,2023-09-15,
P00880,Basic,2024-09-21,
P00881,Basic,2023-09-21,2025-05-06
P00881,Gold,2025-05-06,
P00882,Basic,2024-02-04,
P00883,Basic,2024-09-01,
P00884,Gold,2024-03-05,
P00885,Gold,2024-10-10,
P00886,Basic,2023-07-08,
P00887,Gold,2024-08-15,
P00888,Basic,2024-01-06,2025-09-11
P00888,Gold,2025-09-11,
P00889,Basic,2024-10-10,
P00890,Basic,2024-04-22,2025-05-07
P00890,Gold,2025-05-07,
P00891,Gold,2023-03-06,
P00892,Basic,2023-03-28,2025-03-19
P00892,Gold,2025-03-19,
P00893,Platinum,2023-09-03,
P00894,Basic,2023-10-23,
P00895,Basic,2023-06-29,
P00896,Basic,2024-04-04,
P00897,Basic,2023-11-07,
P00898,Basic,2024-05-06,
P00899,Gold,2024-07-21,2025-05-29
P00899,Platinum,2025-05-29,
P00900,Basic,2024-09-21,
P00901,Basic,2023-06-20,2025-06-08
P00901,Gold,2025-06-08,
P00902,Platinum,2024-03-22,
P00903,Basic,2023-10-15,
P00904,Gold,2024-01-19,
P00905,Gold,2023-08-08,
P00906,Gold,2024-03-25,2025-07-07
P00906,Platinum,2025-07-07,
P00907,Platinum,2023-01-30,
P00908,Basic,2023-01-21,
P00909,Platinum,2023-12-12,
P00910,Basic,2023-09-12,
P00911,Gold,2024-02-21,
P00912,Basic,2024-11-05,2025-09-19
P00912,Gold,2025-09-19,
P00913,Basic,2023-01-15,
P00914,Basic,2023-09-28,
P00915,Basic,2023-09-26,
P00916,Basic,2024-06-07,
P00917,Basic,2024-03-26,
P00918,Gold,2024-08-01,
P00919,Gold,2023-12-06,
P00920,Gold,2024-11-18,2025-03-18
P00920,Platinum,2025-03-18,
P00921,Basic,2024-04-25,
P00922,Gold,2024-05-11,
P00923,Basic,2024-09-19,
P00924,Basic,2023-10-03,2025-05-30
P00924,Gold,2025-05-30,
P00925,Basic,2024-05-14,
P00926,Basic,2024-05-12,
P00927,Basic,2024-10-27,
P00928,Basic,2024-08-16,
P00929,Basic,2023-08-04,
P00930,Basic,2023-07-14,
P00931,Basic,2024-06-30,2025-04-11
P00931,Gold,2025-04-11,
P00932,Gold,2023-03-20,
P00933,Platinum,2023-06-01,
P00934,Basic,2024-09-04,
P00935,Gold,2024-07-02,
P00936,Basic,2023-01-08,2025-10-27
P00936,Gold,2025-10-27,
P00937,Basic,2024-01-16,2025-06-15
P00937,Gold,2025-06-15,
P00938,Basic,2024-07-04,
P00939,Gold,2024-04-06,2025-07-22
P00939,Platinum,2025-07-22,
P00940,Gold,2024-01-24,
P00941,Basic,2023-01-13,
P00942,Basic,2024-09-26,
P00943,Basic,2024-09-11,2025-08-07
P00943,Gold,2025-08-07,
P00944,Basic,2023-10-23,
P00945,Basic,2024-08-05,2025-08-30
P00945,Gold,2025-08-30,
P00946,Basic,2024-01-26,
P00947,Basic,2023-04-04,
P00948,Basic,2023-11-19,
P00949,Gold,2023-08-17,
P00950,Basic,2023-09-07,
P00951,Basic,2023-09-24,
P00952,Platinum,2024-06-25,
P00953,Basic,2023-12-28,
P00954,Basic,2023-06-05,
P00955,Basic,2023-11-10,
P00956,Basic,2023-05-17,
P00957,Gold,2023-06-03,
P00958,Basic,2024-03-24,
P00959,Platinum,2023-02-03,
P00960,Basic,2023-03-17,
P00961,Basic,2024-06-28,
P00962,Basic,2024-01-09,
P00963,Basic,2024-02-06,
P00964,Basic,2024-05-22,
P00965,Basic,2023-08-06,
P00966,Basic,2023-08-15,2025-10-25
P00966,Gold,2025-10-25,
P00967,Basic,2024-10-20,
P00968,Gold,2023-12-26,
P00969,Basic,2023-10-11,2025-06-01
P00969,Gold,2025-06-01,
P00970,Basic,2024-10-17,
P00971,Basic,2023-06-08,
P00972,Basic,2023-10-01,
P00973,Basic,2024-04-10,
P00974,Basic,2024-04-27,2025-07-27
P00974,Gold,2025-07-27,
P00975,Basic,2024-09-11,2025-03-13
P00975,Gold,2025-03-13,
P00976,Basic,2024-09-27,
P00977,Gold,2023-03-22,2025-07-04
P00977,Platinum,2025-07-04,
P00978,Basic,2024-11-05,
P00979,Basic,2023-12-07,
P00980,Basic,2024-04-20,
P00981,Basic,2023-07-11,
P00982,Basic,2023-05-26,
P00983,Basic,2024-09-05,
P00984,Gold,2024-04-26,
P00985,Basic,2024-10-10,
P00986,Basic,2024-07-21,
P00987,Gold,2023-06-26,
P00988,Basic,2023-11-22,2025-04-30
P00988,Gold,2025-04-30,
P00989,Gold,2023-07-27,
P00990,Basic,2023-01-15,
P00991,Basic,2024-02-07,
P00992,Basic,2023-02-19,2025-04-21
P00992,Gold,2025-04-21,
P00993,Basic,2024-02-14,
P00994,Gold,2024-01-14,2025-08-09
P00994,Platinum,2025-08-09,
P00995,Basic,2024-08-21,
P00996,Basic,2023-01-17,
P00997,Basic,2024-03-10,
P00998,Basic,2024-07-07,
P00999,Basic,2024-03-12,
P01000,Basic,2023-08-17,
P01001,Basic,2023-09-15,
P01002,Basic,2024-07-09,
P01003,Platinum,2023-09-09,
P01004,Basic,2023-06-08,
P01005,Gold,2024-10-06,
P01006,Basic,2024-01-26,2025-05-26
P01006,Gold,2025-05-26,
P01007,Basic,2023-11-19,
P01008,Basic,2023-03-27,
P01009,Gold,2023-01-05,
P01010,Basic,2023-12-13,2025-08-09
P01010,Gold,2025-08-09,
P01011,Basic,2024-03-01,2025-06-27
P01011,Gold,2025-06-27,
P01012,Gold,2023-01-04,
P01013,Basic,2024-07-05,
P01014,Basic,2023-12-11,
P01015,Basic,2023-12-11,
P01016,Gold,2024-06-12,
P01017,Gold,2024-05-23,
P01018,Basic,2024-04-14,2025-08-30
P01018,Gold,2025-08-30,
P01019,Basic,2023-12-29,
P01020,Basic,2024-07-21,
P01021,Basic,2023-09-04,
P01022,Basic,2023-11-20,
P01023,Basic,2024-06-19,
P01024,Basic,2024-07-19,
P01025,Gold,2023-07-11,2025-04-04
P01025,Platinum,2025-04-04,
P01026,Gold,2024-10-03,
P01027,Platinum,2024-05-13,
P01028,Basic,2023-11-10,
P01029,Basic,2023-11-05,
P01030,Basic,2024-09-08,2025-07-02
P01030,Gold,2025-07-02,
P01031,Basic,2023-03-22,
P01032,Basic,2024-09-07,2025-04-16
P01032,Gold,2025-04-16,
P01033,Basic,2023-04-09,
P01034,Basic,2024-07-29,
P01035,Basic,2023-08-07,
P01036,Basic,2023-10-22,2025-06-08
P01036,Gold,2025-06-08,
P01037,Basic,2024-05-13,
P01038,Basic,2024-05-26,
P01039,Gold,2024-11-05,2025-05-25
P01039,Platinum,2025-05-25,
P01040,Basic,2024-10-15,
P01041,Basic,2024-02-14,
P01042,Basic,2023-08-04,2025-07-23
P01042,Gold,2025-07-23,
P01043,Basic,2023-08-27,
P01044,Basic,2024-09-09,
P01045,Basic,2024-09-15,2025-10-17
P01045,Gold,2025-10-17,
P01046,Basic,2023-07-20,
P01047,Basic,2023-11-25,
P01048,Basic,2023-07-26,2025-06-27
P01048,Gold,2025-06-27,
P01049,Basic,2024-03-20,2025-03-14
P01049,Gold,2025-03-14,
P01050,Gold,2023-03-30,
P01051,Basic,2023-01-13,
P01052,Gold,2024-08-05,2025-10-26
P01052,Platinum,2025-10-26,
P01053,Platinum,2023-08-11,
P01054,Gold,2024-07-02,2025-06-15
P01054,Platinum,2025-06-15,
P01055,Basic,2023-10-18,
P01056,Basic,2023-01-21,
P01057,Basic,2024-10-23,2025-03-18
P01057,Gold,2025-03-18,
P01058,Basic,2023-10-07,2025-10-11
P01058,Gold,2025-10-11,
P01059,Platinum,2023-01-27,
P01060,Basic,2023-11-08,
P01061,Basic,2024-04-04,
P01062,Basic,2024-01-17,
P01063,Basic,2023-08-04,
P01064,Basic,2024-05-30,
P01065,Basic,2024-11-24,
P01066,Basic,2024-10-10,
P01067,Basic,2024-04-05,
P01068,Basic,2024-11-19,
P01069,Basic,2023-01-26,
P01070,Basic,2024-11-25,
P01071,Basic,2023-05-08,2025-07-08
P01071,Gold,2025-07-08,
P01072,Basic,2024-07-17,
P01073,Gold,2023-10-21,
P01074,Gold,2024-01-17,
P01075,Basic,2023-05-16,
P01076,Basic,2024-10-04,
P01077,Basic,2023-10-23,
P01078,Basic,2023-11-17,
P01079,Basic,2024-10-26,
P01080,Basic,2024-09-20,
P01081,Gold,2023-11-13,
P01082,Gold,2024-08-09,
P01083,Basic,2023-11-12,
P01084,Gold,2024-01-01,2025-08-12
P01084,Platinum,2025-08-12,
P01085,Gold,2023-03-24,2025-07-26
P01085,Platinum,2025-07-26,
P01086,Basic,2023-08-07,
P01087,Basic,2023-05-13,2025-06-11
P01087,Gold,2025-06-11,
P01088,Basic,2023-12-24,
P01089,Basic,2024-08-15,2025-03-20
P01089,Gold,2025-03-20,
P01090,Basic,2023-09-05,
P01091,Gold,2024-05-11,
P01092,Basic,2024-05-25,2025-03-13
P01092,Gold,2025-03-13,
P01093,Basic,2023-05-18,
P01094,Basic,2024-04-08,
P01095,Basic,2024-10-26,
P01096,Platinum,2024-10-20,
P01097,Basic,2024-01-12,2025-04-13
P01097,Gold,2025-04-13,
P01098,Basic,2023-03-28,
P01099,Basic,2023-03-07,
P01100,Basic,2024-04-14,
P01101,Basic,2023-06-30,
P01102,Basic,2023-09-19,2025-03-09
P01102,Gold,2025-03-09,
P01103,Basic,2024-09-23,
P01104,Basic,2024-07-27,
P01105,Basic,2023-12-02,
P01106,Basic,2023-08-29,
P01107,Gold,2024-01-27,2025-10-14
P01107,Platinum,2025-10-14,
P01108,Basic,2023-12-28,
P01109,Gold,2023-05-21,
P01110,Basic,2024-10-28,
P01111,Gold,2024-11-07,2025-03-28
P01111,Platinum,2025-03-28,
P01112,Basic,2023-09-17,
P01113,Basic,2023-09-20,
P01114,Basic,2024-11-04,
P01115,Basic,2023-02-16,
P01116,Basic,2024-04-13,
P01117,Gold,2023-07-13,
P01118,Basic,2024-03-19,
P01119,Basic,2023-03-07,
P01120,Basic,2023-11-09,
P01121,Basic,2023-03-14,
P01122,Basic,2024-10-16,2025-08-30
P01122,Gold,2025-08-30,
P01123,Basic,2023-10-17,
P01124,Basic,2024-11-07,
P01125,Basic,2023-04-15,
P01126,Basic,2024-08-06,
P01127,Basic,2024-10-20,
P01128,Basic,2023-08-13,
P01129,Basic,2024-10-28,
P01130,Basic,2024-03-11,
P01131,Basic,2024-08-11,
P01132,Basic,2023-12-24,
P01133,Basic,2024-03-24,
P01134,Gold,2023-01-25,
P01135,Basic,2024-05-04,
P01136,Basic,2023-03-13,
P01137,Basic,2023-03-01,
P01138,Basic,2024-07-16,
P01139,Gold,2024-10-24,
P01140,Basic,2023-11-05,
P01141,Basic,2023-05-01,
P01142,Basic,2023-10-28,
P01143,Basic,2024-04-26,
P01144,Basic,2024-06-07,2025-05-09
P01144,Gold,2025-05-09,
P01145,Basic,2024-02-20,2025-03-12
P01145,Gold,2025-03-12,
P01146,Basic,2024-08-07,
P01147,Basic,2024-07-29,
P01148,Gold,2023-01-18,2025-08-28
P01148,Platinum,2025-08-28,
P01149,Basic,2024-07-28,
P01150,Gold,2024-01-27,
P01151,Basic,2024-09-10,2025-08-14
P01151,Gold,2025-08-14,
P01152,Basic,2023-04-24,
P01153,Gold,2023-07-07,
P01154,Basic,2024-03-17,
P01155,Basic,2023-08-14,
P01156,Platinum,2024-04-23,
P01157,Basic,2024-09-21,
P01158,Basic,2023-09-07,
P01159,Basic,2023-11-26,
P01160,Basic,2023-04-13,
P01161,Basic,2024-06-01,
P01162,Basic,2023-05-19,
P01163,Platinum,2024-09-03,
P01164,Basic,2024-03-26,
P01165,Basic,2023-01-19,
P01166,Basic,2024-06-20,
P01167,Gold,2024-11-01,2025-03-31
P01167,Platinum,2025-03-31,
P01168,Basic,2023-07-13,
P01169,Gold,2023-09-25,
P01170,Basic,2024-01-13,
P01171,Basic,2023-11-05,2025-04-18
P01171,Gold,2025-04-18,
P01172,Basic,2024-01-01,
P01173,Basic,2023-04-27,
P01174,Basic,2023-07-17,2025-10-07
P01174,Gold,2025-10-07,
P01175,Basic,2023-12-19,
P01176,Basic,2024-10-24,
P01177,Basic,2023-04-19,2025-03-24
P01177,Gold,2025-03-24,
P01178,Basic,2024-05-06,2025-10-20
P01178,Gold,2025-10-20,
P01179,Basic,2023-11-26,
P01180,Basic,2024-08-20,
P01181,Gold,2024-03-01,2025-05-14
P01181,Platinum,2025-05-14,
P01182,Basic,2024-08-30,
P01183,Basic,2024-10-07,
P01184,Basic,2023-12-14,
P01185,Gold,2024-12-02,
P01186,Basic,2024-01-07,2025-06-10
P01186,Gold,2025-06-10,
P01187,Gold,2023-02-01,
P01188,Basic,2024-01-08,
P01189,Basic,2024-04-25,
P01190,Basic,2024-04-25,2025-09-24
P01190,Gold,2025-09-24,
P01191,Basic,2024-01-10,
P01192,Basic,2024-04-16,2025-06-10
P01192,Gold,2025-06-10,
P01193,Basic,2024-10-05,2025-08-02
P01193,Gold,2025-08-02,
P01194,Basic,2024-06-01,
P01195,Basic,2024-05-05,
P01196,Basic,2023-01-31,
P01197,Basic,2024-10-23,2025-08-31
P01197,Gold,2025-08-31,
P01198,Basic,2024-07-26,2025-05-30
P01198,Gold,2025-05-30,
P01199,Basic,2023-06-18,
P01200,Basic,2024-10-02,
P01201,Gold,2024-02-01,
P01202,Basic,2024-03-10,
P01203,Basic,2024-03-18,2025-07-24
P01203,Gold,2025-07-24,
P01204,Basic,2024-02-20,
P01205,Basic,2024-07-10,
P01206,Basic,2024-09-22,2025-08-22
P01206,Gold,2025-08-22,
P01207,Gold,2024-03-10,
P01208,Platinum,2023-04-29,
P01209,Basic,2023-03-10,
P01210,Basic,2024-03-24,
P01211,Basic,2024-12-02,
P01212,Gold,2023-07-28,2025-08-14
P01212,Platinum,2025-08-14,
P01213,Basic,2024-07-21,2025-10-27
P01213,Gold,2025-10-27,
P01214,Gold,2024-08-29,
P01215,Basic,2024-04-04,
P01216,Gold,2024-05-08,
P01217,Basic,2024-06-14,
P01218,Basic,2024-11-08,2025-03-20
P01218,Gold,2025-03-20,
P01219,Gold,2023-02-08,
P01220,Gold,2024-11-10,2025-08-01
P01220,Platinum,2025-08-01,
P01221,Basic,2023-09-05,
P01222,Basic,2024-01-10,
P01223,Basic,2024-09-11,
P01224,Basic,2023-02-10,
P01225,Basic,2023-12-06,
P01226,Basic,2024-09-28,
P01227,Gold,2024-04-28,
P01228,Gold,2024-01-30,
P01229,Basic,2023-03-20,
P01230,Basic,2024-08-16,
P01231,Platinum,2023-11-05,
P01232,Basic,2023-07-28,
P01233,Basic,2024-06-01,2025-07-22
P01233,Gold,2025-07-22,
P01234,Gold,2023-11-30,
P01235,Platinum,2023-06-11,
P01236,Basic,2024-03-01,2025-09-07
P01236,Gold,2025-09-07,
P01237,Basic,2023-01-13,
P01238,Basic,2024-03-25,2025-09-14
P01238,Gold,2025-09-14,
P01239,Platinum,2023-01-09,
P01240,Basic,2023-09-24,
P01241,Basic,2023-08-28,
P01242,Basic,2024-06-13,
P01243,Basic,2024-03-06,
P01244,Basic,2023-02-08,
P01245,Basic,2023-04-30,
P01246,Basic,2024-03-01,
P01247,Basic,2024-04-04,
P01248,Basic,2024-04-04,
P01249,Basic,2024-11-28,
P01250,Basic,2024-03-05,
P01251,Gold,2023-09-11,
P01252,Basic,2023-01-03,
P01253,Basic,2023-09-24,2025-07-12
P01253,Gold,2025-07-12,
P01254,Basic,2023-10-14,2025-03-05
P01254,Gold,2025-03-05,
P01255,Basic,2024-08-13,
P01256,Basic,2024-07-11,
P01257,Basic,2024-06-17,2025-06-08
P01257,Gold,2025-06-08,
P01258,Basic,2023-10-04,2025-05-21
P01258,Gold,2025-05-21,
P01259,Platinum,2024-10-28,
P01260,Basic,2023-12-28,2025-07-19
P01260,Gold,2025-07-19,
P01261,Basic,2023-11-24,2025-05-10
P01261,Gold,2025-05-10,
P01262,Basic,2023-01-20,2025-04-12
P01262,Gold,2025-04-12,
P01263,Gold,2024-11-09,
P01264,Basic,2024-10-15,
P01265,Gold,2024-06-27,2025-06-16
P01265,Platinum,2025-06-16,
P01266,Basic,2024-04-21,
P01267,Basic,2023-12-23,
P01268,Basic,2023-03-02,
P01269,Basic,2024-05-28,
P01270,Basic,2024-09-05,
P01271,Basic,2024-09-06,
P01272,Basic,2023-04-10,
P01273,Basic,2024-11-09,
P01274,Basic,2024-10-21,
P01275,Gold,2023-09-16,2025-03-25
P01275,Platinum,2025-03-25,
P01276,Basic,2024-04-26,
P01277,Basic,2024-04-19,
P01278,Gold,2023-03-23,
P01279,Basic,2023-05-14,2025-07-10
P01279,Gold,2025-07-10,
P01280,Basic,2023-09-29,
P01281,Basic,2024-11-10,
P01282,Gold,2024-07-25,
P01283,Basic,2024-11-27,
P01284,Basic,2024-01-12,2025-05-30
P01284,Gold,2025-05-30,
P01285,Basic,2024-02-25,
P01286,Basic,2024-07-13,
P01287,Basic,2024-07-19,
P01288,Basic,2024-05-22,
P01289,Basic,2024-11-13,
P01290,Gold,2024-04-09,2025-05-26
P01290,Platinum,2025-05-26,
P01291,Basic,2024-07-16,
P01292,Gold,2024-05-12,2025-05-01
P01292,Platinum,2025-05-01,
P01293,Basic,2023-04-16,
P01294,Gold,2023-04-15,
P01295,Basic,2023-09-23,2025-10-20
P01295,Gold,2025-10-20,
P01296,Basic,2024-10-10,
P01297,Basic,2024-09-28,
P01298,Gold,2024-08-16,
P01299,Basic,2023-03-27,
P01300,Basic,2023-11-26,
P01301,Basic,2024-11-30,2025-05-20
P01301,Gold,2025-05-20,
P01302,Basic,2024-10-12,
P01303,Basic,2023-09-08,2025-09-25
P01303,Gold,2025-09-25,
P01304,Basic,2023-05-23,
P01305,Basic,2024-10-07,2025-10-22
P01305,Gold,2025-10-22,
P01306,Basic,2024-03-24,2025-10-08
P01306,Gold,2025-10-08,
P01307,Gold,2024-01-05,
P01308,Basic,2023-06-17,
P01309,Basic,2024-02-04,2025-07-21
P01309,Gold,2025-07-21,
P01310,Basic,2023-08-17,
P01311,Basic,2024-07-16,
P01312,Basic,2023-05-24,
P01313,Basic,2023-09-23,
P01314,Basic,2024-05-16,
P01315,Basic,2024-11-18,
P01316,Gold,2024-11-07,
P01317,Basic,2024-01-07,
P01318,Gold,2024-10-29,
P01319,Basic,2023-07-24,
P01320,Basic,2024-03-25,
P01321,Basic,2024-08-11,2025-05-21
P01321,Gold,2025-05-21,
P01322,Basic,2023-12-13,
P01323,Basic,2024-02-26,2025-10-28
P01323,Gold,2025-10-28,
P01324,Gold,2023-09-06,2025-09-29
P01324,Platinum,2025-09-29,
P01325,Basic,2024-02-12,
P01326,Basic,2023-01-14,
P01327,Basic,2023-03-07,
P01328,Platinum,2023-07-29,
P01329,Basic,2023-11-20,
P01330,Basic,2023-04-11,
P01331,Basic,2024-05-17,
P01332,Basic,2023-10-16,
P01333,Basic,2024-10-06,
P01334,Basic,2024-05-22,2025-10-27
P01334,Gold,2025-10-27,
P01335,Gold,2024-03-09,
P01336,Basic,2023-08-19,
P01337,Basic,2023-11-19,
P01338,Basic,2024-05-04,
P01339,Basic,2024-10-27,
