trip_id,route_id,bus_fleet_id,scheduled_departure_ts,scheduled_arrival_ts
TRIP-001112,RTE-09,BUS-053,2025-06-09 00:00:00,2025-06-09 07:49:00
TRIP-001113,RTE-16,BUS-036,2025-09-08 12:00:00,2025-09-08 19:34:00
TRIP-001114,RTE-17,BUS-011,2025-07-09 06:00:00,2025-07-09 08:39:00
TRIP-001115,RTE-22,BUS-054,2025-11-23 00:00:00,2025-11-23 06:10:00
TRIP-001116,RTE-04,BUS-001,2025-06-22 12:00:00,2025-06-22 18:03:00
TRIP-001117,RTE-17,BUS-033,2025-05-08 18:00:00,2025-05-08 20:39:00
TRIP-001118,RTE-18,BUS-029,2025-05-09 00:00:00,2025-05-09 09:00:00
TRIP-001119,RTE-03,BUS-042,2025-08-22 06:00:00,2025-08-22 09:02:00
TRIP-001120,RTE-04,BUS-021,2025-08-22 12:00:00,2025-08-22 18:03:00
TRIP-001121,RTE-19,BUS-022,2025-05-08 06:00:00,2025-05-08 09:11:00
TRIP-001122,RTE-20,BUS-029,2025-05-08 12:00:00,2025-05-08 18:10:00
TRIP-001123,RTE-21,BUS-078,2025-05-08 18:00:00,2025-05-09 02:11:00
TRIP-001124,RTE-08,BUS-064,2025-10-22 12:00:00,2025-10-22 18:05:00
TRIP-001125,RTE-06,BUS-037,2025-04-08 12:00:00,2025-04-08 15:36:00
TRIP-001126,RTE-07,BUS-069,2025-04-08 18:00:00,2025-04-09 03:42:00
TRIP-001127,RTE-08,BUS-026,2025-04-09 06:00:00,2025-04-09 12:05:00
TRIP-001128,RTE-14,BUS-047,2025-09-08 12:00:00,2025-09-09 00:02:00
TRIP-001129,RTE-15,BUS-061,2025-09-09 00:00:00,2025-09-09 05:11:00
TRIP-001130,RTE-03,BUS-029,2025-10-08 12:00:00,2025-10-08 15:02:00
TRIP-001131,RTE-04,BUS-002,2025-10-08 18:00:00,2025-10-09 00:03:00
TRIP-001132,RTE-27,BUS-054,2025-10-09 00:00:00,2025-10-09 11:39:00
TRIP-001133,RTE-13,BUS-006,2025-12-22 12:00:00,2025-12-22 18:37:00
TRIP-001134,RTE-14,BUS-041,2025-12-23 00:00:00,2025-12-23 12:02:00
TRIP-001135,RTE-24,BUS-013,2025-07-22 06:00:00,2025-07-22 17:14:00
TRIP-001136,RTE-11,BUS-064,2025-03-22 12:00:00,2025-03-22 20:14:00
TRIP-001137,RTE-12,BUS-025,2025-03-23 00:00:00,2025-03-23 04:27:00
TRIP-001138,RTE-01,BUS-068,2025-06-23 12:00:00,2025-06-23 19:44:00
TRIP-001139,RTE-04,BUS-011,2025-01-08 06:00:00,2025-01-08 12:03:00
TRIP-001140,RTE-05,BUS-076,2025-01-08 12:00:00,2025-01-09 00:23:00
TRIP-001141,RTE-11,BUS-022,2025-06-08 06:00:00,2025-06-08 14:14:00
TRIP-001142,RTE-09,BUS-014,2025-10-08 06:00:00,2025-10-08 13:49:00
TRIP-001143,RTE-28,BUS-001,2025-10-08 18:00:00,2025-10-09 02:59:00
TRIP-001144,RTE-08,BUS-056,2025-11-22 06:00:00,2025-11-22 12:05:00
TRIP-001145,RTE-03,BUS-063,2025-07-22 12:00:00,2025-07-22 15:02:00
TRIP-001146,RTE-15,BUS-037,2025-06-22 12:00:00,2025-06-22 17:11:00
TRIP-001147,RTE-16,BUS-024,2025-06-22 18:00:00,2025-06-23 01:34:00
TRIP-001148,RTE-08,BUS-065,2025-01-08 06:00:00,2025-01-08 12:05:00
TRIP-001149,RTE-09,BUS-041,2025-01-08 12:00:00,2025-01-08 19:49:00
TRIP-001150,RTE-10,BUS-078,2025-01-09 00:00:00,2025-01-09 08:41:00
TRIP-001151,RTE-11,BUS-033,2025-12-08 06:00:00,2025-12-08 14:14:00
TRIP-001152,RTE-21,BUS-042,2025-06-08 12:00:00,2025-06-08 20:11:00
TRIP-001153,RTE-22,BUS-041,2025-06-09 00:00:00,2025-06-09 06:10:00
TRIP-001154,RTE-13,BUS-077,2025-09-22 06:00:00,2025-09-22 12:37:00
TRIP-001155,RTE-14,BUS-045,2025-09-22 18:00:00,2025-09-23 06:02:00
TRIP-001156,RTE-12,BUS-063,2025-04-22 06:00:00,2025-04-22 10:27:00
TRIP-001157,RTE-13,BUS-006,2025-04-22 12:00:00,2025-04-22 18:37:00
TRIP-001158,RTE-02,BUS-024,2025-08-08 06:00:00,2025-08-08 08:46:00
TRIP-001159,RTE-03,BUS-074,2025-08-08 12:00:00,2025-08-08 15:02:00
TRIP-001160,RTE-08,BUS-010,2025-01-22 06:00:00,2025-01-22 12:05:00
TRIP-001161,RTE-09,BUS-028,2025-01-22 12:00:00,2025-01-22 19:49:00
TRIP-001162,RTE-07,BUS-032,2025-07-08 18:00:00,2025-07-09 03:42:00
TRIP-001163,RTE-04,BUS-019,2025-01-09 06:00:00,2025-01-09 12:03:00
TRIP-001164,RTE-08,BUS-016,2025-12-22 18:00:00,2025-12-23 00:05:00
TRIP-001165,RTE-09,BUS-038,2025-12-23 00:00:00,2025-12-23 07:49:00
TRIP-001166,RTE-11,BUS-018,2025-04-22 12:00:00,2025-04-22 20:14:00
TRIP-001167,RTE-12,BUS-009,2025-04-23 00:00:00,2025-04-23 04:27:00
TRIP-001168,RTE-13,BUS-035,2025-04-23 06:00:00,2025-04-23 12:37:00
TRIP-001169,RTE-04,BUS-062,2025-12-23 00:00:00,2025-12-23 06:03:00
TRIP-001170,RTE-26,BUS-060,2025-04-22 12:00:00,2025-04-22 16:00:00
TRIP-001171,RTE-27,BUS-029,2025-04-22 18:00:00,2025-04-23 05:39:00
TRIP-001172,RTE-06,BUS-078,2025-09-08 12:00:00,2025-09-08 15:36:00
TRIP-001173,RTE-17,BUS-011,2025-08-22 06:00:00,2025-08-22 08:39:00
TRIP-001174,RTE-18,BUS-073,2025-08-22 12:00:00,2025-08-22 21:00:00
TRIP-001175,RTE-19,BUS-014,2025-08-23 00:00:00,2025-08-23 03:11:00
TRIP-001176,RTE-16,BUS-005,2025-09-22 06:00:00,2025-09-22 13:34:00
TRIP-001177,RTE-17,BUS-016,2025-09-22 18:00:00,2025-09-22 20:39:00
TRIP-001178,RTE-18,BUS-059,2025-09-23 00:00:00,2025-09-23 09:00:00
TRIP-001179,RTE-06,BUS-077,2025-04-08 06:00:00,2025-04-08 09:36:00
TRIP-001180,RTE-08,BUS-061,2025-05-08 12:00:00,2025-05-08 18:05:00
TRIP-001181,RTE-09,BUS-036,2025-05-08 18:00:00,2025-05-09 01:49:00
TRIP-001182,RTE-28,BUS-080,2025-05-09 06:00:00,2025-05-09 14:59:00
TRIP-001183,RTE-16,BUS-010,2025-07-22 06:00:00,2025-07-22 13:34:00
TRIP-001184,RTE-04,BUS-010,2025-04-08 12:00:00,2025-04-08 18:03:00
TRIP-001185,RTE-05,BUS-002,2025-04-08 18:00:00,2025-04-09 06:23:00
TRIP-001186,RTE-13,BUS-014,2025-03-08 06:00:00,2025-03-08 12:37:00
TRIP-001187,RTE-14,BUS-075,2025-03-08 18:00:00,2025-03-09 06:02:00
TRIP-001188,RTE-04,BUS-068,2025-07-22 12:00:00,2025-07-22 18:03:00
TRIP-001189,RTE-27,BUS-044,2025-07-22 18:00:00,2025-07-23 05:39:00
TRIP-001190,RTE-04,BUS-063,2025-09-22 18:00:00,2025-09-23 00:03:00
TRIP-001191,RTE-27,BUS-008,2025-09-23 00:00:00,2025-09-23 11:39:00
TRIP-001192,RTE-28,BUS-010,2025-09-23 12:00:00,2025-09-23 20:59:00
TRIP-001193,RTE-24,BUS-022,2025-08-22 12:00:00,2025-08-22 23:14:00
TRIP-001194,RTE-02,BUS-074,2025-07-08 06:00:00,2025-07-08 08:46:00
TRIP-001195,RTE-03,BUS-069,2025-07-08 12:00:00,2025-07-08 15:02:00
TRIP-001196,RTE-02,BUS-039,2025-01-22 12:00:00,2025-01-22 14:46:00
TRIP-001197,RTE-03,BUS-001,2025-01-22 18:00:00,2025-01-22 21:02:00
TRIP-001198,RTE-04,BUS-005,2025-01-23 00:00:00,2025-01-23 06:03:00
TRIP-001199,RTE-14,BUS-004,2025-07-22 12:00:00,2025-07-23 00:02:00
TRIP-001200,RTE-15,BUS-032,2025-07-23 00:00:00,2025-07-23 05:11:00
TRIP-001201,RTE-23,BUS-033,2025-03-22 12:00:00,2025-03-22 19:32:00
TRIP-001202,RTE-24,BUS-036,2025-03-23 00:00:00,2025-03-23 11:14:00
TRIP-001203,RTE-02,BUS-075,2025-12-08 12:00:00,2025-12-08 14:46:00
TRIP-001204,RTE-18,BUS-040,2025-04-22 06:00:00,2025-04-22 15:00:00
TRIP-001205,RTE-19,BUS-079,2025-04-22 18:00:00,2025-04-22 21:11:00
TRIP-001206,RTE-15,BUS-050,2025-05-08 12:00:00,2025-05-08 17:11:00
TRIP-001207,RTE-17,BUS-014,2025-06-08 06:00:00,2025-06-08 08:39:00
TRIP-001208,RTE-20,BUS-008,2025-12-08 12:00:00,2025-12-08 18:10:00
TRIP-001209,RTE-27,BUS-023,2025-12-22 06:00:00,2025-12-22 17:39:00
TRIP-001210,RTE-10,BUS-026,2025-12-22 18:00:00,2025-12-23 02:41:00
TRIP-001211,RTE-22,BUS-017,2025-10-22 12:00:00,2025-10-22 18:10:00
TRIP-001212,RTE-12,BUS-026,2025-02-22 12:00:00,2025-02-22 16:27:00
TRIP-001213,RTE-13,BUS-074,2025-02-22 18:00:00,2025-02-23 00:37:00
TRIP-001214,RTE-14,BUS-030,2025-10-09 06:00:00,2025-10-09 18:02:00
TRIP-001215,RTE-24,BUS-077,2025-11-22 06:00:00,2025-11-22 17:14:00
TRIP-001216,RTE-25,BUS-034,2025-11-22 18:00:00,2025-11-23 03:38:00
TRIP-001217,RTE-26,BUS-061,2025-11-23 06:00:00,2025-11-23 10:00:00
TRIP-001218,RTE-03,BUS-022,2025-09-08 12:00:00,2025-09-08 15:02:00
TRIP-001219,RTE-04,BUS-047,2025-09-08 18:00:00,2025-09-09 00:03:00
TRIP-001220,RTE-24,BUS-045,2025-05-23 00:00:00,2025-05-23 11:14:00
TRIP-001221,RTE-24,BUS-056,2025-04-08 06:00:00,2025-04-08 17:14:00
TRIP-001222,RTE-12,BUS-050,2025-08-08 12:00:00,2025-08-08 16:27:00
TRIP-001223,RTE-29,BUS-022,2025-04-22 12:00:00,2025-04-22 22:43:00
TRIP-001224,RTE-28,BUS-030,2025-09-23 06:00:00,2025-09-23 14:59:00
TRIP-001225,RTE-01,BUS-065,2025-09-22 12:00:00,2025-09-22 19:44:00
TRIP-001226,RTE-02,BUS-002,2025-09-23 00:00:00,2025-09-23 02:46:00
TRIP-001227,RTE-30,BUS-034,2025-06-22 06:00:00,2025-06-22 18:25:00
TRIP-001228,RTE-25,BUS-040,2025-06-22 18:00:00,2025-06-23 03:38:00
TRIP-001229,RTE-26,BUS-017,2025-06-23 06:00:00,2025-06-23 10:00:00
TRIP-001230,RTE-04,BUS-026,2025-02-22 06:00:00,2025-02-22 12:03:00
TRIP-001231,RTE-05,BUS-035,2025-02-22 12:00:00,2025-02-23 00:23:00
TRIP-001232,RTE-02,BUS-059,2025-05-08 06:00:00,2025-05-08 08:46:00
TRIP-001233,RTE-03,BUS-079,2025-05-08 12:00:00,2025-05-08 15:02:00
TRIP-001234,RTE-14,BUS-058,2025-05-08 06:00:00,2025-05-08 18:02:00
TRIP-001235,RTE-29,BUS-053,2025-05-08 18:00:00,2025-05-09 04:43:00
TRIP-001236,RTE-30,BUS-014,2025-05-09 06:00:00,2025-05-09 18:25:00
TRIP-001237,RTE-22,BUS-043,2025-12-22 18:00:00,2025-12-23 00:10:00
TRIP-001238,RTE-22,BUS-004,2025-10-08 18:00:00,2025-10-09 00:10:00
TRIP-001239,RTE-23,BUS-002,2025-10-09 00:00:00,2025-10-09 07:32:00
TRIP-001240,RTE-24,BUS-026,2025-10-09 12:00:00,2025-10-09 23:14:00
TRIP-001241,RTE-15,BUS-018,2025-01-08 12:00:00,2025-01-08 17:11:00
TRIP-001242,RTE-16,BUS-069,2025-06-08 18:00:00,2025-06-09 01:34:00
TRIP-001243,RTE-17,BUS-071,2025-06-09 06:00:00,2025-06-09 08:39:00
TRIP-001244,RTE-18,BUS-063,2025-06-09 12:00:00,2025-06-09 21:00:00
TRIP-001245,RTE-12,BUS-042,2025-08-22 06:00:00,2025-08-22 10:27:00
TRIP-001246,RTE-02,BUS-015,2025-05-22 12:00:00,2025-05-22 14:46:00
TRIP-001247,RTE-03,BUS-080,2025-05-22 18:00:00,2025-05-22 21:02:00
TRIP-001248,RTE-14,BUS-056,2025-09-22 12:00:00,2025-09-23 00:02:00
TRIP-001249,RTE-16,BUS-017,2025-07-22 12:00:00,2025-07-22 19:34:00
TRIP-001250,RTE-01,BUS-014,2025-06-22 06:00:00,2025-06-22 13:44:00
TRIP-001251,RTE-19,BUS-007,2025-11-08 18:00:00,2025-11-08 21:11:00
TRIP-001252,RTE-13,BUS-023,2025-06-08 06:00:00,2025-06-08 12:37:00
TRIP-001253,RTE-28,BUS-057,2025-05-09 00:00:00,2025-05-09 08:59:00
TRIP-001254,RTE-15,BUS-063,2025-05-09 12:00:00,2025-05-09 17:11:00
TRIP-001255,RTE-09,BUS-062,2025-01-23 00:00:00,2025-01-23 07:49:00
TRIP-001256,RTE-05,BUS-042,2025-11-08 12:00:00,2025-11-09 00:23:00
TRIP-001257,RTE-09,BUS-050,2025-07-08 06:00:00,2025-07-08 13:49:00
TRIP-001258,RTE-10,BUS-018,2025-07-08 18:00:00,2025-07-09 02:41:00
TRIP-001259,RTE-11,BUS-057,2025-07-09 06:00:00,2025-07-09 14:14:00
TRIP-001260,RTE-11,BUS-071,2025-02-08 18:00:00,2025-02-09 02:14:00
TRIP-001261,RTE-12,BUS-042,2025-02-09 06:00:00,2025-02-09 10:27:00
TRIP-001262,RTE-06,BUS-064,2025-07-08 12:00:00,2025-07-08 15:36:00
TRIP-001263,RTE-30,BUS-042,2025-01-08 12:00:00,2025-01-09 00:25:00
TRIP-001264,RTE-23,BUS-024,2025-06-23 00:00:00,2025-06-23 07:32:00
TRIP-001265,RTE-06,BUS-071,2025-05-23 00:00:00,2025-05-23 03:36:00
TRIP-001266,RTE-13,BUS-021,2025-01-09 00:00:00,2025-01-09 06:37:00
TRIP-001267,RTE-11,BUS-017,2025-01-22 12:00:00,2025-01-22 20:14:00
TRIP-001268,RTE-12,BUS-024,2025-01-23 00:00:00,2025-01-23 04:27:00
TRIP-001269,RTE-13,BUS-053,2025-01-23 06:00:00,2025-01-23 12:37:00
TRIP-001270,RTE-05,BUS-028,2025-02-08 12:00:00,2025-02-09 00:23:00
TRIP-001271,RTE-06,BUS-044,2025-02-09 00:00:00,2025-02-09 03:36:00
TRIP-001272,RTE-07,BUS-042,2025-02-09 06:00:00,2025-02-09 15:42:00
TRIP-001273,RTE-12,BUS-035,2025-12-22 06:00:00,2025-12-22 10:27:00
TRIP-001274,RTE-17,BUS-023,2025-06-09 00:00:00,2025-06-09 02:39:00
TRIP-001275,RTE-29,BUS-033,2025-06-09 06:00:00,2025-06-09 16:43:00
TRIP-001276,RTE-20,BUS-057,2025-06-09 18:00:00,2025-06-10 00:10:00
TRIP-001277,RTE-25,BUS-045,2025-05-23 06:00:00,2025-05-23 15:38:00
TRIP-001278,RTE-06,BUS-008,2025-11-08 06:00:00,2025-11-08 09:36:00
TRIP-001279,RTE-28,BUS-066,2025-04-08 12:00:00,2025-04-08 20:59:00
TRIP-001280,RTE-15,BUS-036,2025-04-09 00:00:00,2025-04-09 05:11:00
TRIP-001281,RTE-16,BUS-034,2025-03-22 18:00:00,2025-03-23 01:34:00
TRIP-001282,RTE-17,BUS-042,2025-03-23 06:00:00,2025-03-23 08:39:00
TRIP-001283,RTE-19,BUS-076,2025-10-22 12:00:00,2025-10-22 15:11:00
TRIP-001284,RTE-22,BUS-018,2025-04-22 06:00:00,2025-04-22 12:10:00
TRIP-001285,RTE-22,BUS-009,2025-09-08 06:00:00,2025-09-08 12:10:00
TRIP-001286,RTE-23,BUS-001,2025-09-08 12:00:00,2025-09-08 19:32:00
TRIP-001287,RTE-13,BUS-035,2025-12-08 06:00:00,2025-12-08 12:37:00
TRIP-001288,RTE-14,BUS-065,2025-12-08 18:00:00,2025-12-09 06:02:00
TRIP-001289,RTE-30,BUS-008,2025-07-22 06:00:00,2025-07-22 18:25:00
TRIP-001290,RTE-23,BUS-079,2025-12-08 06:00:00,2025-12-08 13:32:00
TRIP-001291,RTE-24,BUS-073,2025-12-08 18:00:00,2025-12-09 05:14:00
TRIP-001292,RTE-14,BUS-038,2025-05-22 18:00:00,2025-05-23 06:02:00
TRIP-001293,RTE-15,BUS-070,2025-05-23 06:00:00,2025-05-23 11:11:00
TRIP-001294,RTE-27,BUS-032,2025-04-08 12:00:00,2025-04-08 23:39:00
TRIP-001295,RTE-10,BUS-052,2025-04-09 00:00:00,2025-04-09 08:41:00
TRIP-001296,RTE-10,BUS-068,2025-10-23 06:00:00,2025-10-23 14:41:00
TRIP-001297,RTE-08,BUS-028,2025-11-22 12:00:00,2025-11-22 18:05:00
TRIP-001298,RTE-09,BUS-016,2025-12-22 06:00:00,2025-12-22 13:49:00
TRIP-001299,RTE-13,BUS-079,2025-03-22 12:00:00,2025-03-22 18:37:00
TRIP-001300,RTE-27,BUS-078,2025-06-08 12:00:00,2025-06-08 23:39:00
TRIP-001301,RTE-21,BUS-048,2025-12-22 18:00:00,2025-12-23 02:11:00
TRIP-001302,RTE-22,BUS-045,2025-12-23 06:00:00,2025-12-23 12:10:00
TRIP-001303,RTE-17,BUS-021,2025-06-08 18:00:00,2025-06-08 20:39:00
TRIP-001304,RTE-18,BUS-065,2025-06-09 00:00:00,2025-06-09 09:00:00
TRIP-001305,RTE-21,BUS-025,2025-10-22 06:00:00,2025-10-22 14:11:00
TRIP-001306,RTE-22,BUS-041,2025-10-22 18:00:00,2025-10-23 00:10:00
TRIP-001307,RTE-23,BUS-028,2025-10-23 00:00:00,2025-10-23 07:32:00
TRIP-001308,RTE-17,BUS-043,2025-05-08 06:00:00,2025-05-08 08:39:00
TRIP-001309,RTE-10,BUS-038,2025-11-22 12:00:00,2025-11-22 20:41:00
TRIP-001310,RTE-11,BUS-062,2025-11-23 00:00:00,2025-11-23 08:14:00
TRIP-001311,RTE-22,BUS-042,2025-12-08 06:00:00,2025-12-08 12:10:00
TRIP-001312,RTE-02,BUS-073,2025-12-22 18:00:00,2025-12-22 20:46:00
TRIP-001313,RTE-03,BUS-007,2025-12-23 00:00:00,2025-12-23 03:02:00
TRIP-001314,RTE-14,BUS-001,2025-08-08 06:00:00,2025-08-08 18:02:00
TRIP-001315,RTE-29,BUS-032,2025-08-08 18:00:00,2025-08-09 04:43:00
TRIP-001316,RTE-30,BUS-078,2025-08-09 06:00:00,2025-08-09 18:25:00
TRIP-001317,RTE-11,BUS-028,2025-01-22 06:00:00,2025-01-22 14:14:00
TRIP-001318,RTE-29,BUS-009,2025-03-22 06:00:00,2025-03-22 16:43:00
TRIP-001319,RTE-30,BUS-064,2025-03-22 18:00:00,2025-03-23 06:25:00
TRIP-001320,RTE-25,BUS-080,2025-03-23 06:00:00,2025-03-23 15:38:00
TRIP-001321,RTE-26,BUS-075,2025-02-08 18:00:00,2025-02-08 22:00:00
TRIP-001322,RTE-05,BUS-079,2025-02-09 00:00:00,2025-02-09 12:23:00
TRIP-001323,RTE-02,BUS-022,2025-12-23 18:00:00,2025-12-23 20:46:00
TRIP-001324,RTE-06,BUS-070,2025-06-22 12:00:00,2025-06-22 15:36:00
TRIP-001325,RTE-07,BUS-064,2025-06-22 18:00:00,2025-06-23 03:42:00
TRIP-001326,RTE-01,BUS-057,2025-09-22 18:00:00,2025-09-23 01:44:00
TRIP-001327,RTE-22,BUS-047,2025-02-22 06:00:00,2025-02-22 12:10:00
TRIP-001328,RTE-23,BUS-024,2025-02-22 12:00:00,2025-02-22 19:32:00
TRIP-001329,RTE-12,BUS-001,2025-01-22 06:00:00,2025-01-22 10:27:00
TRIP-001330,RTE-13,BUS-033,2025-01-22 12:00:00,2025-01-22 18:37:00
TRIP-001331,RTE-18,BUS-053,2025-05-08 18:00:00,2025-05-09 03:00:00
TRIP-001332,RTE-19,BUS-058,2025-05-09 06:00:00,2025-05-09 09:11:00
TRIP-001333,RTE-20,BUS-021,2025-08-09 12:00:00,2025-08-09 18:10:00
TRIP-001334,RTE-22,BUS-030,2025-06-09 12:00:00,2025-06-09 18:10:00
TRIP-001335,RTE-30,BUS-049,2025-01-08 18:00:00,2025-01-09 06:25:00
TRIP-001336,RTE-24,BUS-032,2025-04-22 18:00:00,2025-04-23 05:14:00
TRIP-001337,RTE-08,BUS-011,2025-02-22 12:00:00,2025-02-22 18:05:00
TRIP-001338,RTE-09,BUS-006,2025-02-22 18:00:00,2025-02-23 01:49:00
TRIP-001339,RTE-10,BUS-074,2025-02-23 06:00:00,2025-02-23 14:41:00
TRIP-001340,RTE-02,BUS-056,2025-03-22 06:00:00,2025-03-22 08:46:00
TRIP-001341,RTE-06,BUS-048,2025-02-08 18:00:00,2025-02-08 21:36:00
TRIP-001342,RTE-11,BUS-062,2025-04-22 18:00:00,2025-04-23 02:14:00
TRIP-001343,RTE-16,BUS-004,2025-02-22 12:00:00,2025-02-22 19:34:00
TRIP-001344,RTE-17,BUS-017,2025-02-23 00:00:00,2025-02-23 02:39:00
TRIP-001345,RTE-18,BUS-043,2025-02-23 06:00:00,2025-02-23 15:00:00
TRIP-001346,RTE-17,BUS-004,2025-09-08 06:00:00,2025-09-08 08:39:00
TRIP-001347,RTE-28,BUS-060,2025-07-23 00:00:00,2025-07-23 08:59:00
TRIP-001348,RTE-29,BUS-040,2025-08-09 00:00:00,2025-08-09 10:43:00
TRIP-001349,RTE-15,BUS-061,2025-05-08 18:00:00,2025-05-08 23:11:00
TRIP-001350,RTE-15,BUS-080,2025-02-22 12:00:00,2025-02-22 17:11:00
TRIP-001351,RTE-16,BUS-069,2025-02-22 18:00:00,2025-02-23 01:34:00
TRIP-001352,RTE-06,BUS-060,2025-05-08 12:00:00,2025-05-08 15:36:00
TRIP-001353,RTE-10,BUS-038,2025-07-23 00:00:00,2025-07-23 08:41:00
TRIP-001354,RTE-18,BUS-076,2025-12-22 12:00:00,2025-12-22 21:00:00
TRIP-001355,RTE-19,BUS-013,2025-12-23 00:00:00,2025-12-23 03:11:00
TRIP-001356,RTE-30,BUS-022,2025-12-23 06:00:00,2025-12-23 18:25:00
TRIP-001357,RTE-05,BUS-049,2025-07-09 06:00:00,2025-07-09 18:23:00
TRIP-001358,RTE-03,BUS-058,2025-11-08 12:00:00,2025-11-08 15:02:00
TRIP-001359,RTE-04,BUS-069,2025-11-08 18:00:00,2025-11-09 00:03:00
TRIP-001360,RTE-04,BUS-013,2025-10-22 06:00:00,2025-10-22 12:03:00
TRIP-001361,RTE-05,BUS-010,2025-10-22 12:00:00,2025-10-23 00:23:00
TRIP-001362,RTE-06,BUS-068,2025-10-23 00:00:00,2025-10-23 03:36:00
TRIP-001363,RTE-12,BUS-033,2025-07-23 06:00:00,2025-07-23 10:27:00
TRIP-001364,RTE-30,BUS-076,2025-07-08 06:00:00,2025-07-08 18:25:00
TRIP-001365,RTE-25,BUS-034,2025-07-08 18:00:00,2025-07-09 03:38:00
TRIP-001366,RTE-14,BUS-071,2025-07-23 12:00:00,2025-07-24 00:02:00
TRIP-001367,RTE-04,BUS-066,2025-08-08 06:00:00,2025-08-08 12:03:00
TRIP-001368,RTE-27,BUS-006,2025-08-08 12:00:00,2025-08-08 23:39:00
TRIP-001369,RTE-29,BUS-014,2025-06-23 18:00:00,2025-06-24 04:43:00
TRIP-001370,RTE-01,BUS-075,2025-08-22 06:00:00,2025-08-22 13:44:00
TRIP-001371,RTE-12,BUS-023,2025-05-22 06:00:00,2025-05-22 10:27:00
TRIP-001372,RTE-13,BUS-070,2025-05-22 12:00:00,2025-05-22 18:37:00
TRIP-001373,RTE-23,BUS-005,2025-11-22 18:00:00,2025-11-23 01:32:00
TRIP-001374,RTE-24,BUS-057,2025-11-23 06:00:00,2025-11-23 17:14:00
TRIP-001375,RTE-08,BUS-005,2025-06-08 06:00:00,2025-06-08 12:05:00
TRIP-001376,RTE-28,BUS-016,2025-06-09 00:00:00,2025-06-09 08:59:00
TRIP-001377,RTE-29,BUS-021,2025-11-08 06:00:00,2025-11-08 16:43:00
TRIP-001378,RTE-30,BUS-069,2025-11-08 18:00:00,2025-11-09 06:25:00
TRIP-001379,RTE-25,BUS-061,2025-11-09 06:00:00,2025-11-09 15:38:00
TRIP-001380,RTE-26,BUS-026,2025-03-09 00:00:00,2025-03-09 04:00:00
TRIP-001381,RTE-03,BUS-009,2025-12-22 12:00:00,2025-12-22 15:02:00
TRIP-001382,RTE-28,BUS-037,2025-09-23 00:00:00,2025-09-23 08:59:00
TRIP-001383,RTE-04,BUS-037,2025-04-08 06:00:00,2025-04-08 12:03:00
TRIP-001384,RTE-05,BUS-016,2025-04-08 12:00:00,2025-04-09 00:23:00
TRIP-001385,RTE-12,BUS-034,2025-08-23 00:00:00,2025-08-23 04:27:00
TRIP-001386,RTE-13,BUS-070,2025-08-23 06:00:00,2025-08-23 12:37:00
TRIP-001387,RTE-17,BUS-038,2025-12-08 06:00:00,2025-12-08 08:39:00
TRIP-001388,RTE-18,BUS-023,2025-12-08 12:00:00,2025-12-08 21:00:00
TRIP-001389,RTE-08,BUS-053,2025-08-08 06:00:00,2025-08-08 12:05:00
TRIP-001390,RTE-09,BUS-018,2025-08-08 12:00:00,2025-08-08 19:49:00
TRIP-001391,RTE-16,BUS-076,2025-06-22 12:00:00,2025-06-22 19:34:00
TRIP-001392,RTE-17,BUS-058,2025-06-23 00:00:00,2025-06-23 02:39:00
TRIP-001393,RTE-13,BUS-014,2025-09-22 12:00:00,2025-09-22 18:37:00
TRIP-001394,RTE-14,BUS-030,2025-09-23 00:00:00,2025-09-23 12:02:00
TRIP-001395,RTE-05,BUS-080,2025-01-22 06:00:00,2025-01-22 18:23:00
TRIP-001396,RTE-05,BUS-044,2025-04-23 00:00:00,2025-04-23 12:23:00
TRIP-001397,RTE-04,BUS-035,2025-06-08 18:00:00,2025-06-09 00:03:00
TRIP-001398,RTE-09,BUS-047,2025-10-22 12:00:00,2025-10-22 19:49:00
TRIP-001399,RTE-03,BUS-041,2025-12-08 06:00:00,2025-12-08 09:02:00
TRIP-001400,RTE-28,BUS-045,2025-08-22 12:00:00,2025-08-22 20:59:00
TRIP-001401,RTE-29,BUS-052,2025-08-23 00:00:00,2025-08-23 10:43:00
TRIP-001402,RTE-08,BUS-069,2025-11-09 00:00:00,2025-11-09 06:05:00
TRIP-001403,RTE-19,BUS-056,2025-03-08 06:00:00,2025-03-08 09:11:00
TRIP-001404,RTE-20,BUS-079,2025-03-08 12:00:00,2025-03-08 18:10:00
TRIP-001405,RTE-02,BUS-062,2025-12-22 06:00:00,2025-12-22 08:46:00
TRIP-001406,RTE-19,BUS-015,2025-05-09 12:00:00,2025-05-09 15:11:00
TRIP-001407,RTE-03,BUS-028,2025-02-22 12:00:00,2025-02-22 15:02:00
TRIP-001408,RTE-21,BUS-060,2025-06-23 06:00:00,2025-06-23 14:11:00
TRIP-001409,RTE-21,BUS-023,2025-09-22 12:00:00,2025-09-22 20:11:00
TRIP-001410,RTE-05,BUS-069,2025-12-22 06:00:00,2025-12-22 18:23:00
TRIP-001411,RTE-07,BUS-004,2025-08-08 06:00:00,2025-08-08 15:42:00
TRIP-001412,RTE-08,BUS-020,2025-08-08 18:00:00,2025-08-09 00:05:00
TRIP-001413,RTE-09,BUS-038,2025-08-09 00:00:00,2025-08-09 07:49:00
TRIP-001414,RTE-24,BUS-070,2025-01-22 06:00:00,2025-01-22 17:14:00
