claim_id,ticket_number,claim_type,refund_amount,compensation_amount,rebooking_cost,rebooking_ts,claim_submitted_ts,claim_resolution_ts,claim_status
CLM-000671,TICK-005973,Missed Connection,56000,50000,39000,2025-11-09 07:04:00,2025-11-09 03:04:00,2025-11-12 03:04:00,Approved
CLM-000672,TICK-005980,Missed Connection,89000,50000,62000,2025-12-09 00:17:00,2025-12-08 21:17:00,2025-12-11 21:17:00,Approved
CLM-000673,TICK-006019,Missed Connection,108000,100000,68000,2025-09-23 05:26:00,2025-09-22 21:26:00,2025-09-25 21:26:00,Approved
CLM-000674,TICK-006038,Missed Connection,78000,50000,55000,2025-08-09 02:19:00,2025-08-09 00:19:00,2025-08-11 00:19:00,Approved
CLM-000675,TICK-006042,Missed Connection,142000,75000,95000,2025-02-23 01:14:00,2025-02-22 19:14:00,,Pending
CLM-000676,TICK-006049,Missed Connection,142000,50000,90000,2025-12-10 03:57:00,2025-12-09 20:57:00,2025-12-11 20:57:00,Approved
CLM-000677,TICK-006055,Missed Connection,104000,75000,65000,2025-07-09 16:10:00,2025-07-09 09:10:00,2025-07-12 09:10:00,Approved
CLM-000678,TICK-006074,Missed Connection,129000,100000,81000,2025-05-23 04:03:00,2025-05-22 21:03:00,2025-05-26 21:03:00,Approved
CLM-000679,TICK-006078,Missed Connection,226000,50000,142000,2025-12-23 07:09:00,2025-12-23 02:09:00,2025-12-27 02:09:00,Approved
CLM-000680,TICK-006084,Missed Connection,128000,50000,90000,2025-12-09 15:05:00,2025-12-09 11:05:00,2025-12-11 11:05:00,Approved
CLM-000681,TICK-006088,Missed Connection,181000,75000,114000,2025-07-09 08:45:00,2025-07-09 07:45:00,2025-07-10 07:45:00,Approved
CLM-000682,TICK-006094,Missed Connection,103000,75000,65000,2025-11-09 07:47:00,2025-11-09 02:47:00,2025-11-10 02:47:00,Approved
CLM-000683,TICK-006108,Missed Connection,118000,75000,78000,2025-10-09 13:02:00,2025-10-09 09:02:00,,Pending
CLM-000684,TICK-006121,Missed Connection,87000,75000,58000,2025-04-09 02:05:00,2025-04-09 00:05:00,2025-04-12 00:05:00,Approved
CLM-000685,TICK-006124,Missed Connection,39000,75000,24000,2025-05-23 02:15:00,2025-05-22 23:15:00,2025-05-24 23:15:00,Approved
CLM-000686,TICK-006126,Missed Connection,129000,75000,81000,2025-09-22 23:14:00,2025-09-22 21:14:00,2025-09-27 21:14:00,Approved
CLM-000687,TICK-006136,Missed Connection,84000,75000,53000,2025-06-09 13:49:00,2025-06-09 08:49:00,2025-06-10 08:49:00,Approved
CLM-000688,TICK-006141,Missed Connection,124000,75000,78000,2025-12-23 08:10:00,2025-12-23 02:10:00,2025-12-27 02:10:00,Approved
CLM-000689,TICK-006153,Missed Connection,99000,75000,62000,2025-07-08 23:10:00,2025-07-08 20:10:00,,Pending
CLM-000690,TICK-006155,Missed Connection,226000,50000,142000,2025-12-09 08:35:00,2025-12-09 04:35:00,2025-12-12 04:35:00,Approved
CLM-000691,TICK-006157,Missed Connection,62000,75000,39000,2025-09-24 00:40:00,2025-09-23 16:40:00,2025-09-27 16:40:00,Approved
CLM-000692,TICK-006163,Missed Connection,122000,100000,81000,2025-03-23 12:35:00,2025-03-23 09:35:00,2025-03-26 09:35:00,Approved
CLM-000693,TICK-006180,Missed Connection,80000,75000,53000,2025-06-09 12:49:00,2025-06-09 08:49:00,2025-06-10 08:49:00,Rejected
CLM-000694,TICK-006188,Missed Connection,136000,75000,91000,2025-06-09 00:58:00,2025-06-08 23:58:00,2025-06-12 23:58:00,Rejected
CLM-000695,TICK-006193,Missed Connection,103000,50000,65000,2025-11-23 08:37:00,2025-11-23 01:37:00,2025-11-27 01:37:00,Approved
CLM-000696,TICK-006203,Missed Connection,254000,50000,160000,2025-10-23 09:07:00,2025-10-23 03:07:00,2025-10-27 03:07:00,Approved
CLM-000697,TICK-006209,Missed Connection,188000,100000,119000,2025-05-09 07:59:00,2025-05-09 01:59:00,2025-05-14 01:59:00,Rejected
CLM-000698,TICK-006236,Missed Connection,126000,50000,88000,2025-04-23 20:14:00,2025-04-23 15:14:00,,Pending
CLM-000699,TICK-006259,Missed Connection,136000,75000,95000,2025-03-23 05:09:00,2025-03-22 21:09:00,2025-03-25 21:09:00,Approved
CLM-000700,TICK-006283,Missed Connection,82000,50000,52000,2025-05-23 03:36:00,2025-05-22 22:36:00,2025-05-26 22:36:00,Approved
CLM-000701,TICK-006298,Missed Connection,70000,75000,47000,2025-07-09 07:25:00,2025-07-09 06:25:00,2025-07-14 06:25:00,Approved
CLM-000702,TICK-006302,Missed Connection,78000,100000,49000,2025-09-09 03:03:00,2025-09-08 23:03:00,,Pending
CLM-000703,TICK-006313,Missed Connection,104000,75000,65000,2025-06-23 00:27:00,2025-06-22 20:27:00,2025-06-26 20:27:00,Approved
CLM-000704,TICK-006319,Missed Connection,86000,50000,55000,2025-11-23 19:53:00,2025-11-23 14:53:00,2025-11-26 14:53:00,Approved
CLM-000705,TICK-006334,Missed Connection,108000,75000,68000,2025-02-23 08:29:00,2025-02-23 00:29:00,2025-02-28 00:29:00,Approved
CLM-000706,TICK-006338,Missed Connection,181000,50000,114000,2025-07-23 20:53:00,2025-07-23 13:53:00,,Pending
CLM-000707,TICK-006346,Missed Connection,226000,75000,142000,2025-06-23 09:31:00,2025-06-23 04:31:00,2025-06-25 04:31:00,Approved
CLM-000708,TICK-006351,Missed Connection,150000,75000,95000,2025-11-22 21:16:00,2025-11-22 15:16:00,2025-11-27 15:16:00,Approved
CLM-000709,TICK-006363,Missed Connection,119000,75000,75000,2025-10-09 10:54:00,2025-10-09 07:54:00,2025-10-10 07:54:00,Rejected
CLM-000710,TICK-006379,Missed Connection,178000,75000,112000,2025-12-09 12:25:00,2025-12-09 06:25:00,2025-12-11 06:25:00,Approved
CLM-000711,TICK-006385,Missed Connection,99000,75000,62000,2025-06-22 16:11:00,2025-06-22 14:11:00,2025-06-27 14:11:00,Approved
CLM-000712,TICK-006389,Missed Connection,92000,100000,58000,2025-11-09 21:05:00,2025-11-09 18:05:00,2025-11-12 18:05:00,Approved
CLM-000713,TICK-006399,Missed Connection,148000,75000,93000,2025-11-09 10:40:00,2025-11-09 05:40:00,2025-11-13 05:40:00,Approved
CLM-000714,TICK-006405,Missed Connection,115000,75000,72000,2025-02-09 11:14:00,2025-02-09 04:14:00,2025-02-11 04:14:00,Approved
CLM-000715,TICK-006412,Missed Connection,118000,50000,78000,2025-03-09 09:18:00,2025-03-09 01:18:00,2025-03-14 01:18:00,Approved
CLM-000716,TICK-006423,Missed Connection,103000,75000,65000,2025-09-09 20:34:00,2025-09-09 17:34:00,2025-09-10 17:34:00,Approved
CLM-000717,TICK-006432,Missed Connection,155000,75000,98000,2025-05-23 06:39:00,2025-05-23 01:39:00,2025-05-28 01:39:00,Approved
CLM-000718,TICK-006436,Missed Connection,226000,50000,142000,2025-12-23 06:39:00,2025-12-23 05:39:00,,Pending
CLM-000719,TICK-006438,Missed Connection,148000,50000,93000,2025-11-09 06:57:00,2025-11-08 23:57:00,2025-11-13 23:57:00,Approved
CLM-000720,TICK-006453,Missed Connection,136000,50000,90000,2025-12-24 05:51:00,2025-12-24 02:51:00,2025-12-25 02:51:00,Approved
CLM-000721,TICK-006471,Missed Connection,148000,75000,93000,2025-06-09 21:02:00,2025-06-09 14:02:00,2025-06-12 14:02:00,Approved
CLM-000722,TICK-006474,Missed Connection,118000,50000,78000,2025-12-23 02:10:00,2025-12-23 00:10:00,2025-12-27 00:10:00,Rejected
CLM-000723,TICK-006491,Missed Connection,59000,75000,39000,2025-10-23 02:36:00,2025-10-23 01:36:00,2025-10-24 01:36:00,Approved
CLM-000724,TICK-006507,Missed Connection,140000,50000,98000,2025-11-23 00:26:00,2025-11-22 18:26:00,,Pending
CLM-000725,TICK-006511,Missed Connection,208000,75000,132000,2025-11-09 15:34:00,2025-11-09 10:34:00,2025-11-10 10:34:00,Approved
CLM-000726,TICK-006534,Missed Connection,170000,50000,119000,2025-10-08 22:18:00,2025-10-08 20:18:00,2025-10-13 20:18:00,Approved
CLM-000727,TICK-006541,Missed Connection,110000,75000,70000,2025-07-09 03:16:00,2025-07-08 22:16:00,2025-07-11 22:16:00,Approved
CLM-000728,TICK-006557,Missed Connection,119000,50000,75000,2025-03-23 09:05:00,2025-03-23 03:05:00,2025-03-25 03:05:00,Approved
CLM-000729,TICK-006578,Missed Connection,126000,75000,80000,2025-12-23 23:33:00,2025-12-23 16:33:00,2025-12-24 16:33:00,Approved
CLM-000730,TICK-006580,Missed Connection,119000,100000,75000,2025-08-23 07:04:00,2025-08-22 23:04:00,2025-08-25 23:04:00,Approved
CLM-000731,TICK-006584,Missed Connection,93000,100000,59000,2025-12-09 21:02:00,2025-12-09 14:02:00,2025-12-10 14:02:00,Rejected
CLM-000732,TICK-006591,Missed Connection,99000,75000,62000,2025-12-09 05:17:00,2025-12-08 21:17:00,,Pending
CLM-000733,TICK-006614,Missed Connection,119000,75000,75000,2025-08-23 14:04:00,2025-08-23 06:04:00,2025-08-25 06:04:00,Approved
CLM-000734,TICK-006616,Missed Connection,155000,75000,98000,2025-07-09 14:45:00,2025-07-09 08:45:00,2025-07-11 08:45:00,Approved
CLM-000735,TICK-006619,Missed Connection,226000,100000,142000,2025-06-09 13:53:00,2025-06-09 09:53:00,2025-06-14 09:53:00,Approved
CLM-000736,TICK-006629,Missed Connection,118000,75000,78000,2025-06-08 20:48:00,2025-06-08 18:48:00,2025-06-10 18:48:00,Approved
CLM-000737,TICK-006633,Missed Connection,176000,50000,111000,2025-06-23 00:32:00,2025-06-22 17:32:00,2025-06-26 17:32:00,Approved
CLM-000738,TICK-006659,Missed Connection,82000,75000,52000,2025-05-22 16:36:00,2025-05-22 13:36:00,2025-05-25 13:36:00,Approved
CLM-000739,TICK-006664,Missed Connection,112000,75000,78000,2025-05-23 22:07:00,2025-05-23 20:07:00,2025-05-25 20:07:00,Approved
CLM-000740,TICK-006668,Missed Connection,62000,100000,39000,2025-03-23 14:34:00,2025-03-23 10:34:00,2025-03-26 10:34:00,Approved
CLM-000741,TICK-006676,Missed Connection,92000,50000,58000,2025-09-23 04:16:00,2025-09-22 23:16:00,2025-09-27 23:16:00,Approved
CLM-000742,TICK-006679,Missed Connection,61000,75000,43000,2025-12-23 09:23:00,2025-12-23 03:23:00,2025-12-25 03:23:00,Approved
CLM-000743,TICK-006689,Missed Connection,140000,50000,88000,2025-04-23 20:14:00,2025-04-23 16:14:00,2025-04-27 16:14:00,Approved
CLM-000744,TICK-006700,Missed Connection,141000,75000,93000,2025-09-23 18:25:00,2025-09-23 16:25:00,2025-09-25 16:25:00,Approved
CLM-000745,TICK-006710,Missed Connection,110000,50000,70000,2025-12-09 04:36:00,2025-12-09 00:36:00,2025-12-13 00:36:00,Approved
CLM-000746,TICK-006728,Missed Connection,122000,50000,81000,2025-04-08 21:39:00,2025-04-08 19:39:00,2025-04-09 19:39:00,Approved
CLM-000747,TICK-006731,Missed Connection,82000,50000,52000,2025-04-09 17:53:00,2025-04-09 14:53:00,2025-04-13 14:53:00,Approved
CLM-000748,TICK-006733,Missed Connection,167000,75000,117000,2025-12-23 07:09:00,2025-12-22 23:09:00,2025-12-23 23:09:00,Approved
CLM-000749,TICK-006736,Missed Connection,110000,50000,70000,2025-07-23 00:06:00,2025-07-22 21:06:00,2025-07-23 21:06:00,Approved
CLM-000750,TICK-006738,Missed Connection,105000,50000,70000,2025-06-23 15:31:00,2025-06-23 08:31:00,2025-06-25 08:31:00,Approved
CLM-000751,TICK-006749,Missed Connection,82000,75000,52000,2025-01-09 01:21:00,2025-01-08 23:21:00,2025-01-12 23:21:00,Approved
CLM-000752,TICK-006752,Missed Connection,82000,50000,52000,2025-02-09 01:11:00,2025-02-08 18:11:00,2025-02-13 18:11:00,Approved
CLM-000753,TICK-006763,Missed Connection,140000,50000,88000,2025-03-23 01:10:00,2025-03-23 00:10:00,,Pending
CLM-000754,TICK-006766,Missed Connection,167000,75000,105000,2025-06-23 16:55:00,2025-06-23 15:55:00,2025-06-26 15:55:00,Approved
CLM-000755,TICK-006791,Missed Connection,136000,50000,95000,2025-11-08 23:03:00,2025-11-08 18:03:00,2025-11-12 18:03:00,Approved
CLM-000756,TICK-006794,Missed Connection,119000,75000,75000,2025-02-23 08:04:00,2025-02-23 06:04:00,2025-02-27 06:04:00,Approved
CLM-000757,TICK-006817,Missed Connection,110000,50000,70000,2025-06-23 08:31:00,2025-06-23 05:31:00,2025-06-27 05:31:00,Approved
CLM-000758,TICK-006832,Missed Connection,110000,75000,70000,2025-07-23 00:06:00,2025-07-22 17:06:00,2025-07-25 17:06:00,Approved
CLM-000759,TICK-006855,Missed Connection,170000,50000,112000,2025-06-09 20:44:00,2025-06-09 12:44:00,2025-06-10 12:44:00,Approved
CLM-000760,TICK-006858,Missed Connection,167000,50000,105000,2025-06-23 06:24:00,2025-06-23 05:24:00,2025-06-26 05:24:00,Approved
CLM-000761,TICK-006860,Missed Connection,242000,100000,160000,2025-11-09 06:41:00,2025-11-09 04:41:00,2025-11-10 04:41:00,Approved
CLM-000762,TICK-006872,Missed Connection,142000,50000,95000,2025-03-23 02:09:00,2025-03-23 00:09:00,2025-03-28 00:09:00,Rejected
CLM-000763,TICK-006892,Missed Connection,181000,100000,114000,2025-07-09 20:03:00,2025-07-09 12:03:00,2025-07-14 12:03:00,Approved
CLM-000764,TICK-006894,Missed Connection,167000,50000,105000,2025-07-23 15:13:00,2025-07-23 12:13:00,2025-07-24 12:13:00,Approved
CLM-000765,TICK-006898,Missed Connection,148000,75000,93000,2025-06-23 23:01:00,2025-06-23 17:01:00,2025-06-25 17:01:00,Approved
CLM-000766,TICK-006900,Missed Connection,93000,50000,59000,2025-07-09 09:02:00,2025-07-09 01:02:00,2025-07-13 01:02:00,Approved
CLM-000767,TICK-006903,Missed Connection,82000,75000,52000,2025-03-09 16:50:00,2025-03-09 08:50:00,2025-03-11 08:50:00,Approved
CLM-000768,TICK-006914,Missed Connection,62000,50000,39000,2025-03-09 09:18:00,2025-03-09 08:18:00,2025-03-12 08:18:00,Approved
CLM-000769,TICK-006924,Missed Connection,141000,100000,93000,2025-07-23 11:39:00,2025-07-23 10:39:00,2025-07-25 10:39:00,Approved
CLM-000770,TICK-006927,Missed Connection,56000,50000,36000,2025-04-23 07:45:00,2025-04-23 00:45:00,,Pending
CLM-000771,TICK-006935,Missed Connection,115000,100000,72000,2025-10-22 23:57:00,2025-10-22 17:57:00,2025-10-26 17:57:00,Approved
CLM-000772,TICK-006942,Missed Connection,59000,75000,39000,2025-02-23 08:34:00,2025-02-23 07:34:00,2025-02-25 07:34:00,Approved
CLM-000773,TICK-006947,Missed Connection,68000,50000,43000,2025-07-09 20:30:00,2025-07-09 18:30:00,2025-07-14 18:30:00,Approved
CLM-000774,TICK-006950,Missed Connection,62000,100000,39000,2025-10-23 11:36:00,2025-10-23 07:36:00,2025-10-24 07:36:00,Approved
CLM-000775,TICK-006982,Missed Connection,138000,50000,87000,2025-12-22 15:19:00,2025-12-22 14:19:00,2025-12-25 14:19:00,Approved
CLM-000776,TICK-006989,Missed Connection,178000,50000,112000,2025-09-09 10:40:00,2025-09-09 09:40:00,2025-09-14 09:40:00,Approved
CLM-000777,TICK-006998,Missed Connection,82000,75000,52000,2025-04-23 22:45:00,2025-04-23 17:45:00,2025-04-26 17:45:00,Approved
CLM-000778,TICK-007018,Missed Connection,261000,75000,164000,2025-07-09 10:09:00,2025-07-09 06:09:00,2025-07-10 06:09:00,Approved
CLM-000779,TICK-007028,Missed Connection,86000,50000,55000,2025-11-23 18:53:00,2025-11-23 10:53:00,2025-11-24 10:53:00,Approved
CLM-000780,TICK-007033,Missed Connection,167000,50000,117000,2025-07-23 10:02:00,2025-07-23 08:02:00,2025-07-27 08:02:00,Approved
CLM-000781,TICK-007035,Missed Connection,92000,50000,58000,2025-01-23 02:33:00,2025-01-22 23:33:00,2025-01-25 23:33:00,Approved
CLM-000782,TICK-007050,Missed Connection,131000,75000,87000,2025-06-23 02:05:00,2025-06-22 21:05:00,2025-06-26 21:05:00,Approved
CLM-000783,TICK-007065,Missed Connection,155000,75000,98000,2025-03-23 12:03:00,2025-03-23 04:03:00,2025-03-28 04:03:00,Approved
CLM-000784,TICK-007074,Missed Connection,203000,50000,142000,2025-07-09 01:09:00,2025-07-08 21:09:00,2025-07-12 21:09:00,Approved
CLM-000785,TICK-007082,Missed Connection,200000,50000,126000,2025-08-09 13:49:00,2025-08-09 05:49:00,2025-08-13 05:49:00,Approved
CLM-000786,TICK-007090,Missed Connection,150000,75000,95000,2025-09-08 21:03:00,2025-09-08 13:03:00,2025-09-09 13:03:00,Approved
CLM-000787,TICK-007094,Missed Connection,154000,50000,97000,2025-04-09 18:58:00,2025-04-09 13:58:00,,Pending
CLM-000788,TICK-007100,Missed Connection,92000,75000,58000,2025-03-23 19:38:00,2025-03-23 11:38:00,2025-03-24 11:38:00,Approved
CLM-000789,TICK-007110,Missed Connection,87000,100000,58000,2025-06-23 09:50:00,2025-06-23 06:50:00,2025-06-26 06:50:00,Approved
CLM-000790,TICK-007123,Missed Connection,114000,100000,76000,2025-05-23 06:07:00,2025-05-23 00:07:00,2025-05-26 00:07:00,Approved
CLM-000791,TICK-007134,Missed Connection,184000,50000,122000,2025-06-23 02:03:00,2025-06-23 00:03:00,2025-06-26 00:03:00,Approved
CLM-000792,TICK-007141,Missed Connection,178000,75000,119000,2025-02-23 00:26:00,2025-02-22 22:26:00,2025-02-27 22:26:00,Approved
CLM-000793,TICK-007143,Missed Connection,110000,50000,70000,2025-07-23 03:21:00,2025-07-22 22:21:00,2025-07-26 22:21:00,Approved
CLM-000794,TICK-007167,Missed Connection,54000,75000,34000,2025-06-09 09:23:00,2025-06-09 05:23:00,2025-06-13 05:23:00,Approved
CLM-000795,TICK-007173,Missed Connection,76000,100000,48000,2025-11-09 20:23:00,2025-11-09 13:23:00,,Pending
CLM-000796,TICK-007176,Missed Connection,167000,100000,117000,2025-06-10 03:54:00,2025-06-09 23:54:00,2025-06-12 23:54:00,Approved
CLM-000797,TICK-007194,Missed Connection,226000,100000,142000,2025-06-23 07:31:00,2025-06-23 01:31:00,2025-06-27 01:31:00,Approved
CLM-000798,TICK-007215,Missed Connection,261000,75000,164000,2025-07-08 17:35:00,2025-07-08 14:35:00,2025-07-13 14:35:00,Approved
CLM-000799,TICK-007217,Missed Connection,146000,100000,92000,2025-02-23 12:57:00,2025-02-23 07:57:00,2025-02-24 07:57:00,Approved
CLM-000800,TICK-007219,Missed Connection,261000,50000,164000,2025-06-23 06:31:00,2025-06-23 05:31:00,2025-06-24 05:31:00,Approved
CLM-000801,TICK-007228,Missed Connection,82000,75000,55000,2025-02-23 17:24:00,2025-02-23 10:24:00,2025-02-28 10:24:00,Approved
CLM-000802,TICK-007236,Missed Connection,103000,50000,65000,2025-10-23 09:59:00,2025-10-23 01:59:00,2025-10-27 01:59:00,Approved
CLM-000803,TICK-007245,Missed Connection,161000,50000,102000,2025-05-09 06:03:00,2025-05-09 05:03:00,,Pending
CLM-000804,TICK-007256,Missed Connection,133000,50000,93000,2025-11-08 22:57:00,2025-11-08 21:57:00,2025-11-09 21:57:00,Approved
CLM-000805,TICK-007259,Missed Connection,62000,75000,39000,2025-08-23 02:02:00,2025-08-22 21:02:00,2025-08-27 21:02:00,Approved
CLM-000806,TICK-007275,Missed Connection,128000,75000,81000,2025-01-23 04:05:00,2025-01-23 03:05:00,2025-01-26 03:05:00,Approved
CLM-000807,TICK-007280,Missed Connection,103000,50000,65000,2025-08-23 14:10:00,2025-08-23 11:10:00,2025-08-25 11:10:00,Approved
CLM-000808,TICK-007291,Missed Connection,45000,50000,28000,2025-04-09 10:29:00,2025-04-09 06:29:00,2025-04-13 06:29:00,Approved
CLM-000809,TICK-007293,Missed Connection,105000,50000,70000,2025-12-09 04:05:00,2025-12-09 02:05:00,2025-12-13 02:05:00,Approved
CLM-000810,TICK-007296,Missed Connection,110000,75000,70000,2025-12-09 17:05:00,2025-12-09 11:05:00,2025-12-10 11:05:00,Approved
CLM-000811,TICK-007298,Missed Connection,140000,50000,88000,2025-03-09 05:39:00,2025-03-09 02:39:00,2025-03-12 02:39:00,Approved
CLM-000812,TICK-007302,Missed Connection,119000,50000,75000,2025-08-09 23:25:00,2025-08-09 21:25:00,2025-08-10 21:25:00,Approved
CLM-000813,TICK-007307,Missed Connection,226000,100000,142000,2025-12-09 08:35:00,2025-12-09 03:35:00,,Pending
CLM-000814,TICK-007316,Missed Connection,105000,75000,66000,2025-02-09 13:02:00,2025-02-09 12:02:00,2025-02-14 12:02:00,Approved
CLM-000815,TICK-007323,Missed Connection,93000,50000,59000,2025-07-23 18:31:00,2025-07-23 16:31:00,2025-07-27 16:31:00,Approved
CLM-000816,TICK-007327,Missed Connection,92000,75000,58000,2025-08-23 10:30:00,2025-08-23 07:30:00,2025-08-26 07:30:00,Approved
CLM-000817,TICK-007330,Missed Connection,112000,100000,78000,2025-12-23 03:10:00,2025-12-22 20:10:00,2025-12-26 20:10:00,Approved
CLM-000818,TICK-007341,Missed Connection,78000,100000,55000,2025-08-23 15:35:00,2025-08-23 11:35:00,2025-08-24 11:35:00,Approved
CLM-000819,TICK-007343,Missed Connection,200000,75000,126000,2025-08-09 06:38:00,2025-08-08 22:38:00,,Pending
CLM-000820,TICK-007352,Missed Connection,87000,75000,58000,2025-05-23 05:05:00,2025-05-22 22:05:00,2025-05-25 22:05:00,Approved
CLM-000821,TICK-007379,Missed Connection,146000,75000,92000,2025-02-09 03:36:00,2025-02-08 19:36:00,2025-02-12 19:36:00,Approved
CLM-000822,TICK-007383,Missed Connection,188000,75000,119000,2025-02-09 15:20:00,2025-02-09 09:20:00,2025-02-10 09:20:00,Approved
CLM-000823,TICK-007407,Missed Connection,118000,50000,78000,2025-05-09 03:30:00,2025-05-08 20:30:00,2025-05-09 20:30:00,Approved
CLM-000824,TICK-007425,Missed Connection,119000,75000,75000,2025-09-23 07:55:00,2025-09-23 02:55:00,2025-09-26 02:55:00,Approved
CLM-000825,TICK-007431,Missed Connection,181000,100000,114000,2025-12-23 20:45:00,2025-12-23 12:45:00,2025-12-25 12:45:00,Rejected
CLM-000826,TICK-007453,Missed Connection,160000,50000,112000,2025-05-23 09:30:00,2025-05-23 04:30:00,2025-05-27 04:30:00,Rejected
CLM-000827,TICK-007456,Missed Connection,110000,50000,70000,2025-06-23 14:31:00,2025-06-23 07:31:00,2025-06-28 07:31:00,Approved
CLM-000828,TICK-007459,Missed Connection,62000,50000,39000,2025-01-09 09:19:00,2025-01-09 04:19:00,2025-01-13 04:19:00,Approved
CLM-000829,TICK-007479,Missed Connection,116000,50000,73000,2025-12-23 07:16:00,2025-12-23 05:16:00,2025-12-28 05:16:00,Approved
CLM-000830,TICK-007504,Missed Connection,129000,50000,81000,2025-11-23 10:08:00,2025-11-23 06:08:00,2025-11-24 06:08:00,Approved
CLM-000831,TICK-007510,Missed Connection,114000,50000,80000,2025-06-23 06:31:00,2025-06-23 00:31:00,2025-06-25 00:31:00,Rejected
CLM-000832,TICK-007532,Missed Connection,108000,75000,68000,2025-02-09 01:41:00,2025-02-08 20:41:00,2025-02-11 20:41:00,Approved
CLM-000833,TICK-007539,Missed Connection,126000,75000,80000,2025-06-23 04:31:00,2025-06-22 21:31:00,2025-06-23 21:31:00,Approved
CLM-000834,TICK-007545,Missed Connection,84000,75000,59000,2025-12-10 02:12:00,2025-12-09 20:12:00,2025-12-14 20:12:00,Approved
CLM-000835,TICK-007552,Missed Connection,141000,75000,93000,2025-11-23 08:42:00,2025-11-23 07:42:00,,Pending
CLM-000836,TICK-007561,Missed Connection,110000,50000,70000,2025-07-09 09:43:00,2025-07-09 05:43:00,2025-07-12 05:43:00,Approved
CLM-000837,TICK-007565,Missed Connection,150000,100000,105000,2025-06-23 15:24:00,2025-06-23 07:24:00,2025-06-25 07:24:00,Approved
CLM-000838,TICK-007572,Missed Connection,103000,75000,72000,2025-11-08 22:49:00,2025-11-08 20:49:00,2025-11-09 20:49:00,Approved
CLM-000839,TICK-007575,Missed Connection,138000,75000,87000,2025-07-23 09:21:00,2025-07-23 01:21:00,2025-07-26 01:21:00,Approved
CLM-000840,TICK-007577,Missed Connection,86000,50000,55000,2025-10-23 07:10:00,2025-10-23 00:10:00,2025-10-28 00:10:00,Approved
CLM-000841,TICK-007588,Missed Connection,99000,50000,62000,2025-06-23 07:39:00,2025-06-23 00:39:00,2025-06-25 00:39:00,Approved
CLM-000842,TICK-007593,Missed Connection,129000,100000,81000,2025-04-23 11:14:00,2025-04-23 03:14:00,2025-04-24 03:14:00,Approved
CLM-000843,TICK-007602,Missed Connection,188000,75000,119000,2025-02-09 18:20:00,2025-02-09 15:20:00,2025-02-14 15:20:00,Approved
CLM-000844,TICK-007606,Missed Connection,208000,75000,132000,2025-11-09 13:34:00,2025-11-09 06:34:00,2025-11-14 06:34:00,Rejected
CLM-000845,TICK-007616,Missed Connection,154000,100000,97000,2025-06-23 14:13:00,2025-06-23 13:13:00,2025-06-27 13:13:00,Approved
CLM-000846,TICK-007620,Missed Connection,92000,50000,58000,2025-10-09 15:21:00,2025-10-09 09:21:00,2025-10-12 09:21:00,Approved
CLM-000847,TICK-007622,Missed Connection,148000,75000,93000,2025-02-09 08:04:00,2025-02-09 06:04:00,2025-02-13 06:04:00,Approved
CLM-000848,TICK-007624,Missed Connection,118000,50000,83000,2025-10-23 00:16:00,2025-10-22 20:16:00,2025-10-23 20:16:00,Approved
CLM-000849,TICK-007646,Missed Connection,188000,75000,119000,2025-10-22 16:57:00,2025-10-22 15:57:00,2025-10-26 15:57:00,Approved
CLM-000850,TICK-007649,Missed Connection,126000,50000,80000,2025-06-23 03:31:00,2025-06-23 01:31:00,2025-06-25 01:31:00,Approved
CLM-000851,TICK-007663,Missed Connection,111000,50000,78000,2025-07-23 19:53:00,2025-07-23 11:53:00,2025-07-26 11:53:00,Approved
CLM-000852,TICK-007687,Missed Connection,54000,50000,34000,2025-06-09 10:23:00,2025-06-09 03:23:00,2025-06-10 03:23:00,Approved
CLM-000853,TICK-007704,Missed Connection,158000,75000,105000,2025-07-08 20:10:00,2025-07-08 13:10:00,2025-07-11 13:10:00,Approved
CLM-000854,TICK-007708,Missed Connection,200000,100000,126000,2025-08-09 00:49:00,2025-08-08 22:49:00,2025-08-11 22:49:00,Approved
CLM-000855,TICK-007718,Missed Connection,129000,50000,81000,2025-09-23 11:53:00,2025-09-23 05:53:00,2025-09-26 05:53:00,Approved
CLM-000856,TICK-007724,Missed Connection,100000,75000,70000,2025-06-23 16:31:00,2025-06-23 11:31:00,2025-06-25 11:31:00,Approved
CLM-000857,TICK-007750,Missed Connection,145000,100000,102000,2025-03-08 17:49:00,2025-03-08 15:49:00,2025-03-12 15:49:00,Approved
CLM-000858,TICK-007762,Missed Connection,92000,50000,58000,2025-03-22 23:47:00,2025-03-22 20:47:00,2025-03-25 20:47:00,Rejected
CLM-000859,TICK-007765,Missed Connection,138000,100000,87000,2025-07-24 02:38:00,2025-07-23 18:38:00,2025-07-25 18:38:00,Approved
CLM-000860,TICK-007768,Missed Connection,167000,50000,117000,2025-06-23 21:09:00,2025-06-23 14:09:00,2025-06-25 14:09:00,Rejected
CLM-000861,TICK-007777,Missed Connection,98000,100000,65000,2025-10-10 01:10:00,2025-10-09 18:10:00,2025-10-12 18:10:00,Approved
CLM-000862,TICK-007791,Missed Connection,103000,50000,65000,2025-01-09 08:10:00,2025-01-09 06:10:00,2025-01-11 06:10:00,Approved
CLM-000863,TICK-007796,Missed Connection,79000,50000,52000,2025-11-22 17:21:00,2025-11-22 16:21:00,2025-11-24 16:21:00,Approved
