trip_id,actual_departure_ts,actual_arrival_ts,departure_delay_minutes,arrival_delay_minutes,disruption_reason,severity_level
TRIP-000979,2025-02-08 18:16:00,2025-02-09 00:47:00,16,37,,
TRIP-000980,2025-02-09 00:00:00,2025-02-09 07:32:00,0,0,,
TRIP-000981,2025-03-08 12:15:00,2025-03-08 19:41:00,15,7,,
TRIP-000982,2025-07-08 06:32:00,2025-07-08 09:43:00,32,64,,
TRIP-000983,2025-06-08 12:00:00,2025-06-08 18:41:00,0,4,,
TRIP-000984,2025-06-09 00:34:00,2025-06-09 12:54:00,34,52,,
TRIP-000985,2025-06-09 12:09:00,2025-06-09 19:44:00,9,0,,
TRIP-000986,2025-07-22 06:26:00,2025-07-22 10:00:00,26,0,,
TRIP-000987,2025-07-22 12:00:00,2025-07-23 00:36:00,0,13,,
TRIP-000988,2025-05-08 06:07:00,2025-05-08 14:52:00,7,11,,
TRIP-000989,2025-05-08 18:31:00,2025-05-09 02:43:00,31,29,,
TRIP-000990,2025-05-09 06:00:00,2025-05-09 10:27:00,0,0,,
TRIP-000991,2025-11-08 06:00:00,2025-11-08 13:32:00,0,0,,
TRIP-000992,2025-11-08 18:40:00,2025-11-09 06:05:00,40,51,,
TRIP-000993,2025-12-09 06:26:00,2025-12-09 17:57:00,26,43,,
TRIP-000994,2025-02-08 06:04:00,2025-02-08 15:06:00,4,52,,
TRIP-000995,2025-07-22 06:00:00,2025-07-22 12:06:00,0,1,,
TRIP-000996,2025-07-22 12:16:00,2025-07-22 20:08:00,16,19,,
TRIP-000997,2025-06-23 00:08:00,2025-06-23 03:33:00,8,22,,
TRIP-000998,2025-10-08 06:02:00,2025-10-08 15:38:00,2,0,,
TRIP-000999,2025-02-08 18:14:00,2025-02-09 00:10:00,14,0,,
TRIP-001000,2025-02-09 00:03:00,2025-02-09 08:37:00,3,26,,
TRIP-001001,2025-10-22 18:00:00,2025-10-23 03:39:00,0,1,,
TRIP-001002,2025-10-23 06:00:00,2025-10-23 14:04:00,0,20,,
TRIP-001003,2025-03-22 06:00:00,2025-03-22 11:39:00,0,28,,
TRIP-001004,2025-03-22 12:05:00,2025-03-22 20:00:00,5,26,,
TRIP-001005,2025-03-23 00:22:00,2025-03-23 02:54:00,22,15,,
TRIP-001006,2025-02-22 18:00:00,2025-02-22 21:04:00,0,18,,
TRIP-001007,2025-12-08 06:10:00,2025-12-08 12:17:00,10,14,,
TRIP-001008,2025-12-08 12:27:00,2025-12-09 00:10:00,27,31,,
TRIP-001009,2025-01-08 12:00:00,2025-01-08 22:49:00,0,6,,
TRIP-001010,2025-06-09 00:32:00,2025-06-09 06:03:00,32,0,,
TRIP-001011,2025-12-22 12:00:00,2025-12-22 16:27:00,0,0,,
TRIP-001012,2025-12-22 18:06:00,2025-12-23 01:26:00,6,49,,
TRIP-001013,2025-07-23 00:21:00,2025-07-23 08:04:00,21,32,,
TRIP-001014,2025-06-22 12:14:00,2025-06-22 18:05:00,14,0,,
TRIP-001015,2025-11-08 06:11:00,2025-11-08 10:42:00,11,15,,
TRIP-001016,2025-08-08 18:00:00,2025-08-09 01:35:00,0,3,,
TRIP-001017,2025-08-09 06:25:00,2025-08-09 17:50:00,25,36,,
TRIP-001018,2025-08-09 18:25:00,2025-08-10 04:01:00,25,23,,
TRIP-001019,2025-06-22 06:00:00,2025-06-22 12:05:00,0,0,,
TRIP-001020,2025-03-08 12:15:00,2025-03-08 16:15:00,15,15,,
TRIP-001021,2025-12-09 00:00:00,2025-12-09 05:11:00,0,0,,
TRIP-001022,2025-12-09 06:00:00,2025-12-09 13:34:00,0,0,,
TRIP-001023,2025-04-08 06:00:00,2025-04-08 15:27:00,0,27,,
TRIP-001024,2025-04-08 18:00:00,2025-04-08 21:25:00,0,14,,
TRIP-001025,2025-09-08 18:32:00,2025-09-09 06:52:00,32,29,,
TRIP-001026,2025-09-09 06:11:00,2025-09-09 10:11:00,11,35,,
TRIP-001027,2025-07-08 06:00:00,2025-07-08 09:02:00,0,0,,
TRIP-001028,2025-07-22 06:24:00,2025-07-22 08:59:00,24,13,,
TRIP-001029,2025-08-22 18:04:00,2025-08-23 02:28:00,4,17,,
TRIP-001030,2025-08-23 06:33:00,2025-08-23 12:48:00,33,38,,
TRIP-001031,2025-08-23 12:00:00,2025-08-23 19:52:00,0,20,,
TRIP-001032,2025-12-08 18:12:00,2025-12-09 02:47:00,12,33,,
TRIP-001033,2025-08-08 12:27:00,2025-08-08 21:45:00,27,7,,
TRIP-001034,2025-08-09 00:35:00,2025-08-09 08:28:00,35,44,,
TRIP-001035,2025-07-08 06:04:00,2025-07-08 13:33:00,4,1,,
TRIP-001036,2025-05-08 12:00:00,2025-05-08 21:42:00,0,0,,
TRIP-001037,2025-05-09 00:20:00,2025-05-09 06:30:00,20,25,,
TRIP-001038,2025-11-08 18:29:00,2025-11-09 03:49:00,29,49,,
TRIP-001039,2025-11-09 06:43:00,2025-11-09 09:21:00,43,10,,
TRIP-001040,2025-07-08 06:13:00,2025-07-08 11:16:00,13,49,,
TRIP-001041,2025-07-08 12:29:00,2025-07-08 19:17:00,29,40,,
TRIP-001042,2025-07-09 00:00:00,2025-07-09 12:02:00,0,0,,
TRIP-001043,2025-08-22 18:12:00,2025-08-23 00:30:00,12,25,,
TRIP-001044,2025-08-23 00:00:00,2025-08-23 08:25:00,0,36,,
TRIP-001045,2025-01-22 06:21:00,2025-01-22 14:59:00,21,18,,
TRIP-001046,2025-01-22 18:00:00,2025-01-23 02:14:00,0,0,,
TRIP-001047,2025-01-23 06:00:00,2025-01-23 10:27:00,0,0,,
TRIP-001048,2025-12-22 06:05:00,2025-12-22 13:34:00,5,0,,
TRIP-001049,2025-12-22 18:22:00,2025-12-22 20:44:00,22,5,,
TRIP-001050,2025-01-22 06:00:00,2025-01-22 08:39:00,0,0,,
TRIP-001051,2025-01-22 12:16:00,2025-01-22 21:42:00,16,42,,
TRIP-001052,2025-01-23 00:27:00,2025-01-23 03:59:00,27,48,,
TRIP-001053,2025-10-09 00:31:00,2025-10-09 06:21:00,31,16,,
TRIP-001054,2025-12-23 12:27:00,2025-12-24 01:04:00,27,62,,
TRIP-001055,2025-07-22 18:30:00,2025-07-22 23:53:00,30,42,,
TRIP-001056,2025-07-23 00:16:00,2025-07-23 08:10:00,16,36,,
TRIP-001057,2025-02-23 00:00:00,2025-02-23 05:11:00,0,0,,
TRIP-001058,2025-03-23 00:00:00,2025-03-23 07:14:00,0,243,Kerusakan Mesin,High
TRIP-001059,2025-03-08 12:05:00,2025-03-08 15:36:00,5,0,,
TRIP-001060,2025-03-08 18:00:00,2025-03-09 03:42:00,0,0,,
TRIP-001061,2025-01-22 12:06:00,2025-01-22 21:57:00,6,15,,
TRIP-001062,2025-01-23 00:07:00,2025-01-23 06:30:00,7,25,,
TRIP-001063,2025-04-22 12:00:00,2025-04-22 18:10:00,0,0,,
TRIP-001064,2025-04-22 18:00:00,2025-04-23 02:11:00,0,0,,
TRIP-001065,2025-04-08 12:15:00,2025-04-08 22:30:00,15,48,,
TRIP-001066,2025-04-09 00:06:00,2025-04-09 06:17:00,6,12,,
TRIP-001067,2025-04-09 06:30:00,2025-04-09 14:26:00,30,37,,
TRIP-001068,2025-12-08 06:19:00,2025-12-08 18:44:00,19,21,,
TRIP-001069,2025-05-22 12:01:00,2025-05-23 00:23:00,1,0,,
TRIP-001070,2025-11-08 18:00:00,2025-11-09 05:39:00,0,0,,
TRIP-001071,2025-11-09 06:00:00,2025-11-09 14:42:00,0,1,,
TRIP-001072,2025-02-22 06:00:00,2025-02-22 17:49:00,0,10,,
TRIP-001073,2025-11-23 06:10:00,2025-11-23 16:07:00,10,25,,
TRIP-001074,2025-02-08 12:10:00,2025-02-08 23:54:00,10,40,,
TRIP-001075,2025-02-09 00:23:00,2025-02-09 10:31:00,23,53,,
TRIP-001076,2025-06-23 06:17:00,2025-06-23 17:02:00,17,19,,
TRIP-001077,2025-07-23 12:23:00,2025-07-24 01:08:00,23,248,Kerusakan Mesin,High
TRIP-001078,2025-05-08 06:28:00,2025-05-08 14:49:00,28,77,,
TRIP-001079,2025-05-08 18:09:00,2025-05-09 05:26:00,9,12,,
TRIP-001080,2025-04-23 06:00:00,2025-04-23 13:48:00,0,4,,
TRIP-001081,2025-04-23 18:17:00,2025-04-23 21:27:00,17,41,,
TRIP-001082,2025-07-08 06:00:00,2025-07-08 15:42:00,0,0,,
TRIP-001083,2025-03-08 12:22:00,2025-03-08 22:14:00,22,36,,
TRIP-001084,2025-09-08 12:15:00,2025-09-08 15:59:00,15,48,,
TRIP-001085,2025-09-08 18:07:00,2025-09-09 07:06:00,7,41,,
TRIP-001086,2025-02-08 06:44:00,2025-02-08 13:01:00,44,58,,
TRIP-001087,2025-12-08 12:30:00,2025-12-08 21:07:00,30,26,,
TRIP-001088,2025-12-09 00:00:00,2025-12-09 08:43:00,0,29,,
TRIP-001089,2025-12-08 18:00:00,2025-12-09 02:20:00,0,9,,
TRIP-001090,2025-12-09 06:15:00,2025-12-09 13:01:00,15,51,,
TRIP-001091,2025-02-08 06:34:00,2025-02-08 19:01:00,34,38,,
TRIP-001092,2025-06-09 00:15:00,2025-06-09 06:05:00,15,0,,
TRIP-001093,2025-02-09 06:00:00,2025-02-09 15:54:00,0,16,,
TRIP-001094,2025-08-08 18:10:00,2025-08-09 02:21:00,10,32,,
TRIP-001095,2025-08-09 06:00:00,2025-08-09 14:59:00,0,0,,
TRIP-001096,2025-06-23 00:11:00,2025-06-23 08:59:00,11,0,,
TRIP-001097,2025-03-22 18:12:00,2025-03-23 02:31:00,12,17,,
TRIP-001098,2025-03-23 06:04:00,2025-03-23 10:33:00,4,6,,
TRIP-001099,2025-03-23 12:00:00,2025-03-23 18:37:00,0,0,,
TRIP-001100,2025-06-08 06:05:00,2025-06-08 14:02:00,5,18,,
TRIP-001101,2025-05-22 18:00:00,2025-05-23 02:38:00,0,27,,
TRIP-001102,2025-05-23 06:18:00,2025-05-23 12:30:00,18,20,,
TRIP-001103,2025-12-08 18:28:00,2025-12-09 02:39:00,28,55,,
TRIP-001104,2025-12-09 06:23:00,2025-12-09 09:32:00,23,46,,
TRIP-001105,2025-07-22 06:25:00,2025-07-22 16:10:00,25,240,Kemacetan,High
TRIP-001106,2025-07-22 12:00:00,2025-07-22 19:45:00,0,13,,
TRIP-001107,2025-07-22 12:02:00,2025-07-22 18:14:00,2,4,,
TRIP-001108,2025-12-08 06:00:00,2025-12-08 15:04:00,0,4,,
TRIP-001109,2025-09-22 12:00:00,2025-09-22 14:39:00,0,0,,
TRIP-001110,2025-09-22 18:00:00,2025-09-23 03:05:00,0,5,,
TRIP-001111,2025-09-23 06:00:00,2025-09-23 09:29:00,0,18,,
TRIP-001112,2025-06-09 00:38:00,2025-06-09 08:06:00,38,17,,
TRIP-001113,2025-09-08 12:08:00,2025-09-08 19:56:00,8,22,,
TRIP-001114,2025-07-09 06:08:00,2025-07-09 08:51:00,8,12,,
TRIP-001115,2025-11-23 00:17:00,2025-11-23 06:10:00,17,0,,
TRIP-001116,2025-06-22 12:00:00,2025-06-22 18:03:00,0,0,,
TRIP-001117,2025-05-08 18:00:00,2025-05-08 21:18:00,0,39,,
TRIP-001118,2025-05-09 00:00:00,2025-05-09 09:18:00,0,18,,
TRIP-001119,2025-08-22 06:28:00,2025-08-22 09:28:00,28,26,,
TRIP-001120,2025-08-22 12:44:00,2025-08-22 19:04:00,44,61,,
TRIP-001121,2025-05-08 06:21:00,2025-05-08 09:46:00,21,35,,
TRIP-001122,2025-05-08 12:00:00,2025-05-08 18:38:00,0,28,,
TRIP-001123,2025-05-08 18:00:00,2025-05-09 02:11:00,0,0,,
TRIP-001124,2025-10-22 12:23:00,2025-10-22 18:44:00,23,39,,
TRIP-001125,2025-04-08 12:20:00,2025-04-08 15:44:00,20,8,,
TRIP-001126,2025-04-08 18:01:00,2025-04-09 04:17:00,1,35,,
TRIP-001127,2025-04-09 06:07:00,2025-04-09 12:25:00,7,20,,
TRIP-001128,2025-09-08 12:00:00,2025-09-09 00:22:00,0,20,,
TRIP-001129,2025-09-09 00:00:00,2025-09-09 05:11:00,0,0,,
TRIP-001130,2025-10-08 12:00:00,2025-10-08 15:21:00,0,19,,
TRIP-001131,2025-10-08 18:14:00,2025-10-09 00:40:00,14,37,,
TRIP-001132,2025-10-09 00:00:00,2025-10-09 12:25:00,0,46,,
TRIP-001133,2025-12-22 12:03:00,2025-12-22 19:12:00,3,35,,
TRIP-001134,2025-12-23 00:13:00,2025-12-23 12:09:00,13,7,,
TRIP-001135,2025-07-22 06:30:00,2025-07-22 17:30:00,30,16,,
TRIP-001136,2025-03-22 12:03:00,2025-03-22 20:36:00,3,22,,
TRIP-001137,2025-03-23 00:13:00,2025-03-23 05:22:00,13,55,,
TRIP-001138,2025-06-23 12:28:00,2025-06-23 20:32:00,28,48,,
TRIP-001139,2025-01-08 06:00:00,2025-01-08 12:23:00,0,20,,
TRIP-001140,2025-01-08 12:31:00,2025-01-09 01:24:00,31,61,,
TRIP-001141,2025-06-08 06:23:00,2025-06-08 14:14:00,23,0,,
TRIP-001142,2025-10-08 06:17:00,2025-10-08 14:24:00,17,35,,
TRIP-001143,2025-10-08 18:00:00,2025-10-09 02:59:00,0,0,,
TRIP-001144,2025-11-22 06:26:00,2025-11-22 12:26:00,26,21,,
TRIP-001145,2025-07-22 12:00:00,2025-07-22 15:02:00,0,0,,
TRIP-001146,2025-06-22 12:32:00,2025-06-22 18:00:00,32,49,,
TRIP-001147,2025-06-22 18:20:00,2025-06-23 02:25:00,20,51,,
TRIP-001148,2025-01-08 06:28:00,2025-01-08 12:05:00,28,0,,
TRIP-001149,2025-01-08 12:00:00,2025-01-08 19:49:00,0,0,,
TRIP-001150,2025-01-09 00:50:00,2025-01-09 09:17:00,50,36,,
TRIP-001151,2025-12-08 06:00:00,2025-12-08 14:22:00,0,8,,
TRIP-001152,2025-06-08 12:23:00,2025-06-08 20:27:00,23,16,,
TRIP-001153,2025-06-09 00:37:00,2025-06-09 07:14:00,37,64,,
TRIP-001154,2025-09-22 06:00:00,2025-09-22 12:37:00,0,0,,
TRIP-001155,2025-09-22 18:03:00,2025-09-23 09:40:00,3,218,Kemacetan,High
TRIP-001156,2025-04-22 06:02:00,2025-04-22 10:32:00,2,5,,
TRIP-001157,2025-04-22 12:25:00,2025-04-22 18:48:00,25,11,,
TRIP-001158,2025-08-08 06:11:00,2025-08-08 09:49:00,11,63,,
TRIP-001159,2025-08-08 12:00:00,2025-08-08 15:10:00,0,8,,
TRIP-001160,2025-01-22 06:00:00,2025-01-22 12:05:00,0,0,,
TRIP-001161,2025-01-22 12:25:00,2025-01-22 20:11:00,25,22,,
TRIP-001162,2025-07-08 18:15:00,2025-07-09 04:14:00,15,32,,
TRIP-001163,2025-01-09 06:22:00,2025-01-09 12:41:00,22,38,,
TRIP-001164,2025-12-22 18:03:00,2025-12-23 00:27:00,3,22,,
TRIP-001165,2025-12-23 00:22:00,2025-12-23 08:29:00,22,40,,
TRIP-001166,2025-04-22 12:00:00,2025-04-22 20:14:00,0,0,,
TRIP-001167,2025-04-23 00:31:00,2025-04-23 05:03:00,31,36,,
TRIP-001168,2025-04-23 06:22:00,2025-04-23 12:45:00,22,8,,
TRIP-001169,2025-12-23 00:06:00,2025-12-23 06:45:00,6,42,,
TRIP-001170,2025-04-22 12:00:00,2025-04-22 16:00:00,0,0,,
TRIP-001171,2025-04-22 18:00:00,2025-04-23 05:39:00,0,0,,
TRIP-001172,2025-09-08 12:38:00,2025-09-08 16:48:00,38,72,,
TRIP-001173,2025-08-22 06:05:00,2025-08-22 08:45:00,5,6,,
TRIP-001174,2025-08-22 12:32:00,2025-08-22 21:36:00,32,36,,
TRIP-001175,2025-08-23 00:20:00,2025-08-23 03:33:00,20,22,,
TRIP-001176,2025-09-22 06:00:00,2025-09-22 13:34:00,0,0,,
TRIP-001177,2025-09-22 18:15:00,2025-09-22 20:58:00,15,19,,
TRIP-001178,2025-09-23 00:13:00,2025-09-23 09:07:00,13,7,,
TRIP-001179,2025-04-08 06:29:00,2025-04-08 10:07:00,29,31,,
TRIP-001180,2025-05-08 12:00:00,2025-05-08 18:05:00,0,0,,
TRIP-001181,2025-05-08 18:00:00,2025-05-09 01:49:00,0,0,,
TRIP-001182,2025-05-09 06:18:00,2025-05-09 15:16:00,18,17,,
TRIP-001183,2025-07-22 06:26:00,2025-07-22 13:38:00,26,4,,
TRIP-001184,2025-04-08 12:31:00,2025-04-08 18:39:00,31,36,,
TRIP-001185,2025-04-08 18:03:00,2025-04-09 06:50:00,3,27,,
TRIP-001186,2025-03-08 06:11:00,2025-03-08 13:32:00,11,55,,
TRIP-001187,2025-03-08 18:00:00,2025-03-09 06:02:00,0,0,,
TRIP-001188,2025-07-22 12:00:00,2025-07-22 18:17:00,0,14,,
TRIP-001189,2025-07-22 18:21:00,2025-07-23 06:23:00,21,44,,
TRIP-001190,2025-09-22 18:00:00,2025-09-23 00:13:00,0,10,,
TRIP-001191,2025-09-23 00:00:00,2025-09-23 11:39:00,0,0,,
TRIP-001192,2025-09-23 12:15:00,2025-09-23 21:42:00,15,43,,
TRIP-001193,2025-08-22 12:11:00,2025-08-22 23:31:00,11,17,,
TRIP-001194,2025-07-08 06:04:00,2025-07-08 08:57:00,4,11,,
TRIP-001195,2025-07-08 12:15:00,2025-07-08 15:25:00,15,23,,
TRIP-001196,2025-01-22 12:04:00,2025-01-22 14:50:00,4,4,,
TRIP-001197,2025-01-22 18:31:00,2025-01-22 22:15:00,31,73,,
TRIP-001198,2025-01-23 00:08:00,2025-01-23 06:03:00,8,0,,
TRIP-001199,2025-07-22 12:03:00,2025-07-23 00:02:00,3,0,,
TRIP-001200,2025-07-23 00:01:00,2025-07-23 06:04:00,1,53,,
TRIP-001201,2025-03-22 12:01:00,2025-03-22 19:34:00,1,2,,
TRIP-001202,2025-03-23 00:20:00,2025-03-23 11:20:00,20,6,,
TRIP-001203,2025-12-08 12:19:00,2025-12-08 14:51:00,19,5,,
TRIP-001204,2025-04-22 06:56:00,2025-04-22 16:24:00,56,84,,
TRIP-001205,2025-04-22 18:37:00,2025-04-22 21:59:00,37,48,,
TRIP-001206,2025-05-08 12:13:00,2025-05-08 17:11:00,13,0,,
TRIP-001207,2025-06-08 06:00:00,2025-06-08 08:59:00,0,20,,
TRIP-001208,2025-12-08 12:18:00,2025-12-08 18:40:00,18,30,,
TRIP-001209,2025-12-22 06:00:00,2025-12-22 17:39:00,0,0,,
TRIP-001210,2025-12-22 18:00:00,2025-12-23 03:30:00,0,49,,
TRIP-001211,2025-10-22 12:11:00,2025-10-22 18:33:00,11,23,,
TRIP-001212,2025-02-22 12:00:00,2025-02-22 16:27:00,0,0,,
TRIP-001213,2025-02-22 18:32:00,2025-02-23 01:23:00,32,46,,
TRIP-001214,2025-10-09 06:35:00,2025-10-09 18:52:00,35,50,,
TRIP-001215,2025-11-22 06:16:00,2025-11-22 17:14:00,16,0,,
TRIP-001216,2025-11-22 18:02:00,2025-11-23 04:15:00,2,37,,
TRIP-001217,2025-11-23 06:12:00,2025-11-23 10:12:00,12,12,,
TRIP-001218,2025-09-08 12:00:00,2025-09-08 15:11:00,0,9,,
TRIP-001219,2025-09-08 18:15:00,2025-09-09 00:20:00,15,17,,
TRIP-001220,2025-05-23 00:15:00,2025-05-23 11:16:00,15,2,,
TRIP-001221,2025-04-08 06:13:00,2025-04-08 17:14:00,13,0,,
TRIP-001222,2025-08-08 12:05:00,2025-08-08 16:27:00,5,0,,
TRIP-001223,2025-04-22 12:00:00,2025-04-22 22:43:00,0,0,,
TRIP-001224,2025-09-23 06:20:00,2025-09-23 15:05:00,20,6,,
TRIP-001225,2025-09-22 12:08:00,2025-09-22 19:44:00,8,0,,
TRIP-001226,2025-09-23 00:00:00,2025-09-23 02:54:00,0,8,,
TRIP-001227,2025-06-22 06:05:00,2025-06-22 18:25:00,5,0,,
TRIP-001228,2025-06-22 18:47:00,2025-06-23 05:02:00,47,84,,
TRIP-001229,2025-06-23 06:00:00,2025-06-23 10:16:00,0,16,,
TRIP-001230,2025-02-22 06:00:00,2025-02-22 12:14:00,0,11,,
TRIP-001231,2025-02-22 12:12:00,2025-02-23 01:00:00,12,37,,
TRIP-001232,2025-05-08 06:50:00,2025-05-08 09:35:00,50,49,,
TRIP-001233,2025-05-08 12:51:00,2025-05-08 16:11:00,51,69,,
TRIP-001234,2025-05-08 06:00:00,2025-05-08 18:30:00,0,28,,
TRIP-001235,2025-05-08 18:00:00,2025-05-09 04:43:00,0,0,,
TRIP-001236,2025-05-09 06:14:00,2025-05-09 18:53:00,14,28,,
TRIP-001237,2025-12-22 18:09:00,2025-12-23 01:09:00,9,59,,
TRIP-001238,2025-10-08 18:18:00,2025-10-09 00:34:00,18,24,,
TRIP-001239,2025-10-09 00:00:00,2025-10-09 07:32:00,0,0,,
TRIP-001240,2025-10-09 12:00:00,2025-10-09 23:14:00,0,0,,
TRIP-001241,2025-01-08 12:00:00,2025-01-08 17:18:00,0,7,,
TRIP-001242,2025-06-08 18:05:00,2025-06-09 01:56:00,5,22,,
TRIP-001243,2025-06-09 06:11:00,2025-06-09 08:53:00,11,14,,
TRIP-001244,2025-06-09 12:00:00,2025-06-09 21:07:00,0,7,,
TRIP-001245,2025-08-22 06:25:00,2025-08-22 11:20:00,25,53,,
TRIP-001246,2025-05-22 12:21:00,2025-05-22 15:13:00,21,27,,
TRIP-001247,2025-05-22 18:29:00,2025-05-22 21:55:00,29,53,,
TRIP-001248,2025-09-22 12:09:00,2025-09-23 00:07:00,9,5,,
TRIP-001249,2025-07-22 12:00:00,2025-07-22 19:35:00,0,1,,
TRIP-001250,2025-06-22 06:00:00,2025-06-22 13:50:00,0,6,,
TRIP-001251,2025-11-08 18:20:00,2025-11-08 21:11:00,20,0,,
TRIP-001252,2025-06-08 06:26:00,2025-06-08 17:10:00,26,273,Kerusakan Mesin,High
TRIP-001253,2025-05-09 00:14:00,2025-05-09 09:19:00,14,20,,
TRIP-001254,2025-05-09 12:28:00,2025-05-09 17:54:00,28,43,,
TRIP-001255,2025-01-23 00:00:00,2025-01-23 08:00:00,0,11,,
TRIP-001256,2025-11-08 12:14:00,2025-11-09 05:10:00,14,287,Kemacetan,High
TRIP-001257,2025-07-08 06:44:00,2025-07-08 14:29:00,44,40,,
TRIP-001258,2025-07-08 18:00:00,2025-07-09 02:41:00,0,0,,
TRIP-001259,2025-07-09 06:27:00,2025-07-09 14:49:00,27,35,,
TRIP-001260,2025-02-08 18:15:00,2025-02-09 02:20:00,15,6,,
TRIP-001261,2025-02-09 06:29:00,2025-02-09 11:05:00,29,38,,
TRIP-001262,2025-07-08 12:07:00,2025-07-08 15:36:00,7,0,,
TRIP-001263,2025-01-08 12:07:00,2025-01-09 03:28:00,7,183,Kemacetan,High
TRIP-001264,2025-06-23 00:05:00,2025-06-23 07:57:00,5,25,,
TRIP-001265,2025-05-23 00:27:00,2025-05-23 03:45:00,27,9,,
TRIP-001266,2025-01-09 00:22:00,2025-01-09 09:00:00,22,143,Kemacetan,Medium
TRIP-001267,2025-01-22 12:04:00,2025-01-22 20:14:00,4,0,,
TRIP-001268,2025-01-23 00:18:00,2025-01-23 05:16:00,18,49,,
TRIP-001269,2025-01-23 06:19:00,2025-01-23 13:11:00,19,34,,
TRIP-001270,2025-02-08 12:13:00,2025-02-09 00:49:00,13,26,,
TRIP-001271,2025-02-09 00:37:00,2025-02-09 03:53:00,37,17,,
TRIP-001272,2025-02-09 06:23:00,2025-02-09 16:15:00,23,33,,
TRIP-001273,2025-12-22 06:17:00,2025-12-22 10:41:00,17,14,,
TRIP-001274,2025-06-09 00:09:00,2025-06-09 03:31:00,9,52,,
TRIP-001275,2025-06-09 06:09:00,2025-06-09 17:28:00,9,45,,
TRIP-001276,2025-06-09 18:17:00,2025-06-10 00:10:00,17,0,,
TRIP-001277,2025-05-23 06:46:00,2025-05-23 16:34:00,46,56,,
TRIP-001278,2025-11-08 06:13:00,2025-11-08 09:36:00,13,0,,
TRIP-001279,2025-04-08 12:48:00,2025-04-08 21:24:00,48,25,,
TRIP-001280,2025-04-09 00:30:00,2025-04-09 06:03:00,30,52,,
TRIP-001281,2025-03-22 18:00:00,2025-03-23 01:34:00,0,0,,
TRIP-001282,2025-03-23 06:43:00,2025-03-23 09:40:00,43,61,,
TRIP-001283,2025-10-22 13:07:00,2025-10-22 16:30:00,67,79,,
TRIP-001284,2025-04-22 06:20:00,2025-04-22 12:40:00,20,30,,
TRIP-001285,2025-09-08 06:19:00,2025-09-08 12:39:00,19,29,,
TRIP-001286,2025-09-08 12:25:00,2025-09-08 21:17:00,25,105,,
TRIP-001287,2025-12-08 06:00:00,2025-12-08 13:23:00,0,46,,
TRIP-001288,2025-12-08 18:16:00,2025-12-09 06:02:00,16,0,,
TRIP-001289,2025-07-22 06:00:00,2025-07-22 18:38:00,0,13,,
TRIP-001290,2025-12-08 06:12:00,2025-12-08 13:59:00,12,27,,
TRIP-001291,2025-12-08 18:06:00,2025-12-09 05:40:00,6,26,,
TRIP-001292,2025-05-22 18:18:00,2025-05-23 06:02:00,18,0,,
TRIP-001293,2025-05-23 06:00:00,2025-05-23 11:11:00,0,0,,
TRIP-001294,2025-04-08 12:00:00,2025-04-08 23:39:00,0,0,,
TRIP-001295,2025-04-09 00:07:00,2025-04-09 08:59:00,7,18,,
TRIP-001296,2025-10-23 06:22:00,2025-10-23 15:21:00,22,40,,
TRIP-001297,2025-11-22 12:00:00,2025-11-22 18:25:00,0,20,,
TRIP-001298,2025-12-22 06:00:00,2025-12-22 14:03:00,0,14,,
TRIP-001299,2025-03-22 12:04:00,2025-03-22 18:48:00,4,11,,
TRIP-001300,2025-06-08 12:22:00,2025-06-08 23:46:00,22,7,,
TRIP-001301,2025-12-22 18:34:00,2025-12-23 03:01:00,34,50,,
TRIP-001302,2025-12-23 06:23:00,2025-12-23 12:55:00,23,45,,
TRIP-001303,2025-06-08 18:00:00,2025-06-08 20:54:00,0,15,,
TRIP-001304,2025-06-09 00:31:00,2025-06-09 09:56:00,31,56,,
TRIP-001305,2025-10-22 06:00:00,2025-10-22 14:11:00,0,0,,
TRIP-001306,2025-10-22 18:31:00,2025-10-23 00:59:00,31,49,,
TRIP-001307,2025-10-23 00:00:00,2025-10-23 07:32:00,0,0,,
TRIP-001308,2025-05-08 06:00:00,2025-05-08 08:46:00,0,7,,
TRIP-001309,2025-11-22 12:00:00,2025-11-22 20:41:00,0,0,,
TRIP-001310,2025-11-23 00:22:00,2025-11-23 08:56:00,22,42,,
TRIP-001311,2025-12-08 06:27:00,2025-12-08 12:17:00,27,7,,
TRIP-001312,2025-12-22 18:10:00,2025-12-22 21:08:00,10,22,,
TRIP-001313,2025-12-23 00:24:00,2025-12-23 03:06:00,24,4,,
TRIP-001314,2025-08-08 06:09:00,2025-08-08 18:54:00,9,52,,
TRIP-001315,2025-08-08 18:37:00,2025-08-09 05:12:00,37,29,,
TRIP-001316,2025-08-09 06:19:00,2025-08-09 18:25:00,19,0,,
TRIP-001317,2025-01-22 06:02:00,2025-01-22 15:05:00,2,51,,
TRIP-001318,2025-03-22 06:34:00,2025-03-22 16:59:00,34,16,,
TRIP-001319,2025-03-22 18:07:00,2025-03-23 06:54:00,7,29,,
TRIP-001320,2025-03-23 06:33:00,2025-03-23 15:41:00,33,3,,
TRIP-001321,2025-02-08 18:00:00,2025-02-08 22:00:00,0,0,,
TRIP-001322,2025-02-09 00:16:00,2025-02-09 12:37:00,16,14,,
TRIP-001323,2025-12-23 18:21:00,2025-12-23 21:46:00,21,60,,
TRIP-001324,2025-06-22 12:19:00,2025-06-22 16:18:00,19,42,,
