booking_id,itinerary_id,passenger_id,booking_ts,booking_channel,fare_class,payment_method,is_refundable,total_legs
BKG-003064,ITI-003064,P00907,2025-12-16 17:56:00,Counter,Regular,Card,True,1
BKG-003065,ITI-003065,P01743,2025-06-07 12:43:00,Mobile App,Regular,E-Wallet,True,2
BKG-003066,ITI-003066,P02018,2025-04-05 09:18:00,Website,Promo,E-Wallet,False,2
BKG-003067,ITI-003067,P01320,2025-01-24 11:24:00,Website,Regular,Cash,True,2
BKG-003068,ITI-003068,P01708,2025-09-08 15:05:00,Website,Regular,E-Wallet,True,1
BKG-003069,ITI-003069,P00268,2025-01-18 13:50:00,Website,Regular,Card,True,1
BKG-003070,ITI-003070,P03591,2025-03-26 10:20:00,Website,Regular,Bank Transfer,True,3
BKG-003071,ITI-003071,P02386,2025-05-08 18:00:00,Agent,Promo,Cash,False,2
BKG-003072,ITI-003072,P03292,2025-08-27 17:22:00,Mobile App,Promo,Card,False,2
BKG-003073,ITI-003073,P03242,2025-05-25 10:47:00,Website,Flexi,Card,True,2
BKG-003074,ITI-003074,P00906,2025-06-20 17:23:00,Mobile App,Flexi,E-Wallet,True,2
BKG-003075,ITI-003075,P00664,2025-01-29 08:45:00,Website,Regular,Card,True,3
BKG-003076,ITI-003076,P00232,2025-05-15 18:15:00,Mobile App,Flexi,E-Wallet,True,3
BKG-003077,ITI-003077,P02264,2024-12-16 18:10:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-003078,ITI-003078,P02395,2025-07-07 09:25:00,Website,Promo,Bank Transfer,False,1
BKG-003079,ITI-003079,P03936,2025-11-29 16:17:00,Mobile App,Regular,Cash,True,2
BKG-003080,ITI-003080,P00503,2025-05-16 14:34:00,Counter,Regular,E-Wallet,True,2
BKG-003081,ITI-003081,P02046,2025-02-15 11:31:00,Mobile App,Flexi,Cash,True,2
BKG-003082,ITI-003082,P00995,2025-09-24 10:06:00,Agent,Regular,Bank Transfer,True,1
BKG-003083,ITI-003083,P02546,2025-11-27 17:09:00,Website,Regular,Bank Transfer,True,2
BKG-003084,ITI-003084,P00998,2025-07-17 15:28:00,Counter,Promo,E-Wallet,False,2
BKG-003085,ITI-003085,P00898,2025-05-30 20:20:00,Website,Regular,Cash,True,1
BKG-003086,ITI-003086,P00052,2025-06-18 17:26:00,Website,Regular,E-Wallet,True,2
BKG-003087,ITI-003087,P02349,2025-12-05 07:04:00,Website,Regular,Card,True,2
BKG-003088,ITI-003088,P00256,2025-08-29 18:24:00,Website,Regular,Card,True,3
BKG-003089,ITI-003089,P01033,2025-10-14 17:09:00,Counter,Promo,Card,False,3
BKG-003090,ITI-003090,P02517,2025-03-20 12:00:00,Counter,Promo,E-Wallet,False,3
BKG-003091,ITI-003091,P00253,2025-12-02 07:57:00,Mobile App,Regular,Card,True,2
BKG-003092,ITI-003092,P01179,2025-08-30 08:00:00,Mobile App,Promo,Bank Transfer,False,2
BKG-003093,ITI-003093,P03509,2025-06-22 19:58:00,Mobile App,Regular,Cash,True,3
BKG-003094,ITI-003094,P00336,2025-08-03 19:00:00,Mobile App,Regular,E-Wallet,True,1
BKG-003095,ITI-003095,P02990,2025-03-19 17:55:00,Mobile App,Promo,Bank Transfer,False,2
BKG-003096,ITI-003096,P00268,2025-01-27 14:47:00,Mobile App,Regular,Cash,True,1
BKG-003097,ITI-003097,P00883,2025-03-30 16:37:00,Counter,Regular,Cash,True,2
BKG-003098,ITI-003098,P03533,2025-05-28 13:54:00,Agent,Regular,Cash,True,1
BKG-003099,ITI-003099,P02972,2025-06-04 18:06:00,Counter,Regular,Bank Transfer,True,3
BKG-003100,ITI-003100,P01102,2025-06-23 11:33:00,Counter,Flexi,Bank Transfer,True,2
BKG-003101,ITI-003101,P00834,2025-05-19 10:54:00,Mobile App,Flexi,Card,True,3
BKG-003102,ITI-003102,P00348,2025-05-10 12:36:00,Mobile App,Regular,E-Wallet,True,2
BKG-003103,ITI-003103,P00685,2025-06-26 12:04:00,Website,Promo,Bank Transfer,False,2
BKG-003104,ITI-003104,P02906,2025-06-01 18:35:00,Counter,Promo,E-Wallet,False,1
BKG-003105,ITI-003105,P02049,2025-11-08 18:27:00,Counter,Promo,E-Wallet,False,3
BKG-003106,ITI-003106,P03183,2025-05-15 20:42:00,Mobile App,Flexi,Card,True,3
BKG-003107,ITI-003107,P03800,2025-05-25 09:07:00,Mobile App,Flexi,Card,True,2
BKG-003108,ITI-003108,P00508,2025-05-20 18:03:00,Website,Flexi,Card,True,2
BKG-003109,ITI-003109,P00374,2025-10-05 19:20:00,Agent,Regular,Card,True,3
BKG-003110,ITI-003110,P03833,2025-09-07 20:01:00,Website,Regular,E-Wallet,True,2
BKG-003111,ITI-003111,P00366,2025-11-26 13:28:00,Website,Regular,Cash,True,1
BKG-003112,ITI-003112,P01374,2025-05-02 20:04:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003113,ITI-003113,P02659,2025-05-26 19:14:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003114,ITI-003114,P03338,2025-06-26 08:51:00,Website,Regular,Bank Transfer,True,2
BKG-003115,ITI-003115,P02615,2024-12-17 08:50:00,Mobile App,Promo,E-Wallet,False,1
BKG-003116,ITI-003116,P01460,2025-08-28 10:09:00,Mobile App,Regular,Card,True,3
BKG-003117,ITI-003117,P03640,2025-11-10 18:25:00,Mobile App,Regular,E-Wallet,True,1
BKG-003118,ITI-003118,P00176,2025-03-26 08:43:00,Counter,Regular,E-Wallet,True,2
BKG-003119,ITI-003119,P03949,2024-12-09 08:47:00,Website,Flexi,Cash,True,2
BKG-003120,ITI-003120,P00731,2025-06-20 17:16:00,Mobile App,Regular,Bank Transfer,True,1
BKG-003121,ITI-003121,P00236,2025-07-19 13:30:00,Mobile App,Regular,Bank Transfer,True,3
BKG-003122,ITI-003122,P01397,2025-07-31 08:16:00,Mobile App,Flexi,E-Wallet,True,1
BKG-003123,ITI-003123,P01012,2025-01-02 19:36:00,Website,Regular,E-Wallet,True,2
BKG-003124,ITI-003124,P00806,2024-12-23 09:06:00,Agent,Flexi,E-Wallet,True,1
BKG-003125,ITI-003125,P03354,2025-04-21 07:53:00,Website,Flexi,Card,True,1
BKG-003126,ITI-003126,P03943,2025-06-16 08:55:00,Counter,Regular,Card,True,1
BKG-003127,ITI-003127,P00921,2025-01-10 14:42:00,Website,Regular,Cash,True,2
BKG-003128,ITI-003128,P03014,2025-04-01 11:23:00,Mobile App,Promo,E-Wallet,False,2
BKG-003129,ITI-003129,P03489,2025-07-06 10:09:00,Agent,Flexi,Card,True,2
BKG-003130,ITI-003130,P02169,2025-06-03 10:34:00,Mobile App,Regular,E-Wallet,True,2
BKG-003131,ITI-003131,P01919,2025-07-03 19:26:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003132,ITI-003132,P01635,2025-11-24 07:30:00,Website,Regular,Card,True,2
BKG-003133,ITI-003133,P01468,2025-09-28 13:30:00,Website,Regular,Cash,True,2
BKG-003134,ITI-003134,P02376,2024-12-21 20:44:00,Counter,Regular,E-Wallet,True,1
BKG-003135,ITI-003135,P01801,2025-03-28 10:42:00,Website,Flexi,Bank Transfer,True,2
BKG-003136,ITI-003136,P00744,2025-09-01 16:47:00,Agent,Regular,Cash,True,2
BKG-003137,ITI-003137,P01013,2025-06-17 18:04:00,Mobile App,Flexi,E-Wallet,True,2
BKG-003138,ITI-003138,P00718,2025-11-10 17:54:00,Agent,Regular,E-Wallet,True,1
BKG-003139,ITI-003139,P01704,2025-07-14 15:17:00,Website,Regular,E-Wallet,True,2
BKG-003140,ITI-003140,P03620,2024-12-21 10:11:00,Mobile App,Regular,E-Wallet,True,1
BKG-003141,ITI-003141,P00093,2025-03-19 12:55:00,Mobile App,Regular,E-Wallet,True,2
BKG-003142,ITI-003142,P03918,2025-11-28 18:10:00,Mobile App,Regular,E-Wallet,True,1
BKG-003143,ITI-003143,P02737,2025-10-25 08:27:00,Website,Regular,E-Wallet,True,3
BKG-003144,ITI-003144,P00528,2025-07-07 12:49:00,Agent,Regular,E-Wallet,True,2
BKG-003145,ITI-003145,P01319,2025-06-10 07:05:00,Website,Flexi,E-Wallet,True,1
BKG-003146,ITI-003146,P03064,2025-07-27 12:04:00,Agent,Promo,Card,False,2
BKG-003147,ITI-003147,P00730,2024-12-21 19:03:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-003148,ITI-003148,P03273,2024-12-27 09:39:00,Mobile App,Promo,E-Wallet,False,2
BKG-003149,ITI-003149,P01711,2025-01-31 14:03:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-003150,ITI-003150,P03030,2025-05-13 18:20:00,Agent,Promo,Bank Transfer,False,2
BKG-003151,ITI-003151,P01895,2025-11-18 07:40:00,Website,Flexi,E-Wallet,True,2
BKG-003152,ITI-003152,P00196,2025-05-26 20:06:00,Agent,Regular,Bank Transfer,True,2
BKG-003153,ITI-003153,P00072,2025-11-23 19:52:00,Counter,Flexi,E-Wallet,True,2
BKG-003154,ITI-003154,P02467,2025-04-22 16:37:00,Agent,Flexi,Bank Transfer,True,2
BKG-003155,ITI-003155,P01897,2025-06-21 19:44:00,Mobile App,Promo,Bank Transfer,False,1
BKG-003156,ITI-003156,P02508,2025-02-27 07:49:00,Website,Flexi,Bank Transfer,True,1
BKG-003157,ITI-003157,P03502,2025-06-18 16:27:00,Mobile App,Promo,Bank Transfer,False,2
BKG-003158,ITI-003158,P00840,2025-11-26 14:20:00,Mobile App,Regular,E-Wallet,True,2
BKG-003159,ITI-003159,P00972,2025-08-21 08:01:00,Website,Flexi,Bank Transfer,True,3
BKG-003160,ITI-003160,P03898,2025-01-18 17:22:00,Counter,Regular,E-Wallet,True,1
BKG-003161,ITI-003161,P00724,2025-07-20 13:46:00,Mobile App,Flexi,Card,True,3
BKG-003162,ITI-003162,P02092,2025-06-20 08:17:00,Counter,Flexi,Cash,True,3
BKG-003163,ITI-003163,P02957,2025-07-01 08:03:00,Agent,Promo,E-Wallet,False,1
BKG-003164,ITI-003164,P01832,2025-09-06 10:39:00,Website,Regular,E-Wallet,True,2
BKG-003165,ITI-003165,P01756,2025-04-25 11:16:00,Agent,Regular,Cash,True,2
BKG-003166,ITI-003166,P00411,2025-08-31 10:55:00,Mobile App,Regular,E-Wallet,True,3
BKG-003167,ITI-003167,P03762,2025-05-26 18:39:00,Website,Flexi,E-Wallet,True,1
BKG-003168,ITI-003168,P01606,2025-11-27 09:09:00,Mobile App,Regular,E-Wallet,True,3
BKG-003169,ITI-003169,P03678,2025-06-06 19:19:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003170,ITI-003170,P00822,2025-06-18 09:26:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003171,ITI-003171,P01740,2025-06-21 14:44:00,Mobile App,Regular,E-Wallet,True,1
BKG-003172,ITI-003172,P02199,2025-04-02 11:52:00,Website,Flexi,Card,True,1
BKG-003173,ITI-003173,P00252,2025-11-09 09:23:00,Agent,Regular,Cash,True,2
BKG-003174,ITI-003174,P02360,2025-02-10 11:17:00,Mobile App,Flexi,E-Wallet,True,1
BKG-003175,ITI-003175,P02679,2025-06-22 20:38:00,Agent,Regular,Bank Transfer,True,3
BKG-003176,ITI-003176,P02636,2025-07-18 16:40:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003177,ITI-003177,P03787,2025-08-16 09:17:00,Counter,Regular,E-Wallet,True,1
BKG-003178,ITI-003178,P01010,2025-10-18 12:21:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003179,ITI-003179,P00521,2025-09-01 14:18:00,Mobile App,Flexi,E-Wallet,True,2
BKG-003180,ITI-003180,P03959,2025-09-05 12:41:00,Agent,Regular,Card,True,1
BKG-003181,ITI-003181,P01921,2025-02-14 10:19:00,Website,Regular,Card,True,3
BKG-003182,ITI-003182,P03061,2025-11-24 09:07:00,Agent,Regular,Card,True,1
BKG-003183,ITI-003183,P02299,2025-06-25 07:12:00,Website,Flexi,E-Wallet,True,3
BKG-003184,ITI-003184,P03247,2025-05-30 12:44:00,Website,Regular,E-Wallet,True,2
BKG-003185,ITI-003185,P02463,2025-06-22 07:31:00,Agent,Regular,Card,True,3
BKG-003186,ITI-003186,P01606,2025-05-25 17:19:00,Agent,Promo,E-Wallet,False,3
BKG-003187,ITI-003187,P03168,2025-11-12 12:49:00,Website,Regular,Bank Transfer,True,3
BKG-003188,ITI-003188,P02760,2025-11-15 12:34:00,Website,Flexi,Bank Transfer,True,3
BKG-003189,ITI-003189,P03731,2025-07-01 19:46:00,Mobile App,Flexi,Card,True,2
BKG-003190,ITI-003190,P02738,2025-11-24 13:34:00,Agent,Regular,Bank Transfer,True,2
BKG-003191,ITI-003191,P02850,2025-05-30 20:53:00,Mobile App,Flexi,Cash,True,2
BKG-003192,ITI-003192,P00642,2025-04-12 16:30:00,Website,Regular,E-Wallet,True,2
BKG-003193,ITI-003193,P03455,2025-09-22 10:33:00,Agent,Regular,E-Wallet,True,1
BKG-003194,ITI-003194,P01049,2025-09-14 16:09:00,Mobile App,Regular,E-Wallet,True,3
BKG-003195,ITI-003195,P02050,2025-12-11 09:59:00,Agent,Flexi,Bank Transfer,True,1
BKG-003196,ITI-003196,P02501,2025-03-15 07:24:00,Mobile App,Promo,E-Wallet,False,2
BKG-003197,ITI-003197,P03741,2025-07-04 15:03:00,Website,Regular,Bank Transfer,True,2
BKG-003198,ITI-003198,P00502,2025-11-01 21:33:00,Counter,Regular,E-Wallet,True,3
BKG-003199,ITI-003199,P00262,2025-06-23 14:14:00,Website,Flexi,Card,True,1
BKG-003200,ITI-003200,P03226,2025-04-13 15:04:00,Mobile App,Regular,E-Wallet,True,2
BKG-003201,ITI-003201,P03158,2025-07-07 13:28:00,Mobile App,Flexi,Card,True,2
BKG-003202,ITI-003202,P02104,2025-11-18 21:26:00,Mobile App,Flexi,E-Wallet,True,3
BKG-003203,ITI-003203,P01757,2025-06-25 21:35:00,Mobile App,Regular,Bank Transfer,True,3
BKG-003204,ITI-003204,P02328,2025-06-14 09:13:00,Mobile App,Promo,E-Wallet,False,3
BKG-003205,ITI-003205,P03439,2025-11-05 19:33:00,Agent,Regular,Bank Transfer,True,3
BKG-003206,ITI-003206,P00385,2025-07-07 14:15:00,Mobile App,Promo,Card,False,2
BKG-003207,ITI-003207,P00858,2025-07-27 18:52:00,Mobile App,Promo,Bank Transfer,False,1
BKG-003208,ITI-003208,P00780,2025-01-27 20:16:00,Mobile App,Regular,Card,True,2
BKG-003209,ITI-003209,P00012,2025-09-11 07:27:00,Website,Regular,E-Wallet,True,3
BKG-003210,ITI-003210,P02219,2025-10-26 15:01:00,Website,Promo,E-Wallet,False,2
BKG-003211,ITI-003211,P01427,2024-12-31 16:15:00,Mobile App,Flexi,Cash,True,2
BKG-003212,ITI-003212,P00199,2025-05-28 12:24:00,Mobile App,Promo,Bank Transfer,False,2
BKG-003213,ITI-003213,P03729,2025-02-05 10:14:00,Website,Flexi,E-Wallet,True,2
BKG-003214,ITI-003214,P00346,2025-03-20 11:41:00,Counter,Promo,Bank Transfer,False,2
BKG-003215,ITI-003215,P03757,2025-01-17 19:27:00,Mobile App,Promo,E-Wallet,False,3
BKG-003216,ITI-003216,P03199,2025-02-06 16:03:00,Agent,Flexi,Card,True,3
BKG-003217,ITI-003217,P02566,2025-10-21 18:13:00,Website,Regular,Card,True,2
BKG-003218,ITI-003218,P01493,2025-09-02 17:08:00,Website,Regular,Bank Transfer,True,3
BKG-003219,ITI-003219,P02896,2025-10-06 08:48:00,Counter,Flexi,Card,True,1
BKG-003220,ITI-003220,P01420,2025-06-30 15:23:00,Website,Regular,Cash,True,1
BKG-003221,ITI-003221,P03042,2025-08-17 21:38:00,Website,Regular,Bank Transfer,True,3
BKG-003222,ITI-003222,P02157,2025-06-28 12:37:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003223,ITI-003223,P02903,2025-10-11 21:43:00,Mobile App,Regular,Card,True,2
BKG-003224,ITI-003224,P03286,2025-03-15 15:20:00,Website,Regular,Card,True,1
BKG-003225,ITI-003225,P01042,2025-08-20 16:18:00,Mobile App,Regular,Card,True,2
BKG-003226,ITI-003226,P02612,2025-05-18 16:06:00,Website,Regular,E-Wallet,True,3
BKG-003227,ITI-003227,P01674,2025-12-01 21:30:00,Mobile App,Promo,E-Wallet,False,3
BKG-003228,ITI-003228,P02325,2025-10-10 19:41:00,Mobile App,Regular,Cash,True,3
BKG-003229,ITI-003229,P01727,2025-09-23 09:27:00,Website,Flexi,Card,True,2
BKG-003230,ITI-003230,P00793,2025-06-08 19:29:00,Website,Flexi,Card,True,2
BKG-003231,ITI-003231,P02171,2025-05-29 16:45:00,Website,Regular,Cash,True,2
BKG-003232,ITI-003232,P02364,2025-05-19 18:41:00,Counter,Regular,E-Wallet,True,3
BKG-003233,ITI-003233,P00690,2025-09-22 09:33:00,Website,Regular,Bank Transfer,True,2
BKG-003234,ITI-003234,P01908,2025-12-10 21:44:00,Agent,Promo,E-Wallet,False,3
BKG-003235,ITI-003235,P03696,2025-03-16 11:02:00,Mobile App,Flexi,E-Wallet,True,1
BKG-003236,ITI-003236,P02160,2025-06-21 09:55:00,Website,Promo,Bank Transfer,False,1
BKG-003237,ITI-003237,P02942,2025-06-14 13:05:00,Mobile App,Regular,Card,True,2
BKG-003238,ITI-003238,P01371,2025-07-20 21:58:00,Website,Regular,Cash,True,1
BKG-003239,ITI-003239,P03284,2025-12-01 10:16:00,Agent,Regular,Bank Transfer,True,2
BKG-003240,ITI-003240,P00521,2025-05-23 12:38:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003241,ITI-003241,P01514,2025-06-12 13:55:00,Counter,Regular,Bank Transfer,True,2
BKG-003242,ITI-003242,P02172,2025-01-24 11:31:00,Website,Regular,E-Wallet,True,2
BKG-003243,ITI-003243,P01409,2025-04-13 18:23:00,Counter,Flexi,Bank Transfer,True,1
BKG-003244,ITI-003244,P03707,2025-03-30 07:39:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003245,ITI-003245,P03531,2025-05-28 08:37:00,Website,Regular,E-Wallet,True,3
BKG-003246,ITI-003246,P02922,2025-12-21 13:17:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003247,ITI-003247,P00793,2025-11-18 12:36:00,Mobile App,Regular,Bank Transfer,True,3
BKG-003248,ITI-003248,P00616,2025-07-03 16:33:00,Mobile App,Regular,Cash,True,3
BKG-003249,ITI-003249,P00388,2025-04-07 17:09:00,Website,Regular,Bank Transfer,True,1
BKG-003250,ITI-003250,P00599,2025-06-23 07:15:00,Mobile App,Flexi,Card,True,2
BKG-003251,ITI-003251,P00565,2025-12-01 19:51:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003252,ITI-003252,P02339,2024-12-25 14:11:00,Mobile App,Promo,Bank Transfer,False,1
BKG-003253,ITI-003253,P03457,2025-02-26 20:02:00,Website,Regular,Card,True,3
BKG-003254,ITI-003254,P02687,2025-09-25 08:17:00,Website,Promo,Card,False,2
BKG-003255,ITI-003255,P02811,2025-01-13 21:29:00,Mobile App,Regular,E-Wallet,True,1
BKG-003256,ITI-003256,P03090,2025-01-05 10:25:00,Website,Regular,Bank Transfer,True,1
BKG-003257,ITI-003257,P03340,2025-09-04 11:13:00,Mobile App,Regular,E-Wallet,True,2
BKG-003258,ITI-003258,P03932,2025-10-22 18:43:00,Agent,Promo,E-Wallet,False,2
BKG-003259,ITI-003259,P03735,2025-02-10 09:14:00,Website,Regular,Bank Transfer,True,3
BKG-003260,ITI-003260,P01878,2025-08-06 10:23:00,Counter,Regular,E-Wallet,True,2
BKG-003261,ITI-003261,P01671,2025-07-15 11:46:00,Mobile App,Promo,Bank Transfer,False,3
BKG-003262,ITI-003262,P03022,2025-10-29 10:07:00,Website,Flexi,E-Wallet,True,2
BKG-003263,ITI-003263,P00577,2025-06-28 20:34:00,Counter,Regular,E-Wallet,True,2
BKG-003264,ITI-003264,P01437,2025-10-20 08:10:00,Website,Regular,E-Wallet,True,3
BKG-003265,ITI-003265,P01814,2025-05-18 19:05:00,Agent,Flexi,Bank Transfer,True,3
BKG-003266,ITI-003266,P03136,2025-06-18 07:55:00,Website,Flexi,Bank Transfer,True,1
BKG-003267,ITI-003267,P01794,2025-03-19 17:49:00,Website,Regular,E-Wallet,True,2
BKG-003268,ITI-003268,P00998,2025-09-06 11:45:00,Website,Regular,E-Wallet,True,1
BKG-003269,ITI-003269,P00349,2025-07-29 20:38:00,Mobile App,Flexi,Card,True,1
BKG-003270,ITI-003270,P03343,2025-05-23 11:42:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-003271,ITI-003271,P03991,2025-06-07 11:00:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003272,ITI-003272,P02808,2025-03-10 10:20:00,Counter,Regular,E-Wallet,True,3
BKG-003273,ITI-003273,P01762,2025-11-22 16:14:00,Mobile App,Flexi,Cash,True,1
BKG-003274,ITI-003274,P02432,2025-01-30 08:57:00,Agent,Regular,Bank Transfer,True,3
BKG-003275,ITI-003275,P01602,2025-03-18 07:19:00,Website,Regular,Card,True,2
BKG-003276,ITI-003276,P00987,2025-09-20 12:12:00,Website,Regular,Bank Transfer,True,2
BKG-003277,ITI-003277,P03584,2025-05-26 18:56:00,Mobile App,Regular,Cash,True,2
BKG-003278,ITI-003278,P01735,2025-05-28 19:38:00,Agent,Regular,Bank Transfer,True,3
BKG-003279,ITI-003279,P00042,2025-06-09 19:13:00,Website,Regular,Card,True,3
BKG-003280,ITI-003280,P00502,2025-01-17 12:47:00,Mobile App,Regular,Bank Transfer,True,1
BKG-003281,ITI-003281,P01880,2025-11-17 18:31:00,Agent,Flexi,Card,True,2
BKG-003282,ITI-003282,P00605,2025-08-28 18:14:00,Agent,Regular,Card,True,2
BKG-003283,ITI-003283,P02140,2025-06-10 14:42:00,Mobile App,Promo,Bank Transfer,False,3
BKG-003284,ITI-003284,P03386,2025-06-09 17:15:00,Website,Regular,Cash,True,2
BKG-003285,ITI-003285,P03695,2025-11-22 11:00:00,Website,Promo,Bank Transfer,False,2
BKG-003286,ITI-003286,P03133,2025-11-20 17:23:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-003287,ITI-003287,P02073,2025-03-20 21:43:00,Website,Regular,E-Wallet,True,3
BKG-003288,ITI-003288,P01933,2025-06-01 18:58:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-003289,ITI-003289,P00748,2025-03-11 07:27:00,Website,Regular,E-Wallet,True,2
BKG-003290,ITI-003290,P01950,2025-10-03 13:55:00,Agent,Regular,Cash,True,2
BKG-003291,ITI-003291,P03505,2025-10-29 19:57:00,Website,Regular,E-Wallet,True,1
BKG-003292,ITI-003292,P02846,2025-12-20 19:46:00,Agent,Regular,Bank Transfer,True,2
BKG-003293,ITI-003293,P03950,2025-09-13 09:26:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003294,ITI-003294,P02086,2025-11-14 20:44:00,Agent,Regular,E-Wallet,True,1
BKG-003295,ITI-003295,P01775,2025-12-16 11:06:00,Website,Regular,Card,True,1
BKG-003296,ITI-003296,P00096,2025-07-24 14:26:00,Counter,Regular,Bank Transfer,True,1
BKG-003297,ITI-003297,P02802,2025-07-21 21:13:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003298,ITI-003298,P02122,2025-11-30 14:54:00,Counter,Flexi,Cash,True,1
BKG-003299,ITI-003299,P03770,2025-06-18 20:39:00,Website,Regular,Bank Transfer,True,2
BKG-003300,ITI-003300,P00722,2025-11-29 16:16:00,Agent,Regular,Cash,True,2
BKG-003301,ITI-003301,P01731,2025-08-05 14:24:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003302,ITI-003302,P02775,2025-09-07 12:18:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003303,ITI-003303,P00994,2025-11-23 15:35:00,Website,Regular,E-Wallet,True,3
BKG-003304,ITI-003304,P01135,2025-12-10 20:07:00,Website,Regular,Bank Transfer,True,1
BKG-003305,ITI-003305,P03202,2025-10-26 11:40:00,Mobile App,Flexi,Cash,True,1
BKG-003306,ITI-003306,P00878,2025-10-02 19:03:00,Website,Promo,E-Wallet,False,2
BKG-003307,ITI-003307,P00666,2025-11-09 09:19:00,Mobile App,Regular,E-Wallet,True,2
BKG-003308,ITI-003308,P01451,2025-12-12 19:04:00,Website,Regular,Bank Transfer,True,2
BKG-003309,ITI-003309,P03254,2025-09-12 16:31:00,Mobile App,Promo,Card,False,1
BKG-003310,ITI-003310,P03567,2025-06-13 07:29:00,Mobile App,Promo,Card,False,1
BKG-003311,ITI-003311,P01728,2025-06-19 20:21:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-003312,ITI-003312,P02210,2025-07-04 11:15:00,Mobile App,Promo,Bank Transfer,False,2
BKG-003313,ITI-003313,P01154,2025-09-14 19:57:00,Agent,Regular,Card,True,2
BKG-003314,ITI-003314,P01033,2025-12-08 13:59:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-003315,ITI-003315,P01741,2025-06-18 07:06:00,Mobile App,Regular,Bank Transfer,True,3
BKG-003316,ITI-003316,P01605,2025-11-04 12:08:00,Agent,Promo,E-Wallet,False,3
BKG-003317,ITI-003317,P02152,2025-05-27 19:45:00,Counter,Regular,Bank Transfer,True,2
BKG-003318,ITI-003318,P02918,2025-11-12 17:07:00,Website,Regular,E-Wallet,True,2
BKG-003319,ITI-003319,P00784,2025-08-20 16:55:00,Mobile App,Regular,Bank Transfer,True,2
BKG-003320,ITI-003320,P02402,2025-06-13 09:42:00,Mobile App,Promo,Cash,False,2
BKG-003321,ITI-003321,P00657,2025-06-01 16:28:00,Mobile App,Flexi,Card,True,3
BKG-003322,ITI-003322,P00472,2025-11-11 17:48:00,Website,Regular,E-Wallet,True,2
BKG-003323,ITI-003323,P01235,2024-12-16 15:18:00,Mobile App,Regular,E-Wallet,True,2
BKG-003324,ITI-003324,P01635,2025-06-18 07:25:00,Mobile App,Regular,Card,True,2
BKG-003325,ITI-003325,P03096,2025-12-08 18:37:00,Website,Regular,Bank Transfer,True,1
BKG-003326,ITI-003326,P02208,2025-03-09 14:04:00,Agent,Flexi,E-Wallet,True,1
BKG-003327,ITI-003327,P03922,2025-06-07 10:22:00,Website,Promo,E-Wallet,False,2
BKG-003328,ITI-003328,P02250,2025-12-02 18:27:00,Agent,Regular,Cash,True,2
BKG-003329,ITI-003329,P00284,2025-06-02 11:13:00,Mobile App,Promo,Cash,False,3
BKG-003330,ITI-003330,P01981,2025-02-01 15:37:00,Agent,Regular,Cash,True,3
BKG-003331,ITI-003331,P03264,2025-05-31 07:36:00,Agent,Flexi,Card,True,3
BKG-003332,ITI-003332,P02286,2025-06-17 15:03:00,Agent,Flexi,E-Wallet,True,2
BKG-003333,ITI-003333,P00766,2025-08-01 11:02:00,Agent,Promo,Bank Transfer,False,2
BKG-003334,ITI-003334,P01321,2025-05-02 09:50:00,Agent,Regular,Card,True,2
BKG-003335,ITI-003335,P02397,2025-06-11 16:59:00,Counter,Regular,E-Wallet,True,1
BKG-003336,ITI-003336,P00953,2025-07-28 11:52:00,Agent,Regular,E-Wallet,True,2
BKG-003337,ITI-003337,P03542,2025-05-10 08:12:00,Mobile App,Regular,Cash,True,2
BKG-003338,ITI-003338,P02254,2025-11-06 17:00:00,Mobile App,Regular,Card,True,2
BKG-003339,ITI-003339,P03418,2025-05-26 14:39:00,Mobile App,Promo,Cash,False,2
BKG-003340,ITI-003340,P01006,2025-05-19 18:30:00,Mobile App,Regular,Cash,True,2
BKG-003341,ITI-003341,P00862,2025-05-05 07:12:00,Website,Regular,E-Wallet,True,2
BKG-003342,ITI-003342,P03162,2025-05-10 18:59:00,Website,Promo,Card,False,1
BKG-003343,ITI-003343,P01268,2025-04-16 11:11:00,Website,Promo,Bank Transfer,False,1
