loyalty_transaction_id,passenger_id,transaction_ts,transaction_type,points_transacted,points_balance_after,reference_id
LTX-0003339,P00579,2025-11-11 09:00:00,EARN,55,148,BKG-004874
LTX-0003340,P01217,2025-05-26 09:00:00,EARN,75,75,BKG-000833
LTX-0003341,P01217,2025-06-03 09:00:00,EARN,94,169,BKG-009724
LTX-0003342,P01217,2025-07-20 09:00:00,EARN,46,215,BKG-010380
LTX-0003343,P01217,2025-10-25 09:00:00,EARN,47,262,BKG-005996
LTX-0003344,P03605,2025-03-29 09:00:00,EARN,33,33,BKG-000834
LTX-0003345,P03605,2025-06-22 09:00:00,EARN,53,86,BKG-004864
LTX-0003346,P03605,2025-06-23 09:00:00,EARN,71,157,BKG-002138
LTX-0003347,P03605,2025-07-11 09:00:00,EARN,45,202,BKG-003029
LTX-0003348,P00744,2025-05-07 09:00:00,EARN,32,32,BKG-001791
LTX-0003349,P00744,2025-05-27 09:00:00,EARN,43,75,BKG-004667
LTX-0003350,P00744,2025-06-16 09:00:00,EARN,77,152,BKG-000835
LTX-0003351,P00744,2025-07-04 09:00:00,EARN,33,185,BKG-008386
LTX-0003352,P00744,2025-09-01 09:00:00,EARN,28,213,BKG-003136
LTX-0003353,P02632,2025-04-20 09:00:00,EARN,56,56,BKG-006574
LTX-0003354,P02632,2025-05-25 09:00:00,EARN,48,104,BKG-004085
LTX-0003355,P02632,2025-09-04 09:00:00,EARN,25,129,BKG-000837
LTX-0003356,P02632,2025-09-20 09:00:00,EARN,24,153,BKG-000849
LTX-0003357,P00068,2025-06-18 09:00:00,EARN,85,85,BKG-000838
LTX-0003358,P00068,2025-10-31 09:00:00,EARN,16,101,BKG-008716
LTX-0003359,P03400,2025-02-11 09:00:00,EARN,45,45,BKG-000839
LTX-0003360,P03400,2025-04-03 09:00:00,EARN,55,100,BKG-006886
LTX-0003361,P03400,2025-06-17 09:00:00,EARN,22,122,BKG-008659
LTX-0003362,P03400,2025-08-13 09:00:00,EARN,62,184,BKG-001373
LTX-0003363,P03400,2025-09-08 09:00:00,EARN,23,207,BKG-008785
LTX-0003364,P03506,2025-03-19 09:00:00,EARN,44,44,BKG-006960
LTX-0003365,P03506,2025-04-11 09:00:00,EARN,81,125,BKG-000841
LTX-0003366,P03553,2025-02-12 09:00:00,EARN,57,57,BKG-011977
LTX-0003367,P03553,2025-08-01 09:00:00,EARN,36,93,BKG-012139
LTX-0003368,P03553,2025-10-17 09:00:00,EARN,47,140,BKG-011584
LTX-0003369,P03553,2025-11-03 09:00:00,EARN,8,148,BKG-011359
LTX-0003370,P03553,2025-12-20 09:00:00,EARN,25,173,BKG-000842
LTX-0003371,P01503,2025-09-15 09:00:00,EARN,63,63,BKG-000843
LTX-0003372,P01503,2025-09-15 18:00:00,REDEEM,-10,53,BKG-000843
LTX-0003373,P00240,2025-01-02 09:00:00,EARN,35,35,BKG-000844
LTX-0003374,P00240,2025-07-21 09:00:00,EARN,13,48,BKG-002790
LTX-0003375,P00240,2025-11-26 09:00:00,EARN,100,148,BKG-002604
LTX-0003376,P00240,2025-11-29 09:00:00,EARN,26,174,BKG-009411
LTX-0003377,P01948,2025-05-26 09:00:00,EARN,65,65,BKG-000845
LTX-0003378,P01948,2025-05-26 18:00:00,REDEEM,-30,35,BKG-000845
LTX-0003379,P02287,2025-05-20 09:00:00,EARN,53,53,BKG-012104
LTX-0003380,P02287,2025-06-21 09:00:00,EARN,29,82,BKG-012164
LTX-0003381,P02287,2025-08-16 09:00:00,EARN,10,92,BKG-000846
LTX-0003382,P02287,2025-12-20 09:00:00,EARN,42,134,BKG-009883
LTX-0003383,P01689,2025-05-02 09:00:00,EARN,13,13,BKG-000847
LTX-0003384,P01689,2025-12-06 09:00:00,EARN,9,22,BKG-009114
LTX-0003385,P01455,2025-06-24 09:00:00,EARN,77,77,BKG-000848
LTX-0003386,P01455,2025-08-16 09:00:00,EARN,83,160,BKG-009317
LTX-0003387,P01455,2025-08-16 18:00:00,REDEEM,-30,130,BKG-009317
LTX-0003388,P01455,2025-10-03 09:00:00,EARN,30,160,BKG-009524
LTX-0003389,P03931,2024-12-29 09:00:00,EARN,46,46,BKG-005856
LTX-0003390,P03931,2024-12-29 18:00:00,REDEEM,-20,26,BKG-005856
LTX-0003391,P03931,2025-07-04 09:00:00,EARN,23,49,BKG-000850
LTX-0003392,P02366,2025-05-26 09:00:00,EARN,60,60,BKG-000851
LTX-0003393,P02366,2025-06-12 09:00:00,EARN,20,80,BKG-002919
LTX-0003394,P00570,2025-06-18 09:00:00,EARN,37,37,BKG-000853
LTX-0003395,P00570,2025-09-02 09:00:00,EARN,26,63,BKG-011845
LTX-0003396,P00570,2025-09-02 18:00:00,REDEEM,-30,33,BKG-011845
LTX-0003397,P00096,2025-05-27 09:00:00,EARN,20,20,BKG-000854
LTX-0003398,P00096,2025-07-24 09:00:00,EARN,23,43,BKG-003296
LTX-0003399,P00096,2025-11-20 09:00:00,EARN,72,115,BKG-008512
LTX-0003400,P00096,2025-11-20 18:00:00,REDEEM,-30,85,BKG-008512
LTX-0003401,P00096,2025-11-21 09:00:00,EARN,25,110,BKG-006899
LTX-0003402,P02172,2025-01-24 09:00:00,EARN,32,32,BKG-003242
LTX-0003403,P02172,2025-05-25 09:00:00,EARN,56,88,BKG-000856
LTX-0003404,P02172,2025-08-17 09:00:00,EARN,48,136,BKG-008183
LTX-0003405,P02172,2025-12-02 09:00:00,EARN,55,191,BKG-006320
LTX-0003406,P02172,2025-12-02 18:00:00,REDEEM,-20,171,BKG-006320
LTX-0003407,P02172,2025-12-11 09:00:00,EARN,18,189,BKG-004027
LTX-0003408,P03212,2025-04-21 09:00:00,EARN,56,56,BKG-000857
LTX-0003409,P03212,2025-05-10 09:00:00,EARN,56,112,BKG-009635
LTX-0003410,P03212,2025-06-05 09:00:00,EARN,47,159,BKG-005287
LTX-0003411,P03212,2025-06-25 09:00:00,EARN,36,195,BKG-001471
LTX-0003412,P03212,2025-07-02 09:00:00,EARN,56,251,BKG-008016
LTX-0003413,P03212,2025-12-20 09:00:00,EARN,23,274,BKG-009427
LTX-0003414,P03212,2025-12-21 09:00:00,EARN,10,284,BKG-007940
LTX-0003415,P01076,2025-01-16 09:00:00,EARN,56,56,BKG-000858
LTX-0003416,P01076,2025-05-28 09:00:00,EARN,60,116,BKG-006139
LTX-0003417,P01076,2025-06-26 09:00:00,EARN,43,159,BKG-008233
LTX-0003418,P01076,2025-09-29 09:00:00,EARN,66,225,BKG-006892
LTX-0003419,P01076,2025-09-29 18:00:00,REDEEM,-30,195,BKG-006892
LTX-0003420,P01076,2025-11-22 09:00:00,EARN,39,234,BKG-012483
LTX-0003421,P00249,2025-08-19 09:00:00,EARN,17,17,BKG-005658
LTX-0003422,P00249,2025-11-04 09:00:00,EARN,30,47,BKG-000859
LTX-0003423,P00249,2025-11-04 18:00:00,REDEEM,-10,37,BKG-000859
LTX-0003424,P01577,2025-02-22 09:00:00,EARN,47,47,BKG-006815
LTX-0003425,P01577,2025-06-26 09:00:00,EARN,76,123,BKG-000860
LTX-0003426,P01577,2025-11-20 09:00:00,EARN,16,139,BKG-006973
LTX-0003427,P01630,2025-04-19 09:00:00,EARN,18,18,BKG-012246
LTX-0003428,P01630,2025-12-05 09:00:00,EARN,37,55,BKG-000861
LTX-0003429,P00951,2025-05-07 09:00:00,EARN,54,54,BKG-000862
LTX-0003430,P00951,2025-08-13 09:00:00,EARN,22,76,BKG-004555
LTX-0003431,P00951,2025-11-17 09:00:00,EARN,23,99,BKG-009255
LTX-0003432,P03996,2025-01-13 09:00:00,EARN,34,34,BKG-000863
LTX-0003433,P03996,2025-04-11 09:00:00,EARN,30,64,BKG-011335
LTX-0003434,P03996,2025-06-26 09:00:00,EARN,37,101,BKG-008401
LTX-0003435,P03996,2025-08-05 09:00:00,EARN,14,115,BKG-002554
LTX-0003436,P03996,2025-08-23 09:00:00,EARN,41,156,BKG-004413
LTX-0003437,P02150,2025-06-12 09:00:00,EARN,70,70,BKG-001574
LTX-0003438,P02150,2025-06-14 09:00:00,EARN,52,122,BKG-000864
LTX-0003439,P02175,2024-12-14 09:00:00,EARN,36,36,BKG-000865
LTX-0003440,P02175,2024-12-14 18:00:00,REDEEM,-10,26,BKG-000865
LTX-0003441,P02175,2025-07-09 09:00:00,EARN,103,129,BKG-006547
LTX-0003442,P02175,2025-07-09 18:00:00,REDEEM,-10,119,BKG-006547
LTX-0003443,P01458,2025-06-01 09:00:00,EARN,46,46,BKG-009990
LTX-0003444,P01458,2025-07-02 09:00:00,EARN,35,81,BKG-000866
LTX-0003445,P01863,2025-01-08 09:00:00,EARN,54,54,BKG-006222
LTX-0003446,P01863,2025-05-27 09:00:00,EARN,41,95,BKG-009623
LTX-0003447,P01863,2025-07-16 09:00:00,EARN,36,131,BKG-002429
LTX-0003448,P01863,2025-11-30 09:00:00,EARN,26,157,BKG-000867
LTX-0003449,P00681,2025-02-04 09:00:00,EARN,42,42,BKG-000869
LTX-0003450,P00681,2025-02-04 18:00:00,REDEEM,-20,22,BKG-000869
LTX-0003451,P00681,2025-03-03 09:00:00,EARN,54,76,BKG-004272
LTX-0003452,P00069,2025-02-21 09:00:00,EARN,76,76,BKG-010068
LTX-0003453,P00069,2025-04-02 09:00:00,EARN,31,107,BKG-002164
LTX-0003454,P00069,2025-05-09 09:00:00,EARN,20,127,BKG-003753
LTX-0003455,P00069,2025-06-10 09:00:00,EARN,65,192,BKG-000870
LTX-0003456,P00069,2025-08-07 09:00:00,EARN,39,231,BKG-005370
LTX-0003457,P01575,2025-03-05 09:00:00,EARN,91,91,BKG-007482
LTX-0003458,P01575,2025-06-16 09:00:00,EARN,71,162,BKG-005263
LTX-0003459,P01575,2025-08-18 09:00:00,EARN,32,194,BKG-000871
LTX-0003460,P01318,2025-01-09 09:00:00,EARN,33,33,BKG-005377
LTX-0003461,P01318,2025-04-24 09:00:00,EARN,16,49,BKG-008777
LTX-0003462,P01318,2025-06-21 09:00:00,EARN,79,128,BKG-000872
LTX-0003463,P01318,2025-09-16 09:00:00,EARN,35,163,BKG-004511
LTX-0003464,P00017,2025-03-17 09:00:00,EARN,46,46,BKG-002232
LTX-0003465,P00017,2025-04-04 09:00:00,EARN,54,100,BKG-003379
LTX-0003466,P00017,2025-04-22 09:00:00,EARN,41,141,BKG-000873
LTX-0003467,P00017,2025-11-24 09:00:00,EARN,88,229,BKG-005032
LTX-0003468,P00017,2025-12-06 09:00:00,EARN,63,292,BKG-010943
LTX-0003469,P03783,2025-01-07 09:00:00,EARN,42,42,BKG-000874
LTX-0003470,P03783,2025-01-07 18:00:00,REDEEM,-10,32,BKG-000874
LTX-0003471,P03783,2025-01-19 09:00:00,EARN,10,42,BKG-004583
LTX-0003472,P03783,2025-01-29 09:00:00,EARN,33,75,BKG-009329
LTX-0003473,P03783,2025-01-29 18:00:00,REDEEM,-30,45,BKG-009329
LTX-0003474,P03783,2025-06-02 09:00:00,EARN,22,67,BKG-007917
LTX-0003475,P03783,2025-08-01 09:00:00,EARN,16,83,BKG-001354
LTX-0003476,P02621,2025-05-10 09:00:00,EARN,37,37,BKG-000875
LTX-0003477,P02621,2025-06-12 09:00:00,EARN,32,69,BKG-011961
LTX-0003478,P02621,2025-06-12 18:00:00,REDEEM,-30,39,BKG-011961
LTX-0003479,P03658,2025-01-13 09:00:00,EARN,51,51,BKG-000876
LTX-0003480,P03658,2025-03-30 09:00:00,EARN,43,94,BKG-005922
LTX-0003481,P03658,2025-04-15 09:00:00,EARN,49,143,BKG-010198
LTX-0003482,P03658,2025-07-01 09:00:00,EARN,48,191,BKG-009254
LTX-0003483,P03700,2024-12-29 09:00:00,EARN,35,35,BKG-000877
LTX-0003484,P00302,2025-06-11 09:00:00,EARN,69,69,BKG-000878
LTX-0003485,P00302,2025-08-28 09:00:00,EARN,72,141,BKG-002010
LTX-0003486,P03546,2025-01-15 09:00:00,EARN,71,71,BKG-000880
LTX-0003487,P03546,2025-04-21 09:00:00,EARN,39,110,BKG-002404
LTX-0003488,P03546,2025-06-10 09:00:00,EARN,42,152,BKG-004366
LTX-0003489,P03546,2025-06-10 18:00:00,REDEEM,-10,142,BKG-004366
LTX-0003490,P02067,2025-04-10 09:00:00,EARN,50,50,BKG-000881
LTX-0003491,P02067,2025-04-10 18:00:00,REDEEM,-20,30,BKG-000881
LTX-0003492,P02067,2025-06-30 09:00:00,EARN,64,94,BKG-006337
LTX-0003493,P02067,2025-07-31 09:00:00,EARN,56,150,BKG-001382
LTX-0003494,P02067,2025-09-08 09:00:00,EARN,56,206,BKG-012370
LTX-0003495,P02067,2025-10-15 09:00:00,EARN,48,254,BKG-001078
LTX-0003496,P02067,2025-10-15 18:00:00,REDEEM,-20,234,BKG-001078
LTX-0003497,P02067,2025-11-29 09:00:00,EARN,60,294,BKG-002077
LTX-0003498,P02067,2025-11-29 18:00:00,REDEEM,-30,264,BKG-002077
LTX-0003499,P00115,2025-01-17 09:00:00,EARN,62,62,BKG-007217
LTX-0003500,P00115,2025-12-13 09:00:00,EARN,10,72,BKG-000882
LTX-0003501,P02967,2025-05-20 09:00:00,EARN,36,36,BKG-000883
LTX-0003502,P02967,2025-05-24 09:00:00,EARN,22,58,BKG-006724
LTX-0003503,P02967,2025-06-04 09:00:00,EARN,35,93,BKG-004083
LTX-0003504,P01872,2025-01-18 09:00:00,EARN,32,32,BKG-000884
LTX-0003505,P01872,2025-06-14 09:00:00,EARN,46,78,BKG-002777
LTX-0003506,P01584,2025-06-07 09:00:00,EARN,26,26,BKG-000885
LTX-0003507,P01584,2025-07-12 09:00:00,EARN,80,106,BKG-001138
LTX-0003508,P01584,2025-08-02 09:00:00,EARN,44,150,BKG-002085
LTX-0003509,P01584,2025-09-20 09:00:00,EARN,72,222,BKG-007507
LTX-0003510,P01584,2025-10-21 09:00:00,EARN,55,277,BKG-002244
LTX-0003511,P01584,2025-12-05 09:00:00,EARN,37,314,BKG-008935
LTX-0003512,P01869,2025-01-25 09:00:00,EARN,66,66,BKG-005170
LTX-0003513,P01869,2025-01-25 18:00:00,REDEEM,-30,36,BKG-005170
LTX-0003514,P01869,2025-04-06 09:00:00,EARN,37,73,BKG-004681
LTX-0003515,P01869,2025-04-06 18:00:00,REDEEM,-30,43,BKG-004681
LTX-0003516,P01869,2025-05-09 09:00:00,EARN,47,90,BKG-000887
LTX-0003517,P01869,2025-05-22 09:00:00,EARN,55,145,BKG-007365
LTX-0003518,P01869,2025-05-22 18:00:00,REDEEM,-10,135,BKG-007365
LTX-0003519,P01869,2025-06-12 09:00:00,EARN,56,191,BKG-003932
LTX-0003520,P01869,2025-07-20 09:00:00,EARN,8,199,BKG-011620
LTX-0003521,P01869,2025-09-19 09:00:00,EARN,29,228,BKG-001605
LTX-0003522,P02029,2025-03-31 09:00:00,EARN,48,48,BKG-000890
LTX-0003523,P02029,2025-04-19 09:00:00,EARN,37,85,BKG-006323
LTX-0003524,P02029,2025-04-19 18:00:00,REDEEM,-30,55,BKG-006323
LTX-0003525,P02029,2025-11-19 09:00:00,EARN,54,109,BKG-010129
LTX-0003526,P02230,2025-02-21 09:00:00,EARN,58,58,BKG-002496
LTX-0003527,P02230,2025-02-24 09:00:00,EARN,24,82,BKG-000891
LTX-0003528,P02230,2025-10-16 09:00:00,EARN,8,90,BKG-008559
LTX-0003529,P00706,2025-05-16 09:00:00,EARN,48,48,BKG-002119
LTX-0003530,P00706,2025-06-08 09:00:00,EARN,72,120,BKG-000892
LTX-0003531,P00706,2025-08-24 09:00:00,EARN,8,128,BKG-007982
LTX-0003532,P00706,2025-11-09 09:00:00,EARN,51,179,BKG-005078
LTX-0003533,P02578,2025-04-10 09:00:00,EARN,53,53,BKG-005006
LTX-0003534,P02578,2025-05-21 09:00:00,EARN,23,76,BKG-001582
LTX-0003535,P02578,2025-06-22 09:00:00,EARN,32,108,BKG-010270
LTX-0003536,P02578,2025-09-25 09:00:00,EARN,10,118,BKG-000893
LTX-0003537,P02578,2025-10-22 09:00:00,EARN,15,133,BKG-011876
LTX-0003538,P02578,2025-12-18 09:00:00,EARN,26,159,BKG-001910
LTX-0003539,P02578,2025-12-18 18:00:00,REDEEM,-20,139,BKG-001910
LTX-0003540,P03917,2025-02-21 09:00:00,EARN,71,71,BKG-003513
LTX-0003541,P03917,2025-03-27 09:00:00,EARN,41,112,BKG-000894
LTX-0003542,P03917,2025-07-16 09:00:00,EARN,79,191,BKG-009720
LTX-0003543,P02467,2025-04-22 09:00:00,EARN,33,33,BKG-003154
LTX-0003544,P02467,2025-04-22 18:00:00,REDEEM,-10,23,BKG-003154
LTX-0003545,P02467,2025-07-04 09:00:00,EARN,28,51,BKG-001173
LTX-0003546,P02467,2025-07-04 09:00:00,EARN,51,102,BKG-005107
LTX-0003547,P02467,2025-07-04 18:00:00,REDEEM,-10,92,BKG-005107
LTX-0003548,P02467,2025-08-17 09:00:00,EARN,33,125,BKG-000895
LTX-0003549,P01567,2024-12-27 09:00:00,EARN,21,21,BKG-001687
LTX-0003550,P01567,2025-02-22 09:00:00,EARN,34,55,BKG-007417
LTX-0003551,P01567,2025-04-21 09:00:00,EARN,11,66,BKG-002079
LTX-0003552,P01567,2025-12-06 09:00:00,EARN,48,114,BKG-000896
LTX-0003553,P00286,2025-03-19 09:00:00,EARN,8,8,BKG-011774
LTX-0003554,P00286,2025-06-02 09:00:00,EARN,40,48,BKG-007368
LTX-0003555,P00286,2025-07-09 09:00:00,EARN,92,140,BKG-000897
LTX-0003556,P00286,2025-10-18 09:00:00,EARN,32,172,BKG-010445
LTX-0003557,P00286,2025-11-29 09:00:00,EARN,35,207,BKG-001109
LTX-0003558,P00286,2025-12-04 09:00:00,EARN,32,239,BKG-001590
LTX-0003559,P03378,2025-05-09 09:00:00,EARN,34,34,BKG-000899
LTX-0003560,P03378,2025-06-27 09:00:00,EARN,97,131,BKG-005212
LTX-0003561,P03344,2025-03-16 09:00:00,EARN,66,66,BKG-000900
LTX-0003562,P03344,2025-05-29 09:00:00,EARN,88,154,BKG-009979
LTX-0003563,P03344,2025-06-17 09:00:00,EARN,75,229,BKG-012460
LTX-0003564,P01975,2025-03-28 09:00:00,EARN,29,29,BKG-010751
LTX-0003565,P01975,2025-09-10 09:00:00,EARN,40,69,BKG-005127
LTX-0003566,P01975,2025-10-16 09:00:00,EARN,37,106,BKG-000902
LTX-0003567,P03320,2025-05-31 09:00:00,EARN,60,60,BKG-005449
LTX-0003568,P03320,2025-05-31 18:00:00,REDEEM,-20,40,BKG-005449
LTX-0003569,P03320,2025-06-07 09:00:00,EARN,64,104,BKG-008967
LTX-0003570,P03320,2025-06-27 09:00:00,EARN,33,137,BKG-003436
LTX-0003571,P03320,2025-11-11 09:00:00,EARN,39,176,BKG-000903
LTX-0003572,P03465,2025-04-15 09:00:00,EARN,75,75,BKG-006051
LTX-0003573,P03465,2025-04-15 18:00:00,REDEEM,-30,45,BKG-006051
LTX-0003574,P03465,2025-06-10 09:00:00,EARN,86,131,BKG-007557
LTX-0003575,P03465,2025-11-26 09:00:00,EARN,96,227,BKG-002893
LTX-0003576,P03465,2025-11-27 09:00:00,EARN,47,274,BKG-000904
LTX-0003577,P03465,2025-12-04 09:00:00,EARN,45,319,BKG-005355
LTX-0003578,P03465,2025-12-06 09:00:00,EARN,47,366,BKG-011747
LTX-0003579,P00944,2025-02-06 09:00:00,EARN,41,41,BKG-001270
LTX-0003580,P00944,2025-06-01 09:00:00,EARN,105,146,BKG-010549
LTX-0003581,P00944,2025-06-01 18:00:00,REDEEM,-10,136,BKG-010549
LTX-0003582,P00944,2025-12-06 09:00:00,EARN,74,210,BKG-005803
LTX-0003583,P00944,2025-12-17 09:00:00,EARN,50,260,BKG-000905
LTX-0003584,P01212,2025-03-21 09:00:00,EARN,19,19,BKG-000906
LTX-0003585,P01212,2025-07-17 09:00:00,EARN,78,97,BKG-010342
LTX-0003586,P01212,2025-12-16 09:00:00,EARN,99,196,BKG-002662
LTX-0003587,P00941,2025-04-20 09:00:00,EARN,58,58,BKG-006967
LTX-0003588,P00941,2025-05-20 09:00:00,EARN,31,89,BKG-008283
LTX-0003589,P00941,2025-05-21 09:00:00,EARN,53,142,BKG-000907
LTX-0003590,P00941,2025-05-24 09:00:00,EARN,22,164,BKG-001696
LTX-0003591,P00941,2025-06-25 09:00:00,EARN,70,234,BKG-012291
LTX-0003592,P00941,2025-07-15 09:00:00,EARN,89,323,BKG-009514
LTX-0003593,P00941,2025-10-24 09:00:00,EARN,42,365,BKG-003813
LTX-0003594,P00941,2025-12-07 09:00:00,EARN,28,393,BKG-004889
LTX-0003595,P03489,2025-01-13 09:00:00,EARN,32,32,BKG-000908
LTX-0003596,P03489,2025-06-15 09:00:00,EARN,45,77,BKG-003992
LTX-0003597,P03489,2025-07-02 09:00:00,EARN,21,98,BKG-007347
LTX-0003598,P03489,2025-07-06 09:00:00,EARN,19,117,BKG-003129
LTX-0003599,P03489,2025-07-18 09:00:00,EARN,65,182,BKG-004090
LTX-0003600,P03489,2025-11-11 09:00:00,EARN,54,236,BKG-010860
LTX-0003601,P03489,2025-12-02 09:00:00,EARN,51,287,BKG-005285
LTX-0003602,P02201,2025-06-25 09:00:00,EARN,35,35,BKG-000909
LTX-0003603,P02201,2025-07-05 09:00:00,EARN,100,135,BKG-002167
LTX-0003604,P02201,2025-09-01 09:00:00,EARN,24,159,BKG-009237
LTX-0003605,P02201,2025-11-15 09:00:00,EARN,19,178,BKG-002159
LTX-0003606,P02201,2025-11-26 09:00:00,EARN,54,232,BKG-007991
LTX-0003607,P02201,2025-12-07 09:00:00,EARN,61,293,BKG-006786
LTX-0003608,P03707,2025-02-12 09:00:00,EARN,8,8,BKG-007179
LTX-0003609,P03707,2025-03-30 09:00:00,EARN,36,44,BKG-003244
LTX-0003610,P03707,2025-09-17 09:00:00,EARN,12,56,BKG-005491
LTX-0003611,P03707,2025-10-29 09:00:00,EARN,20,76,BKG-000910
LTX-0003612,P01333,2025-01-24 09:00:00,EARN,18,18,BKG-007546
LTX-0003613,P01333,2025-06-01 09:00:00,EARN,65,83,BKG-012286
LTX-0003614,P01333,2025-12-13 09:00:00,EARN,46,129,BKG-000911
LTX-0003615,P02691,2025-03-10 09:00:00,EARN,69,69,BKG-008806
LTX-0003616,P02691,2025-04-05 09:00:00,EARN,38,107,BKG-008186
LTX-0003617,P02691,2025-06-09 09:00:00,EARN,20,127,BKG-000912
LTX-0003618,P02691,2025-06-09 18:00:00,REDEEM,-20,107,BKG-000912
LTX-0003619,P02691,2025-07-07 09:00:00,EARN,17,124,BKG-012080
LTX-0003620,P02691,2025-08-21 09:00:00,EARN,43,167,BKG-011953
LTX-0003621,P02691,2025-08-21 18:00:00,REDEEM,-30,137,BKG-011953
LTX-0003622,P02691,2025-11-09 09:00:00,EARN,48,185,BKG-008443
LTX-0003623,P03567,2025-02-08 09:00:00,EARN,55,55,BKG-002005
LTX-0003624,P03567,2025-03-12 09:00:00,EARN,16,71,BKG-009591
LTX-0003625,P03567,2025-03-12 18:00:00,REDEEM,-10,61,BKG-009591
LTX-0003626,P03567,2025-04-07 09:00:00,EARN,48,109,BKG-008527
LTX-0003627,P03567,2025-05-24 09:00:00,EARN,38,147,BKG-000913
LTX-0003628,P03567,2025-06-13 09:00:00,EARN,36,183,BKG-003310
LTX-0003629,P02156,2025-10-07 09:00:00,EARN,56,56,BKG-000914
LTX-0003630,P02156,2025-11-25 09:00:00,EARN,57,113,BKG-003972
LTX-0003631,P00327,2025-01-19 09:00:00,EARN,33,33,BKG-011365
LTX-0003632,P00327,2025-06-06 09:00:00,EARN,41,74,BKG-012259
LTX-0003633,P00327,2025-12-07 09:00:00,EARN,36,110,BKG-000916
LTX-0003634,P00327,2025-12-07 18:00:00,REDEEM,-30,80,BKG-000916
LTX-0003635,P03491,2025-04-18 09:00:00,EARN,6,6,BKG-004209
LTX-0003636,P03491,2025-05-07 09:00:00,EARN,8,14,BKG-000918
LTX-0003637,P03491,2025-07-12 09:00:00,EARN,39,53,BKG-009026
LTX-0003638,P03491,2025-08-15 09:00:00,EARN,49,102,BKG-003058
LTX-0003639,P03491,2025-09-14 09:00:00,EARN,34,136,BKG-008499
LTX-0003640,P01771,2025-02-23 09:00:00,EARN,28,28,BKG-000919
LTX-0003641,P01771,2025-02-23 18:00:00,REDEEM,-10,18,BKG-000919
LTX-0003642,P01771,2025-06-17 09:00:00,EARN,21,39,BKG-007599
LTX-0003643,P01771,2025-11-09 09:00:00,EARN,26,65,BKG-010833
LTX-0003644,P02899,2025-11-13 09:00:00,EARN,45,45,BKG-000920
LTX-0003645,P03079,2025-01-24 09:00:00,EARN,14,14,BKG-011415
LTX-0003646,P03079,2025-02-04 09:00:00,EARN,92,106,BKG-012348
LTX-0003647,P03079,2025-02-04 18:00:00,REDEEM,-30,76,BKG-012348
LTX-0003648,P03079,2025-02-20 09:00:00,EARN,38,114,BKG-001074
LTX-0003649,P03079,2025-06-27 09:00:00,EARN,50,164,BKG-002166
LTX-0003650,P03079,2025-12-05 09:00:00,EARN,40,204,BKG-000921
LTX-0003651,P00308,2025-01-07 09:00:00,EARN,27,27,BKG-004124
LTX-0003652,P00308,2025-11-14 09:00:00,EARN,43,70,BKG-003529
LTX-0003653,P00308,2025-11-14 18:00:00,REDEEM,-30,40,BKG-003529
LTX-0003654,P00308,2025-12-09 09:00:00,EARN,33,73,BKG-000922
LTX-0003655,P00362,2024-12-30 09:00:00,EARN,62,62,BKG-005270
LTX-0003656,P00362,2025-12-17 09:00:00,EARN,22,84,BKG-000923
LTX-0003657,P02840,2025-06-26 09:00:00,EARN,34,34,BKG-001684
LTX-0003658,P02840,2025-06-27 09:00:00,EARN,40,74,BKG-004974
LTX-0003659,P02840,2025-08-01 09:00:00,EARN,105,179,BKG-000924
LTX-0003660,P00076,2025-06-25 09:00:00,EARN,60,60,BKG-006327
LTX-0003661,P00076,2025-11-01 09:00:00,EARN,24,84,BKG-000925
LTX-0003662,P03448,2025-01-09 09:00:00,EARN,24,24,BKG-000926
LTX-0003663,P03448,2025-01-15 09:00:00,EARN,44,68,BKG-011036
LTX-0003664,P03448,2025-02-16 09:00:00,EARN,63,131,BKG-010263
LTX-0003665,P03448,2025-06-14 09:00:00,EARN,41,172,BKG-007054
LTX-0003666,P03448,2025-07-02 09:00:00,EARN,60,232,BKG-006236
LTX-0003667,P03448,2025-11-28 09:00:00,EARN,72,304,BKG-004308
LTX-0003668,P03448,2025-12-07 09:00:00,EARN,89,393,BKG-008196
LTX-0003669,P02504,2025-03-02 09:00:00,EARN,88,88,BKG-000927
LTX-0003670,P02504,2025-05-30 09:00:00,EARN,56,144,BKG-010644
LTX-0003671,P02504,2025-06-24 09:00:00,EARN,59,203,BKG-001945
LTX-0003672,P02504,2025-06-28 09:00:00,EARN,60,263,BKG-006860
LTX-0003673,P02504,2025-11-20 09:00:00,EARN,80,343,BKG-007433
LTX-0003674,P02504,2025-12-14 09:00:00,EARN,70,413,BKG-003740
LTX-0003675,P03382,2025-02-14 09:00:00,EARN,23,23,BKG-000929
LTX-0003676,P03382,2025-04-27 09:00:00,EARN,63,86,BKG-001931
LTX-0003677,P03382,2025-09-26 09:00:00,EARN,37,123,BKG-005754
LTX-0003678,P03222,2025-01-29 09:00:00,EARN,24,24,BKG-005540
LTX-0003679,P03222,2025-06-20 09:00:00,EARN,57,81,BKG-000930
LTX-0003680,P03222,2025-10-04 09:00:00,EARN,62,143,BKG-011773
LTX-0003681,P03989,2025-04-04 09:00:00,EARN,14,14,BKG-006701
LTX-0003682,P03989,2025-12-02 09:00:00,EARN,19,33,BKG-005459
LTX-0003683,P03989,2025-12-08 09:00:00,EARN,73,106,BKG-000931
LTX-0003684,P03404,2025-01-03 09:00:00,EARN,53,53,BKG-000933
