loyalty_transaction_sk,passenger_sk,transaction_date_sk,transaction_time_sk,loyalty_transaction_type_sk,loyalty_transaction_id,reference_id,points_transacted,points_balance_after
2355,1131,20250312,900,1,LTX-0002355,BKG-005223,16,16
2356,1131,20250419,900,1,LTX-0002356,BKG-000558,33,49
2357,1131,20250607,900,1,LTX-0002357,BKG-001291,44,93
2358,1131,20251220,900,1,LTX-0002358,BKG-006649,55,148
2359,3105,20250201,900,1,LTX-0002359,BKG-000717,14,14
2360,3105,20250504,900,1,LTX-0002360,BKG-000559,24,38
2361,3105,20250504,1800,2,LTX-0002361,BKG-000559,-10,28
2362,3105,20250813,900,1,LTX-0002362,BKG-008556,50,78
2363,3105,20251119,900,1,LTX-0002363,BKG-005758,41,119
2364,2803,20250520,900,1,LTX-0002364,BKG-010617,31,31
2365,2803,20250615,900,1,LTX-0002365,BKG-004679,43,74
2366,2803,20250621,900,1,LTX-0002366,BKG-011989,69,143
2367,2803,20250904,900,1,LTX-0002367,BKG-000560,42,185
2368,2803,20250904,900,1,LTX-0002368,BKG-001448,30,215
2369,2803,20251108,900,1,LTX-0002369,BKG-004649,7,222
2370,2803,20251203,900,1,LTX-0002370,BKG-001871,68,290
2371,1698,20250417,900,1,LTX-0002371,BKG-005740,30,30
2372,1698,20250511,900,1,LTX-0002372,BKG-004530,12,42
2373,1698,20250630,900,1,LTX-0002373,BKG-009512,111,153
2374,1698,20251113,900,1,LTX-0002374,BKG-004630,47,200
2375,1698,20251217,900,1,LTX-0002375,BKG-000561,49,249
2376,1698,20251221,900,1,LTX-0002376,BKG-008297,43,292
2377,4624,20250102,900,1,LTX-0002377,BKG-001654,38,38
2378,4624,20250511,900,1,LTX-0002378,BKG-009449,31,69
2379,4624,20250607,900,1,LTX-0002379,BKG-000562,75,144
2380,4624,20250810,900,1,LTX-0002380,BKG-011639,31,175
2381,4624,20250914,900,1,LTX-0002381,BKG-011805,18,193
2382,4624,20250914,1800,2,LTX-0002382,BKG-011805,-20,173
2383,2572,20241224,900,1,LTX-0002383,BKG-003386,80,80
2384,2572,20250104,900,1,LTX-0002384,BKG-001276,54,134
2385,2572,20251214,900,1,LTX-0002385,BKG-000563,66,200
2386,1577,20250306,900,1,LTX-0002386,BKG-007427,42,42
2387,1577,20250721,900,1,LTX-0002387,BKG-001346,19,61
2388,1577,20250728,900,1,LTX-0002388,BKG-000564,38,99
2389,1577,20250815,900,1,LTX-0002389,BKG-006530,75,174
2390,1577,20250815,1800,2,LTX-0002390,BKG-006530,-10,164
2391,1577,20251216,900,1,LTX-0002391,BKG-004876,31,195
2392,2087,20250131,900,1,LTX-0002392,BKG-003149,47,47
2393,2087,20250324,900,1,LTX-0002393,BKG-004507,27,74
2394,2087,20250717,900,1,LTX-0002394,BKG-000565,35,109
2395,2087,20251130,900,1,LTX-0002395,BKG-005570,22,131
2396,79,20241225,900,1,LTX-0002396,BKG-000566,35,35
2397,80,20251126,900,1,LTX-0002397,BKG-009945,44,79
2398,80,20251213,900,1,LTX-0002398,BKG-003704,46,125
2399,3425,20250223,900,1,LTX-0002399,BKG-008518,39,39
2400,3425,20250424,900,1,LTX-0002400,BKG-004866,26,65
2401,3425,20250614,900,1,LTX-0002401,BKG-000568,44,109
2402,3426,20251122,900,1,LTX-0002402,BKG-000831,33,142
2403,4876,20250122,900,1,LTX-0002403,BKG-003032,28,28
2404,4876,20250216,900,1,LTX-0002404,BKG-001516,33,61
2405,4876,20250216,1800,2,LTX-0002405,BKG-001516,-20,41
2406,4876,20250412,900,1,LTX-0002406,BKG-000570,70,111
2407,4876,20250623,900,1,LTX-0002407,BKG-004765,46,157
2408,3937,20250506,900,1,LTX-0002408,BKG-010407,48,48
2409,3937,20250617,900,1,LTX-0002409,BKG-001648,27,75
2410,3937,20250730,900,1,LTX-0002410,BKG-000571,46,121
2411,3937,20251216,900,1,LTX-0002411,BKG-010894,23,144
2412,3327,20250419,900,1,LTX-0002412,BKG-010206,57,57
2413,3327,20250521,900,1,LTX-0002413,BKG-002277,6,63
2414,3327,20250521,1800,2,LTX-0002414,BKG-002277,-10,53
2415,3328,20250702,900,1,LTX-0002415,BKG-009732,11,64
2416,3328,20250703,900,1,LTX-0002416,BKG-000572,79,143
2417,3328,20250817,900,1,LTX-0002417,BKG-005305,94,237
2418,3506,20250205,900,1,LTX-0002418,BKG-002298,26,26
2419,3506,20250312,900,1,LTX-0002419,BKG-000573,44,70
2420,3506,20250626,900,1,LTX-0002420,BKG-005805,14,84
2421,3506,20250705,900,1,LTX-0002421,BKG-008047,79,163
2422,3506,20250928,900,1,LTX-0002422,BKG-010812,57,220
2423,2854,20250527,900,1,LTX-0002423,BKG-000574,79,79
2424,2854,20250619,900,1,LTX-0002424,BKG-001393,33,112
2425,2854,20250906,900,1,LTX-0002425,BKG-010500,25,137
2426,2854,20250907,900,1,LTX-0002426,BKG-008651,45,182
2427,2854,20251210,900,1,LTX-0002427,BKG-005798,15,197
2428,4440,20250210,900,1,LTX-0002428,BKG-009256,8,8
2429,4440,20250524,900,1,LTX-0002429,BKG-000577,31,39
2430,4440,20250524,1800,2,LTX-0002430,BKG-000577,-30,9
2431,4440,20251111,900,1,LTX-0002431,BKG-006217,40,49
2432,1797,20250304,900,1,LTX-0002432,BKG-007744,26,26
2433,1797,20250626,900,1,LTX-0002433,BKG-000578,18,44
2434,1797,20251207,900,1,LTX-0002434,BKG-004398,93,137
2435,2804,20250713,900,1,LTX-0002435,BKG-005539,24,24
2436,2804,20251207,900,1,LTX-0002436,BKG-000579,42,66
2437,2781,20250410,900,1,LTX-0002437,BKG-009749,12,12
2438,2781,20250814,900,1,LTX-0002438,BKG-005113,47,59
2439,2781,20250821,900,1,LTX-0002439,BKG-008437,52,111
2440,2781,20251104,900,1,LTX-0002440,BKG-000580,86,197
2441,4029,20241212,900,1,LTX-0002441,BKG-011839,56,56
2442,4029,20250524,900,1,LTX-0002442,BKG-009327,88,144
2443,4029,20251111,900,1,LTX-0002443,BKG-006314,67,211
2444,4029,20251111,1800,2,LTX-0002444,BKG-006314,-10,201
2445,4029,20251114,900,1,LTX-0002445,BKG-009935,41,242
2446,4029,20251128,900,1,LTX-0002446,BKG-000581,12,254
2447,3035,20250512,900,1,LTX-0002447,BKG-009380,78,78
2448,3035,20250519,900,1,LTX-0002448,BKG-000582,69,147
2449,3035,20250519,1800,2,LTX-0002449,BKG-000582,-20,127
2450,3035,20250525,900,1,LTX-0002450,BKG-009002,29,156
2451,3035,20251007,900,1,LTX-0002451,BKG-005402,47,203
2452,2334,20250215,900,1,LTX-0002452,BKG-005119,44,44
2453,2334,20251118,900,1,LTX-0002453,BKG-000583,54,98
2454,2334,20251118,1800,2,LTX-0002454,BKG-000583,-30,68
2455,177,20250402,900,1,LTX-0002455,BKG-000584,50,50
2456,177,20251004,900,1,LTX-0002456,BKG-005463,90,140
2457,177,20251207,900,1,LTX-0002457,BKG-008835,44,184
2458,463,20250213,900,1,LTX-0002458,BKG-000603,56,56
2459,463,20250420,900,1,LTX-0002459,BKG-005343,30,86
2460,463,20250526,900,1,LTX-0002460,BKG-000585,46,132
2461,463,20250617,900,1,LTX-0002461,BKG-009239,39,171
2462,464,20251128,900,1,LTX-0002462,BKG-001923,11,182
2463,1892,20250903,900,1,LTX-0002463,BKG-009332,39,39
2464,1892,20250925,900,1,LTX-0002464,BKG-000586,47,86
2465,517,20250618,900,1,LTX-0002465,BKG-000587,15,15
2466,517,20250623,900,1,LTX-0002466,BKG-007098,58,73
2467,517,20250625,900,1,LTX-0002467,BKG-009005,33,106
2468,517,20250625,1800,2,LTX-0002468,BKG-009005,-30,76
2469,517,20250626,900,1,LTX-0002469,BKG-008836,66,142
2470,3697,20250122,900,1,LTX-0002470,BKG-006030,18,18
2471,3697,20250223,900,1,LTX-0002471,BKG-000588,55,73
2472,3697,20250223,1800,2,LTX-0002472,BKG-000588,-20,53
2473,3697,20250319,900,1,LTX-0002473,BKG-003095,34,87
2474,3280,20250123,900,1,LTX-0002474,BKG-009751,57,57
2475,3280,20250405,900,1,LTX-0002475,BKG-011519,16,73
2476,3280,20250405,1800,2,LTX-0002476,BKG-011519,-20,53
2477,3280,20250609,900,1,LTX-0002477,BKG-007235,61,114
2478,3280,20250625,900,1,LTX-0002478,BKG-009262,35,149
2479,3280,20250726,900,1,LTX-0002479,BKG-000589,8,157
2480,1494,20250518,900,1,LTX-0002480,BKG-006086,34,34
2481,1494,20250530,900,1,LTX-0002481,BKG-000591,64,98
2482,1494,20250628,900,1,LTX-0002482,BKG-002595,32,130
2483,4882,20250410,900,1,LTX-0002483,BKG-000594,47,47
2484,4882,20250913,900,1,LTX-0002484,BKG-003293,36,83
2485,3414,20250623,900,1,LTX-0002485,BKG-000595,54,54
2486,2028,20250514,900,1,LTX-0002486,BKG-008782,54,54
2487,2028,20250514,1800,2,LTX-0002487,BKG-008782,-10,44
2488,2028,20251015,900,1,LTX-0002488,BKG-000597,33,77
2489,2028,20251015,1800,2,LTX-0002489,BKG-000597,-20,57
2490,2028,20251016,900,1,LTX-0002490,BKG-010904,73,130
2491,2132,20250509,900,1,LTX-0002491,BKG-000598,66,66
2492,2133,20250716,900,1,LTX-0002492,BKG-008149,57,123
2493,642,20250127,900,1,LTX-0002493,BKG-005467,25,25
2494,642,20250127,1800,2,LTX-0002494,BKG-005467,-20,5
2495,642,20250205,900,1,LTX-0002495,BKG-006797,74,79
2496,642,20250404,900,1,LTX-0002496,BKG-007118,32,111
2497,642,20250604,900,1,LTX-0002497,BKG-005976,12,123
2498,642,20250806,900,1,LTX-0002498,BKG-010475,46,169
2499,642,20250806,1800,2,LTX-0002499,BKG-010475,-10,159
2500,642,20250812,900,1,LTX-0002500,BKG-000599,21,180
2501,3216,20251006,900,1,LTX-0002501,BKG-008275,36,36
2502,3216,20251125,900,1,LTX-0002502,BKG-000600,82,118
2503,3216,20251125,1800,2,LTX-0002503,BKG-000600,-30,88
2504,996,20250622,900,1,LTX-0002504,BKG-000601,58,58
2505,996,20250622,1800,2,LTX-0002505,BKG-000601,-20,38
2506,996,20250927,900,1,LTX-0002506,BKG-001523,36,74
2507,996,20251122,900,1,LTX-0002507,BKG-011267,127,201
2508,1091,20241209,900,1,LTX-0002508,BKG-000602,28,28
2509,4184,20250423,900,1,LTX-0002509,BKG-011292,10,10
2510,4184,20250514,900,1,LTX-0002510,BKG-000604,52,62
2511,4184,20250519,900,1,LTX-0002511,BKG-012124,39,101
2512,4184,20250606,900,1,LTX-0002512,BKG-008128,41,142
2513,4184,20250608,900,1,LTX-0002513,BKG-011740,32,174
2514,4184,20250707,900,1,LTX-0002514,BKG-001748,39,213
2515,243,20250614,900,1,LTX-0002515,BKG-000658,43,43
2516,243,20250822,900,1,LTX-0002516,BKG-011155,29,72
2517,243,20250922,900,1,LTX-0002517,BKG-006504,70,142
2518,243,20251107,900,1,LTX-0002518,BKG-000605,6,148
2519,243,20251118,900,1,LTX-0002519,BKG-009511,17,165
2520,3293,20250609,900,1,LTX-0002520,BKG-002711,66,66
2521,3294,20250721,900,1,LTX-0002521,BKG-000606,26,92
2522,1720,20250225,900,1,LTX-0002522,BKG-000607,9,9
2523,1720,20250608,900,1,LTX-0002523,BKG-002362,51,60
2524,1720,20250616,900,1,LTX-0002524,BKG-012243,122,182
2525,1720,20250707,900,1,LTX-0002525,BKG-001043,88,270
2526,3542,20250414,900,1,LTX-0002526,BKG-002343,28,28
2527,3542,20250611,900,1,LTX-0002527,BKG-012416,11,39
2528,3542,20251112,900,1,LTX-0002528,BKG-009276,67,106
2529,3542,20251112,1800,2,LTX-0002529,BKG-009276,-30,76
2530,3542,20251129,900,1,LTX-0002530,BKG-000608,17,93
2531,3685,20250102,900,1,LTX-0002531,BKG-000609,11,11
2532,3686,20251104,900,1,LTX-0002532,BKG-003927,57,68
2533,2361,20241223,900,1,LTX-0002533,BKG-000610,28,28
2534,2479,20250107,900,1,LTX-0002534,BKG-000611,31,31
2535,2703,20250504,900,1,LTX-0002535,BKG-000612,23,23
2536,2703,20250729,900,1,LTX-0002536,BKG-009519,13,36
2537,2735,20250414,900,1,LTX-0002537,BKG-005757,18,18
2538,2735,20250602,900,1,LTX-0002538,BKG-006258,63,81
2539,2735,20250611,900,1,LTX-0002539,BKG-000613,81,162
2540,2735,20250810,900,1,LTX-0002540,BKG-004416,63,225
2541,24,20250228,900,1,LTX-0002541,BKG-000614,20,20
2542,24,20250606,900,1,LTX-0002542,BKG-012100,20,40
2543,24,20250702,900,1,LTX-0002543,BKG-006622,35,75
2544,24,20250929,900,1,LTX-0002544,BKG-000690,36,111
2545,2082,20250113,900,1,LTX-0002545,BKG-005383,52,52
2546,2082,20250113,1800,2,LTX-0002546,BKG-005383,-20,32
2547,2082,20250405,900,1,LTX-0002547,BKG-000616,10,42
2548,2082,20250408,900,1,LTX-0002548,BKG-012336,40,82
2549,2082,20250425,900,1,LTX-0002549,BKG-004834,11,93
2550,2082,20250913,900,1,LTX-0002550,BKG-004542,44,137
2551,2082,20251123,900,1,LTX-0002551,BKG-012500,60,197
2552,264,20250607,900,1,LTX-0002552,BKG-000617,35,35
2553,264,20251126,900,1,LTX-0002553,BKG-011262,33,68
2554,1336,20250507,900,1,LTX-0002554,BKG-000618,29,29
2555,1336,20250526,900,1,LTX-0002555,BKG-011919,28,57
2556,1807,20250215,900,1,LTX-0002556,BKG-000619,29,29
2557,1807,20250222,900,1,LTX-0002557,BKG-009659,25,54
2558,1807,20250819,900,1,LTX-0002558,BKG-009934,39,93
2559,1807,20251111,900,1,LTX-0002559,BKG-011900,27,120
2560,1807,20251111,1800,2,LTX-0002560,BKG-011900,-30,90
2561,1579,20241224,900,1,LTX-0002561,BKG-008471,28,28
2562,1579,20250608,900,1,LTX-0002562,BKG-006917,75,103
2563,1579,20250713,900,1,LTX-0002563,BKG-006559,25,128
2564,1579,20251220,900,1,LTX-0002564,BKG-000621,42,170
2565,4527,20250119,900,1,LTX-0002565,BKG-008198,24,24
2566,4527,20251029,900,1,LTX-0002566,BKG-000622,25,49
2567,1649,20250415,900,1,LTX-0002567,BKG-000623,27,27
2568,1649,20250624,900,1,LTX-0002568,BKG-002659,53,80
2569,1649,20250627,900,1,LTX-0002569,BKG-004076,46,126
2570,1649,20250627,1800,2,LTX-0002570,BKG-004076,-10,116
2571,3625,20250205,900,1,LTX-0002571,BKG-000624,46,46
2572,3625,20250521,900,1,LTX-0002572,BKG-007838,26,72
2573,3625,20250712,900,1,LTX-0002573,BKG-010025,50,122
2574,3625,20250712,1800,2,LTX-0002574,BKG-010025,-20,102
2575,209,20250929,900,1,LTX-0002575,BKG-002934,52,52
2576,209,20251003,900,1,LTX-0002576,BKG-010107,78,130
2577,209,20251115,900,1,LTX-0002577,BKG-000625,63,193
2578,332,20250607,900,1,LTX-0002578,BKG-000626,54,54
2579,332,20251130,900,1,LTX-0002579,BKG-007219,35,89
2580,2524,20250601,900,1,LTX-0002580,BKG-004632,68,68
2581,2524,20250601,1800,2,LTX-0002581,BKG-004632,-20,48
2582,2524,20250803,900,1,LTX-0002582,BKG-005966,10,58
2583,2524,20251204,900,1,LTX-0002583,BKG-000627,51,109
2584,2524,20251221,900,1,LTX-0002584,BKG-004851,12,121
2585,4163,20250321,900,1,LTX-0002585,BKG-008606,22,22
2586,4163,20250510,900,1,LTX-0002586,BKG-007272,41,63
2587,4163,20250623,900,1,LTX-0002587,BKG-000628,70,133
2588,4163,20250724,900,1,LTX-0002588,BKG-004701,44,177
2589,4163,20251204,900,1,LTX-0002589,BKG-005706,49,226
2590,4163,20251221,900,1,LTX-0002590,BKG-004642,102,328
2591,1819,20250624,900,1,LTX-0002591,BKG-000629,65,65
2592,1819,20250824,900,1,LTX-0002592,BKG-007270,73,138
2593,1819,20250902,900,1,LTX-0002593,BKG-003218,38,176
2594,1819,20250902,1800,2,LTX-0002594,BKG-003218,-10,166
2595,2936,20250220,900,1,LTX-0002595,BKG-000630,40,40
2596,2936,20250512,900,1,LTX-0002596,BKG-006945,36,76
2597,2936,20250512,1800,2,LTX-0002597,BKG-006945,-20,56
2598,2937,20251212,900,1,LTX-0002598,BKG-003590,70,126
2599,2937,20251213,900,1,LTX-0002599,BKG-011412,58,184
2600,2937,20251213,1800,2,LTX-0002600,BKG-011412,-10,174
2601,3275,20241224,900,1,LTX-0002601,BKG-005324,42,42
2602,3275,20250122,900,1,LTX-0002602,BKG-007969,56,98
2603,3275,20250509,900,1,LTX-0002603,BKG-012333,45,143
2604,3275,20250514,900,1,LTX-0002604,BKG-004980,72,215
2605,3275,20250530,900,1,LTX-0002605,BKG-004780,50,265
2606,3275,20250702,900,1,LTX-0002606,BKG-000631,54,319
2607,3275,20250904,900,1,LTX-0002607,BKG-001371,51,370
2608,3275,20251001,900,1,LTX-0002608,BKG-010425,48,418
2609,4273,20250617,900,1,LTX-0002609,BKG-000632,128,128
2610,434,20250120,900,1,LTX-0002610,BKG-011496,31,31
2611,434,20250120,1800,2,LTX-0002611,BKG-011496,-30,1
2612,434,20250601,900,1,LTX-0002612,BKG-002630,23,24
2613,434,20250615,900,1,LTX-0002613,BKG-000635,33,57
2614,434,20250921,900,1,LTX-0002614,BKG-001997,20,77
2615,434,20251126,900,1,LTX-0002615,BKG-003111,31,108
2616,3629,20250117,900,1,LTX-0002616,BKG-009826,16,16
2617,3629,20250529,900,1,LTX-0002617,BKG-000636,70,86
2618,3629,20250606,900,1,LTX-0002618,BKG-004746,59,145
2619,3629,20250918,900,1,LTX-0002619,BKG-001669,49,194
2620,3099,20250424,900,1,LTX-0002620,BKG-007483,101,101
2621,3099,20251103,900,1,LTX-0002621,BKG-000637,49,150
2622,1106,20250606,900,1,LTX-0002622,BKG-000681,33,33
2623,1106,20250609,900,1,LTX-0002623,BKG-011259,43,76
2624,1106,20250621,900,1,LTX-0002624,BKG-000638,28,104
2625,1106,20250826,900,1,LTX-0002625,BKG-003861,50,154
2626,1106,20251027,900,1,LTX-0002626,BKG-010266,76,230
2627,1303,20250521,900,1,LTX-0002627,BKG-000639,95,95
2628,1303,20250904,900,1,LTX-0002628,BKG-010796,71,166
2629,285,20250419,900,1,LTX-0002629,BKG-004813,47,47
2630,285,20250419,1800,2,LTX-0002630,BKG-004813,-30,17
2631,285,20250428,900,1,LTX-0002631,BKG-011549,55,72
2632,285,20250519,900,1,LTX-0002632,BKG-004381,38,110
2633,285,20250715,900,1,LTX-0002633,BKG-000641,48,158
2634,3251,20250218,900,1,LTX-0002634,BKG-006336,47,47
2635,3251,20250416,900,1,LTX-0002635,BKG-010713,42,89
2636,3251,20250507,900,1,LTX-0002636,BKG-005146,66,155
2637,3251,20250626,900,1,LTX-0002637,BKG-004911,16,171
2638,3251,20251012,900,1,LTX-0002638,BKG-000643,46,217
2639,3251,20251103,900,1,LTX-0002639,BKG-006270,63,280
2640,3251,20251205,900,1,LTX-0002640,BKG-006746,36,316
2641,4620,20250706,900,1,LTX-0002641,BKG-000646,39,39
2642,4620,20251109,900,1,LTX-0002642,BKG-007532,33,72
2643,4620,20251130,900,1,LTX-0002643,BKG-009890,37,109
2644,341,20250606,900,1,LTX-0002644,BKG-006484,64,64
2645,341,20250614,900,1,LTX-0002645,BKG-000647,43,107
2646,341,20250614,1800,2,LTX-0002646,BKG-000647,-20,87
2647,341,20250731,900,1,LTX-0002647,BKG-002255,45,132
2648,341,20251126,900,1,LTX-0002648,BKG-001971,12,144
2649,1242,20250517,900,1,LTX-0002649,BKG-007445,39,39
2650,1242,20250619,900,1,LTX-0002650,BKG-000648,65,104
2651,1242,20250712,900,1,LTX-0002651,BKG-009242,45,149
2652,1242,20251129,900,1,LTX-0002652,BKG-007121,37,186
2653,1242,20251217,900,1,LTX-0002653,BKG-002432,68,254
2654,1868,20250206,900,1,LTX-0002654,BKG-000650,46,46
2655,1868,20250612,900,1,LTX-0002655,BKG-008691,58,104
2656,3297,20250110,900,1,LTX-0002656,BKG-009129,28,28
2657,3297,20250617,900,1,LTX-0002657,BKG-007078,90,118
2658,3297,20251020,900,1,LTX-0002658,BKG-000651,70,188
2659,3297,20251115,900,1,LTX-0002659,BKG-003797,9,197
2660,2873,20250528,900,1,LTX-0002660,BKG-005690,58,58
2661,2873,20251221,900,1,LTX-0002661,BKG-000652,48,106
2662,333,20250212,900,1,LTX-0002662,BKG-000654,6,6
2663,333,20250502,900,1,LTX-0002663,BKG-003823,47,53
2664,333,20250502,1800,2,LTX-0002664,BKG-003823,-10,43
2665,333,20250609,900,1,LTX-0002665,BKG-006624,63,106
2666,2404,20250622,900,1,LTX-0002666,BKG-001030,78,78
2667,2404,20251007,900,1,LTX-0002667,BKG-010567,80,158
2668,2404,20251112,900,1,LTX-0002668,BKG-000655,68,226
2669,2404,20251112,1800,2,LTX-0002669,BKG-000655,-10,216
2670,484,20250101,900,1,LTX-0002670,BKG-000656,52,52
2671,484,20250901,900,1,LTX-0002671,BKG-005349,32,84
2672,484,20251130,900,1,LTX-0002672,BKG-001764,16,100
2673,484,20251130,1800,2,LTX-0002673,BKG-001764,-30,70
2674,1168,20250126,900,1,LTX-0002674,BKG-007628,40,40
2675,1168,20250126,1800,2,LTX-0002675,BKG-007628,-20,20
2676,1168,20250521,900,1,LTX-0002676,BKG-000657,32,52
2677,1168,20250905,900,1,LTX-0002677,BKG-010975,6,58
2678,1168,20250905,1800,2,LTX-0002678,BKG-010975,-20,38
2679,1168,20251007,900,1,LTX-0002679,BKG-005465,24,62
2680,1168,20251121,900,1,LTX-0002680,BKG-006696,58,120
2681,1168,20251121,1800,2,LTX-0002681,BKG-006696,-20,100
2682,1749,20250125,900,1,LTX-0002682,BKG-009325,57,57
2683,1749,20250302,900,1,LTX-0002683,BKG-002926,31,88
2684,1749,20250516,900,1,LTX-0002684,BKG-011721,29,117
2685,1749,20250516,1800,2,LTX-0002685,BKG-011721,-10,107
2686,1749,20250606,900,1,LTX-0002686,BKG-006474,84,191
2687,1749,20250623,900,1,LTX-0002687,BKG-005415,57,248
2688,1749,20250625,900,1,LTX-0002688,BKG-011140,32,280
2689,1749,20251217,900,1,LTX-0002689,BKG-000659,30,310
2690,1486,20250613,900,1,LTX-0002690,BKG-004989,44,44
2691,1486,20250701,900,1,LTX-0002691,BKG-000660,58,102
2692,702,20250212,900,1,LTX-0002692,BKG-007207,69,69
2693,702,20250212,1800,2,LTX-0002693,BKG-007207,-30,39
2694,702,20250213,900,1,LTX-0002694,BKG-007605,18,57
2695,702,20250320,900,1,LTX-0002695,BKG-006403,16,73
2696,702,20250527,900,1,LTX-0002696,BKG-003516,34,107
2697,702,20250531,900,1,LTX-0002697,BKG-011951,47,154
2698,702,20250611,900,1,LTX-0002698,BKG-000661,10,164
2699,702,20250706,900,1,LTX-0002699,BKG-011141,112,276
2700,702,20250818,900,1,LTX-0002700,BKG-007622,8,284
2701,702,20251004,900,1,LTX-0002701,BKG-011039,76,360
2702,703,20251205,900,1,LTX-0002702,BKG-005991,8,368
2703,2199,20241212,900,1,LTX-0002703,BKG-010619,40,40
2704,2199,20250525,900,1,LTX-0002704,BKG-000662,16,56
2705,2199,20250530,900,1,LTX-0002705,BKG-008862,8,64
2706,2199,20250609,900,1,LTX-0002706,BKG-009490,23,87
2707,2199,20251108,900,1,LTX-0002707,BKG-006585,7,94
2708,1134,20250210,900,1,LTX-0002708,BKG-009499,17,17
2709,1134,20250210,1800,2,LTX-0002709,BKG-009499,-10,7
2710,1134,20251014,900,1,LTX-0002710,BKG-000663,15,22
2711,2094,20250216,900,1,LTX-0002711,BKG-010304,48,48
2712,2094,20250721,900,1,LTX-0002712,BKG-000664,77,125
2713,2603,20250409,900,1,LTX-0002713,BKG-000786,39,39
2714,2603,20250524,900,1,LTX-0002714,BKG-000665,45,84
2715,2603,20251128,900,1,LTX-0002715,BKG-007660,10,94
2716,4747,20250125,900,1,LTX-0002716,BKG-000944,46,46
2717,4747,20250224,900,1,LTX-0002717,BKG-000666,9,55
2718,4747,20250926,900,1,LTX-0002718,BKG-001427,58,113
2719,4747,20251026,900,1,LTX-0002719,BKG-012226,73,186
2720,234,20250613,900,1,LTX-0002720,BKG-007662,79,79
2721,234,20250705,900,1,LTX-0002721,BKG-009348,88,167
2722,234,20251205,900,1,LTX-0002722,BKG-000667,95,262
2723,3830,20251030,900,1,LTX-0002723,BKG-011283,36,36
2724,3830,20251122,900,1,LTX-0002724,BKG-000668,31,67
2725,4220,20250123,900,1,LTX-0002725,BKG-000669,39,39
2726,4220,20250429,900,1,LTX-0002726,BKG-002810,10,49
2727,4220,20250504,900,1,LTX-0002727,BKG-007497,68,117
2728,4220,20250618,900,1,LTX-0002728,BKG-009853,73,190
2729,4220,20250618,1800,2,LTX-0002729,BKG-009853,-20,170
2730,4220,20251105,900,1,LTX-0002730,BKG-008202,38,208
2731,4220,20251204,900,1,LTX-0002731,BKG-002859,36,244
2732,117,20250324,900,1,LTX-0002732,BKG-001807,65,65
2733,117,20250324,1800,2,LTX-0002733,BKG-001807,-30,35
2734,117,20250524,900,1,LTX-0002734,BKG-000670,41,76
2735,117,20250524,1800,2,LTX-0002735,BKG-000670,-10,66
2736,117,20250527,900,1,LTX-0002736,BKG-002508,32,98
2737,117,20250907,900,1,LTX-0002737,BKG-004870,45,143
2738,117,20251208,900,1,LTX-0002738,BKG-003046,72,215
2739,4036,20250131,900,1,LTX-0002739,BKG-006557,23,23
2740,4036,20250323,900,1,LTX-0002740,BKG-000671,36,59
2741,4036,20250528,900,1,LTX-0002741,BKG-005674,43,102
2742,4036,20250608,900,1,LTX-0002742,BKG-011764,41,143
2743,4036,20250610,900,1,LTX-0002743,BKG-007690,96,239
2744,3277,20250210,900,1,LTX-0002744,BKG-012462,84,84
2745,3277,20250517,900,1,LTX-0002745,BKG-004382,99,183
2746,3277,20250607,900,1,LTX-0002746,BKG-009637,22,205
2747,3277,20250721,900,1,LTX-0002747,BKG-002253,51,256
2748,3277,20250729,900,1,LTX-0002748,BKG-002512,66,322
2749,3277,20250822,900,1,LTX-0002749,BKG-000672,47,369
2750,1930,20250612,900,1,LTX-0002750,BKG-000673,9,9
2751,1930,20250621,900,1,LTX-0002751,BKG-003746,17,26
2752,1930,20250812,900,1,LTX-0002752,BKG-002414,62,88
2753,1930,20251108,900,1,LTX-0002753,BKG-009744,40,128
2754,4470,20250528,900,1,LTX-0002754,BKG-000674,37,37
2755,4470,20250708,900,1,LTX-0002755,BKG-007060,20,57
2756,4470,20250929,900,1,LTX-0002756,BKG-011897,43,100
2757,4470,20251027,900,1,LTX-0002757,BKG-006160,69,169
2758,4324,20250624,900,1,LTX-0002758,BKG-012191,35,35
2759,4324,20250721,900,1,LTX-0002759,BKG-000675,13,48
2760,319,20250530,900,1,LTX-0002760,BKG-003028,12,12
2761,319,20250602,900,1,LTX-0002761,BKG-004133,19,31
2762,319,20250621,900,1,LTX-0002762,BKG-009383,47,78
2763,319,20250802,900,1,LTX-0002763,BKG-000676,59,137
2764,319,20251124,900,1,LTX-0002764,BKG-009044,51,188
2765,845,20250115,900,1,LTX-0002765,BKG-009788,66,66
2766,845,20250526,900,1,LTX-0002766,BKG-010575,60,126
2767,845,20250611,900,1,LTX-0002767,BKG-000677,47,173
2768,845,20250712,900,1,LTX-0002768,BKG-010173,73,246
2769,845,20251012,900,1,LTX-0002769,BKG-010044,40,286
2770,845,20251012,1800,2,LTX-0002770,BKG-010044,-10,276
2771,845,20251017,900,1,LTX-0002771,BKG-007391,39,315
2772,845,20251017,1800,2,LTX-0002772,BKG-007391,-10,305
2773,845,20251201,900,1,LTX-0002773,BKG-012469,44,349
2774,4174,20250615,900,1,LTX-0002774,BKG-006294,36,36
2775,4174,20251111,900,1,LTX-0002775,BKG-000678,23,59
2776,1601,20250325,900,1,LTX-0002776,BKG-005603,35,35
