time_sk,full_time,hour_number,minute_number,time_period,is_peak_hour
1226,12:26:00,12,26,Siang,False
1227,12:27:00,12,27,Siang,False
1228,12:28:00,12,28,Siang,False
1229,12:29:00,12,29,Siang,False
1230,12:30:00,12,30,Siang,False
1231,12:31:00,12,31,Siang,False
1232,12:32:00,12,32,Siang,False
1233,12:33:00,12,33,Siang,False
1234,12:34:00,12,34,Siang,False
1235,12:35:00,12,35,Siang,False
1236,12:36:00,12,36,Siang,False
1237,12:37:00,12,37,Siang,False
1238,12:38:00,12,38,Siang,False
1239,12:39:00,12,39,Siang,False
1240,12:40:00,12,40,Siang,False
1241,12:41:00,12,41,Siang,False
1242,12:42:00,12,42,Siang,False
1243,12:43:00,12,43,Siang,False
1244,12:44:00,12,44,Siang,False
1245,12:45:00,12,45,Siang,False
1246,12:46:00,12,46,Siang,False
1247,12:47:00,12,47,Siang,False
1248,12:48:00,12,48,Siang,False
1249,12:49:00,12,49,Siang,False
1250,12:50:00,12,50,Siang,False
1251,12:51:00,12,51,Siang,False
1252,12:52:00,12,52,Siang,False
1253,12:53:00,12,53,Siang,False
1254,12:54:00,12,54,Siang,False
1255,12:55:00,12,55,Siang,False
1256,12:56:00,12,56,Siang,False
1257,12:57:00,12,57,Siang,False
1258,12:58:00,12,58,Siang,False
1259,12:59:00,12,59,Siang,False
1300,13:00:00,13,0,Siang,False
1301,13:01:00,13,1,Siang,False
1302,13:02:00,13,2,Siang,False
1303,13:03:00,13,3,Siang,False
1304,13:04:00,13,4,Siang,False
1305,13:05:00,13,5,Siang,False
1306,13:06:00,13,6,Siang,False
1307,13:07:00,13,7,Siang,False
1308,13:08:00,13,8,Siang,False
1309,13:09:00,13,9,Siang,False
1310,13:10:00,13,10,Siang,False
1311,13:11:00,13,11,Siang,False
1312,13:12:00,13,12,Siang,False
1313,13:13:00,13,13,Siang,False
1314,13:14:00,13,14,Siang,False
1315,13:15:00,13,15,Siang,False
1316,13:16:00,13,16,Siang,False
1317,13:17:00,13,17,Siang,False
1318,13:18:00,13,18,Siang,False
1319,13:19:00,13,19,Siang,False
1320,13:20:00,13,20,Siang,False
1321,13:21:00,13,21,Siang,False
1322,13:22:00,13,22,Siang,False
1323,13:23:00,13,23,Siang,False
1324,13:24:00,13,24,Siang,False
1325,13:25:00,13,25,Siang,False
1326,13:26:00,13,26,Siang,False
1327,13:27:00,13,27,Siang,False
1328,13:28:00,13,28,Siang,False
1329,13:29:00,13,29,Siang,False
1330,13:30:00,13,30,Siang,False
1331,13:31:00,13,31,Siang,False
1332,13:32:00,13,32,Siang,False
1333,13:33:00,13,33,Siang,False
1334,13:34:00,13,34,Siang,False
1335,13:35:00,13,35,Siang,False
1336,13:36:00,13,36,Siang,False
1337,13:37:00,13,37,Siang,False
1338,13:38:00,13,38,Siang,False
1339,13:39:00,13,39,Siang,False
1340,13:40:00,13,40,Siang,False
1341,13:41:00,13,41,Siang,False
1342,13:42:00,13,42,Siang,False
1343,13:43:00,13,43,Siang,False
1344,13:44:00,13,44,Siang,False
1345,13:45:00,13,45,Siang,False
1346,13:46:00,13,46,Siang,False
1347,13:47:00,13,47,Siang,False
1348,13:48:00,13,48,Siang,False
1349,13:49:00,13,49,Siang,False
1350,13:50:00,13,50,Siang,False
1351,13:51:00,13,51,Siang,False
1352,13:52:00,13,52,Siang,False
1353,13:53:00,13,53,Siang,False
1354,13:54:00,13,54,Siang,False
1355,13:55:00,13,55,Siang,False
1356,13:56:00,13,56,Siang,False
1357,13:57:00,13,57,Siang,False
1358,13:58:00,13,58,Siang,False
1359,13:59:00,13,59,Siang,False
1400,14:00:00,14,0,Siang,False
1401,14:01:00,14,1,Siang,False
1402,14:02:00,14,2,Siang,False
1403,14:03:00,14,3,Siang,False
1404,14:04:00,14,4,Siang,False
1405,14:05:00,14,5,Siang,False
1406,14:06:00,14,6,Siang,False
1407,14:07:00,14,7,Siang,False
1408,14:08:00,14,8,Siang,False
1409,14:09:00,14,9,Siang,False
1410,14:10:00,14,10,Siang,False
1411,14:11:00,14,11,Siang,False
1412,14:12:00,14,12,Siang,False
1413,14:13:00,14,13,Siang,False
1414,14:14:00,14,14,Siang,False
1415,14:15:00,14,15,Siang,False
1416,14:16:00,14,16,Siang,False
1417,14:17:00,14,17,Siang,False
1418,14:18:00,14,18,Siang,False
1419,14:19:00,14,19,Siang,False
1420,14:20:00,14,20,Siang,False
1421,14:21:00,14,21,Siang,False
1422,14:22:00,14,22,Siang,False
1423,14:23:00,14,23,Siang,False
1424,14:24:00,14,24,Siang,False
1425,14:25:00,14,25,Siang,False
1426,14:26:00,14,26,Siang,False
1427,14:27:00,14,27,Siang,False
1428,14:28:00,14,28,Siang,False
1429,14:29:00,14,29,Siang,False
1430,14:30:00,14,30,Siang,False
1431,14:31:00,14,31,Siang,False
1432,14:32:00,14,32,Siang,False
1433,14:33:00,14,33,Siang,False
1434,14:34:00,14,34,Siang,False
1435,14:35:00,14,35,Siang,False
1436,14:36:00,14,36,Siang,False
1437,14:37:00,14,37,Siang,False
1438,14:38:00,14,38,Siang,False
1439,14:39:00,14,39,Siang,False
1440,14:40:00,14,40,Siang,False
1441,14:41:00,14,41,Siang,False
1442,14:42:00,14,42,Siang,False
1443,14:43:00,14,43,Siang,False
1444,14:44:00,14,44,Siang,False
1445,14:45:00,14,45,Siang,False
1446,14:46:00,14,46,Siang,False
1447,14:47:00,14,47,Siang,False
1448,14:48:00,14,48,Siang,False
1449,14:49:00,14,49,Siang,False
1450,14:50:00,14,50,Siang,False
1451,14:51:00,14,51,Siang,False
1452,14:52:00,14,52,Siang,False
1453,14:53:00,14,53,Siang,False
1454,14:54:00,14,54,Siang,False
1455,14:55:00,14,55,Siang,False
1456,14:56:00,14,56,Siang,False
1457,14:57:00,14,57,Siang,False
1458,14:58:00,14,58,Siang,False
1459,14:59:00,14,59,Siang,False
1500,15:00:00,15,0,Sore,False
1501,15:01:00,15,1,Sore,False
1502,15:02:00,15,2,Sore,False
1503,15:03:00,15,3,Sore,False
1504,15:04:00,15,4,Sore,False
1505,15:05:00,15,5,Sore,False
1506,15:06:00,15,6,Sore,False
1507,15:07:00,15,7,Sore,False
1508,15:08:00,15,8,Sore,False
1509,15:09:00,15,9,Sore,False
1510,15:10:00,15,10,Sore,False
1511,15:11:00,15,11,Sore,False
1512,15:12:00,15,12,Sore,False
1513,15:13:00,15,13,Sore,False
1514,15:14:00,15,14,Sore,False
1515,15:15:00,15,15,Sore,False
1516,15:16:00,15,16,Sore,False
1517,15:17:00,15,17,Sore,False
1518,15:18:00,15,18,Sore,False
1519,15:19:00,15,19,Sore,False
1520,15:20:00,15,20,Sore,False
1521,15:21:00,15,21,Sore,False
1522,15:22:00,15,22,Sore,False
1523,15:23:00,15,23,Sore,False
1524,15:24:00,15,24,Sore,False
1525,15:25:00,15,25,Sore,False
1526,15:26:00,15,26,Sore,False
1527,15:27:00,15,27,Sore,False
1528,15:28:00,15,28,Sore,False
1529,15:29:00,15,29,Sore,False
1530,15:30:00,15,30,Sore,False
1531,15:31:00,15,31,Sore,False
1532,15:32:00,15,32,Sore,False
1533,15:33:00,15,33,Sore,False
1534,15:34:00,15,34,Sore,False
1535,15:35:00,15,35,Sore,False
1536,15:36:00,15,36,Sore,False
1537,15:37:00,15,37,Sore,False
1538,15:38:00,15,38,Sore,False
1539,15:39:00,15,39,Sore,False
1540,15:40:00,15,40,Sore,False
1541,15:41:00,15,41,Sore,False
1542,15:42:00,15,42,Sore,False
1543,15:43:00,15,43,Sore,False
1544,15:44:00,15,44,Sore,False
1545,15:45:00,15,45,Sore,False
1546,15:46:00,15,46,Sore,False
1547,15:47:00,15,47,Sore,False
1548,15:48:00,15,48,Sore,False
1549,15:49:00,15,49,Sore,False
1550,15:50:00,15,50,Sore,False
1551,15:51:00,15,51,Sore,False
1552,15:52:00,15,52,Sore,False
1553,15:53:00,15,53,Sore,False
1554,15:54:00,15,54,Sore,False
1555,15:55:00,15,55,Sore,False
1556,15:56:00,15,56,Sore,False
1557,15:57:00,15,57,Sore,False
1558,15:58:00,15,58,Sore,False
1559,15:59:00,15,59,Sore,False
1600,16:00:00,16,0,Sore,True
1601,16:01:00,16,1,Sore,True
1602,16:02:00,16,2,Sore,True
1603,16:03:00,16,3,Sore,True
1604,16:04:00,16,4,Sore,True
1605,16:05:00,16,5,Sore,True
1606,16:06:00,16,6,Sore,True
1607,16:07:00,16,7,Sore,True
1608,16:08:00,16,8,Sore,True
1609,16:09:00,16,9,Sore,True
1610,16:10:00,16,10,Sore,True
1611,16:11:00,16,11,Sore,True
1612,16:12:00,16,12,Sore,True
1613,16:13:00,16,13,Sore,True
1614,16:14:00,16,14,Sore,True
1615,16:15:00,16,15,Sore,True
1616,16:16:00,16,16,Sore,True
1617,16:17:00,16,17,Sore,True
1618,16:18:00,16,18,Sore,True
1619,16:19:00,16,19,Sore,True
1620,16:20:00,16,20,Sore,True
1621,16:21:00,16,21,Sore,True
1622,16:22:00,16,22,Sore,True
1623,16:23:00,16,23,Sore,True
1624,16:24:00,16,24,Sore,True
1625,16:25:00,16,25,Sore,True
1626,16:26:00,16,26,Sore,True
1627,16:27:00,16,27,Sore,True
1628,16:28:00,16,28,Sore,True
1629,16:29:00,16,29,Sore,True
1630,16:30:00,16,30,Sore,True
1631,16:31:00,16,31,Sore,True
1632,16:32:00,16,32,Sore,True
1633,16:33:00,16,33,Sore,True
1634,16:34:00,16,34,Sore,True
1635,16:35:00,16,35,Sore,True
1636,16:36:00,16,36,Sore,True
1637,16:37:00,16,37,Sore,True
1638,16:38:00,16,38,Sore,True
1639,16:39:00,16,39,Sore,True
1640,16:40:00,16,40,Sore,True
1641,16:41:00,16,41,Sore,True
1642,16:42:00,16,42,Sore,True
1643,16:43:00,16,43,Sore,True
1644,16:44:00,16,44,Sore,True
1645,16:45:00,16,45,Sore,True
1646,16:46:00,16,46,Sore,True
1647,16:47:00,16,47,Sore,True
1648,16:48:00,16,48,Sore,True
1649,16:49:00,16,49,Sore,True
1650,16:50:00,16,50,Sore,True
1651,16:51:00,16,51,Sore,True
1652,16:52:00,16,52,Sore,True
1653,16:53:00,16,53,Sore,True
1654,16:54:00,16,54,Sore,True
1655,16:55:00,16,55,Sore,True
1656,16:56:00,16,56,Sore,True
1657,16:57:00,16,57,Sore,True
1658,16:58:00,16,58,Sore,True
1659,16:59:00,16,59,Sore,True
1700,17:00:00,17,0,Sore,True
1701,17:01:00,17,1,Sore,True
1702,17:02:00,17,2,Sore,True
1703,17:03:00,17,3,Sore,True
1704,17:04:00,17,4,Sore,True
1705,17:05:00,17,5,Sore,True
1706,17:06:00,17,6,Sore,True
1707,17:07:00,17,7,Sore,True
1708,17:08:00,17,8,Sore,True
1709,17:09:00,17,9,Sore,True
1710,17:10:00,17,10,Sore,True
1711,17:11:00,17,11,Sore,True
1712,17:12:00,17,12,Sore,True
1713,17:13:00,17,13,Sore,True
1714,17:14:00,17,14,Sore,True
1715,17:15:00,17,15,Sore,True
1716,17:16:00,17,16,Sore,True
1717,17:17:00,17,17,Sore,True
1718,17:18:00,17,18,Sore,True
1719,17:19:00,17,19,Sore,True
1720,17:20:00,17,20,Sore,True
1721,17:21:00,17,21,Sore,True
1722,17:22:00,17,22,Sore,True
1723,17:23:00,17,23,Sore,True
1724,17:24:00,17,24,Sore,True
1725,17:25:00,17,25,Sore,True
1726,17:26:00,17,26,Sore,True
1727,17:27:00,17,27,Sore,True
1728,17:28:00,17,28,Sore,True
1729,17:29:00,17,29,Sore,True
1730,17:30:00,17,30,Sore,True
1731,17:31:00,17,31,Sore,True
1732,17:32:00,17,32,Sore,True
1733,17:33:00,17,33,Sore,True
1734,17:34:00,17,34,Sore,True
1735,17:35:00,17,35,Sore,True
1736,17:36:00,17,36,Sore,True
1737,17:37:00,17,37,Sore,True
1738,17:38:00,17,38,Sore,True
1739,17:39:00,17,39,Sore,True
1740,17:40:00,17,40,Sore,True
1741,17:41:00,17,41,Sore,True
1742,17:42:00,17,42,Sore,True
1743,17:43:00,17,43,Sore,True
1744,17:44:00,17,44,Sore,True
1745,17:45:00,17,45,Sore,True
1746,17:46:00,17,46,Sore,True
1747,17:47:00,17,47,Sore,True
1748,17:48:00,17,48,Sore,True
1749,17:49:00,17,49,Sore,True
1750,17:50:00,17,50,Sore,True
1751,17:51:00,17,51,Sore,True
1752,17:52:00,17,52,Sore,True
1753,17:53:00,17,53,Sore,True
1754,17:54:00,17,54,Sore,True
1755,17:55:00,17,55,Sore,True
1756,17:56:00,17,56,Sore,True
1757,17:57:00,17,57,Sore,True
1758,17:58:00,17,58,Sore,True
1759,17:59:00,17,59,Sore,True
1800,18:00:00,18,0,Sore,True
1801,18:01:00,18,1,Sore,True
1802,18:02:00,18,2,Sore,True
1803,18:03:00,18,3,Sore,True
1804,18:04:00,18,4,Sore,True
1805,18:05:00,18,5,Sore,True
1806,18:06:00,18,6,Sore,True
1807,18:07:00,18,7,Sore,True
1808,18:08:00,18,8,Sore,True
1809,18:09:00,18,9,Sore,True
1810,18:10:00,18,10,Sore,True
1811,18:11:00,18,11,Sore,True
1812,18:12:00,18,12,Sore,True
1813,18:13:00,18,13,Sore,True
1814,18:14:00,18,14,Sore,True
1815,18:15:00,18,15,Sore,True
1816,18:16:00,18,16,Sore,True
1817,18:17:00,18,17,Sore,True
1818,18:18:00,18,18,Sore,True
1819,18:19:00,18,19,Sore,True
1820,18:20:00,18,20,Sore,True
1821,18:21:00,18,21,Sore,True
1822,18:22:00,18,22,Sore,True
1823,18:23:00,18,23,Sore,True
1824,18:24:00,18,24,Sore,True
1825,18:25:00,18,25,Sore,True
1826,18:26:00,18,26,Sore,True
1827,18:27:00,18,27,Sore,True
1828,18:28:00,18,28,Sore,True
1829,18:29:00,18,29,Sore,True
1830,18:30:00,18,30,Sore,True
1831,18:31:00,18,31,Sore,True
1832,18:32:00,18,32,Sore,True
1833,18:33:00,18,33,Sore,True
1834,18:34:00,18,34,Sore,True
1835,18:35:00,18,35,Sore,True
1836,18:36:00,18,36,Sore,True
1837,18:37:00,18,37,Sore,True
1838,18:38:00,18,38,Sore,True
1839,18:39:00,18,39,Sore,True
1840,18:40:00,18,40,Sore,True
1841,18:41:00,18,41,Sore,True
1842,18:42:00,18,42,Sore,True
1843,18:43:00,18,43,Sore,True
1844,18:44:00,18,44,Sore,True
1845,18:45:00,18,45,Sore,True
1846,18:46:00,18,46,Sore,True
1847,18:47:00,18,47,Sore,True
1848,18:48:00,18,48,Sore,True
1849,18:49:00,18,49,Sore,True
1850,18:50:00,18,50,Sore,True
1851,18:51:00,18,51,Sore,True
1852,18:52:00,18,52,Sore,True
1853,18:53:00,18,53,Sore,True
1854,18:54:00,18,54,Sore,True
1855,18:55:00,18,55,Sore,True
1856,18:56:00,18,56,Sore,True
1857,18:57:00,18,57,Sore,True
1858,18:58:00,18,58,Sore,True
1859,18:59:00,18,59,Sore,True
1900,19:00:00,19,0,Malam,False
1901,19:01:00,19,1,Malam,False
1902,19:02:00,19,2,Malam,False
1903,19:03:00,19,3,Malam,False
1904,19:04:00,19,4,Malam,False
1905,19:05:00,19,5,Malam,False
1906,19:06:00,19,6,Malam,False
1907,19:07:00,19,7,Malam,False
1908,19:08:00,19,8,Malam,False
1909,19:09:00,19,9,Malam,False
1910,19:10:00,19,10,Malam,False
1911,19:11:00,19,11,Malam,False
1912,19:12:00,19,12,Malam,False
1913,19:13:00,19,13,Malam,False
1914,19:14:00,19,14,Malam,False
1915,19:15:00,19,15,Malam,False
1916,19:16:00,19,16,Malam,False
1917,19:17:00,19,17,Malam,False
1918,19:18:00,19,18,Malam,False
1919,19:19:00,19,19,Malam,False
1920,19:20:00,19,20,Malam,False
1921,19:21:00,19,21,Malam,False
1922,19:22:00,19,22,Malam,False
1923,19:23:00,19,23,Malam,False
1924,19:24:00,19,24,Malam,False
1925,19:25:00,19,25,Malam,False
1926,19:26:00,19,26,Malam,False
1927,19:27:00,19,27,Malam,False
1928,19:28:00,19,28,Malam,False
1929,19:29:00,19,29,Malam,False
1930,19:30:00,19,30,Malam,False
1931,19:31:00,19,31,Malam,False
1932,19:32:00,19,32,Malam,False
1933,19:33:00,19,33,Malam,False
1934,19:34:00,19,34,Malam,False
1935,19:35:00,19,35,Malam,False
1936,19:36:00,19,36,Malam,False
1937,19:37:00,19,37,Malam,False
1938,19:38:00,19,38,Malam,False
1939,19:39:00,19,39,Malam,False
1940,19:40:00,19,40,Malam,False
1941,19:41:00,19,41,Malam,False
1942,19:42:00,19,42,Malam,False
1943,19:43:00,19,43,Malam,False
1944,19:44:00,19,44,Malam,False
1945,19:45:00,19,45,Malam,False
1946,19:46:00,19,46,Malam,False
1947,19:47:00,19,47,Malam,False
1948,19:48:00,19,48,Malam,False
1949,19:49:00,19,49,Malam,False
1950,19:50:00,19,50,Malam,False
1951,19:51:00,19,51,Malam,False
1952,19:52:00,19,52,Malam,False
1953,19:53:00,19,53,Malam,False
1954,19:54:00,19,54,Malam,False
1955,19:55:00,19,55,Malam,False
1956,19:56:00,19,56,Malam,False
1957,19:57:00,19,57,Malam,False
1958,19:58:00,19,58,Malam,False
1959,19:59:00,19,59,Malam,False
2000,20:00:00,20,0,Malam,False
2001,20:01:00,20,1,Malam,False
2002,20:02:00,20,2,Malam,False
2003,20:03:00,20,3,Malam,False
2004,20:04:00,20,4,Malam,False
2005,20:05:00,20,5,Malam,False
2006,20:06:00,20,6,Malam,False
2007,20:07:00,20,7,Malam,False
2008,20:08:00,20,8,Malam,False
2009,20:09:00,20,9,Malam,False
2010,20:10:00,20,10,Malam,False
2011,20:11:00,20,11,Malam,False
2012,20:12:00,20,12,Malam,False
2013,20:13:00,20,13,Malam,False
2014,20:14:00,20,14,Malam,False
2015,20:15:00,20,15,Malam,False
2016,20:16:00,20,16,Malam,False
2017,20:17:00,20,17,Malam,False
2018,20:18:00,20,18,Malam,False
2019,20:19:00,20,19,Malam,False
2020,20:20:00,20,20,Malam,False
2021,20:21:00,20,21,Malam,False
2022,20:22:00,20,22,Malam,False
2023,20:23:00,20,23,Malam,False
2024,20:24:00,20,24,Malam,False
2025,20:25:00,20,25,Malam,False
2026,20:26:00,20,26,Malam,False
2027,20:27:00,20,27,Malam,False
2028,20:28:00,20,28,Malam,False
2029,20:29:00,20,29,Malam,False
2030,20:30:00,20,30,Malam,False
2031,20:31:00,20,31,Malam,False
2032,20:32:00,20,32,Malam,False
2033,20:33:00,20,33,Malam,False
2034,20:34:00,20,34,Malam,False
2035,20:35:00,20,35,Malam,False
2036,20:36:00,20,36,Malam,False
2037,20:37:00,20,37,Malam,False
2038,20:38:00,20,38,Malam,False
2039,20:39:00,20,39,Malam,False
2040,20:40:00,20,40,Malam,False
2041,20:41:00,20,41,Malam,False
2042,20:42:00,20,42,Malam,False
2043,20:43:00,20,43,Malam,False
2044,20:44:00,20,44,Malam,False
2045,20:45:00,20,45,Malam,False
2046,20:46:00,20,46,Malam,False
2047,20:47:00,20,47,Malam,False
2048,20:48:00,20,48,Malam,False
2049,20:49:00,20,49,Malam,False
2050,20:50:00,20,50,Malam,False
2051,20:51:00,20,51,Malam,False
2052,20:52:00,20,52,Malam,False
2053,20:53:00,20,53,Malam,False
2054,20:54:00,20,54,Malam,False
2055,20:55:00,20,55,Malam,False
2056,20:56:00,20,56,Malam,False
2057,20:57:00,20,57,Malam,False
2058,20:58:00,20,58,Malam,False
2059,20:59:00,20,59,Malam,False
2100,21:00:00,21,0,Malam,False
2101,21:01:00,21,1,Malam,False
2102,21:02:00,21,2,Malam,False
2103,21:03:00,21,3,Malam,False
2104,21:04:00,21,4,Malam,False
2105,21:05:00,21,5,Malam,False
2106,21:06:00,21,6,Malam,False
2107,21:07:00,21,7,Malam,False
2108,21:08:00,21,8,Malam,False
2109,21:09:00,21,9,Malam,False
2110,21:10:00,21,10,Malam,False
2111,21:11:00,21,11,Malam,False
2112,21:12:00,21,12,Malam,False
2113,21:13:00,21,13,Malam,False
2114,21:14:00,21,14,Malam,False
2115,21:15:00,21,15,Malam,False
2116,21:16:00,21,16,Malam,False
2117,21:17:00,21,17,Malam,False
2118,21:18:00,21,18,Malam,False
2119,21:19:00,21,19,Malam,False
2120,21:20:00,21,20,Malam,False
2121,21:21:00,21,21,Malam,False
2122,21:22:00,21,22,Malam,False
2123,21:23:00,21,23,Malam,False
2124,21:24:00,21,24,Malam,False
2125,21:25:00,21,25,Malam,False
2126,21:26:00,21,26,Malam,False
2127,21:27:00,21,27,Malam,False
2128,21:28:00,21,28,Malam,False
2129,21:29:00,21,29,Malam,False
2130,21:30:00,21,30,Malam,False
2131,21:31:00,21,31,Malam,False
2132,21:32:00,21,32,Malam,False
2133,21:33:00,21,33,Malam,False
2134,21:34:00,21,34,Malam,False
2135,21:35:00,21,35,Malam,False
2136,21:36:00,21,36,Malam,False
2137,21:37:00,21,37,Malam,False
2138,21:38:00,21,38,Malam,False
2139,21:39:00,21,39,Malam,False
2140,21:40:00,21,40,Malam,False
2141,21:41:00,21,41,Malam,False
2142,21:42:00,21,42,Malam,False
2143,21:43:00,21,43,Malam,False
2144,21:44:00,21,44,Malam,False
2145,21:45:00,21,45,Malam,False
2146,21:46:00,21,46,Malam,False
2147,21:47:00,21,47,Malam,False
2148,21:48:00,21,48,Malam,False
2149,21:49:00,21,49,Malam,False
2150,21:50:00,21,50,Malam,False
2151,21:51:00,21,51,Malam,False
2152,21:52:00,21,52,Malam,False
2153,21:53:00,21,53,Malam,False
2154,21:54:00,21,54,Malam,False
2155,21:55:00,21,55,Malam,False
2156,21:56:00,21,56,Malam,False
2157,21:57:00,21,57,Malam,False
2158,21:58:00,21,58,Malam,False
2159,21:59:00,21,59,Malam,False
2200,22:00:00,22,0,Malam,False
2201,22:01:00,22,1,Malam,False
2202,22:02:00,22,2,Malam,False
2203,22:03:00,22,3,Malam,False
2204,22:04:00,22,4,Malam,False
2205,22:05:00,22,5,Malam,False
2206,22:06:00,22,6,Malam,False
2207,22:07:00,22,7,Malam,False
2208,22:08:00,22,8,Malam,False
2209,22:09:00,22,9,Malam,False
2210,22:10:00,22,10,Malam,False
2211,22:11:00,22,11,Malam,False
2212,22:12:00,22,12,Malam,False
2213,22:13:00,22,13,Malam,False
2214,22:14:00,22,14,Malam,False
2215,22:15:00,22,15,Malam,False
2216,22:16:00,22,16,Malam,False
2217,22:17:00,22,17,Malam,False
2218,22:18:00,22,18,Malam,False
2219,22:19:00,22,19,Malam,False
2220,22:20:00,22,20,Malam,False
2221,22:21:00,22,21,Malam,False
2222,22:22:00,22,22,Malam,False
2223,22:23:00,22,23,Malam,False
2224,22:24:00,22,24,Malam,False
2225,22:25:00,22,25,Malam,False
2226,22:26:00,22,26,Malam,False
2227,22:27:00,22,27,Malam,False
2228,22:28:00,22,28,Malam,False
2229,22:29:00,22,29,Malam,False
2230,22:30:00,22,30,Malam,False
2231,22:31:00,22,31,Malam,False
2232,22:32:00,22,32,Malam,False
2233,22:33:00,22,33,Malam,False
2234,22:34:00,22,34,Malam,False
2235,22:35:00,22,35,Malam,False
2236,22:36:00,22,36,Malam,False
2237,22:37:00,22,37,Malam,False
2238,22:38:00,22,38,Malam,False
2239,22:39:00,22,39,Malam,False
2240,22:40:00,22,40,Malam,False
2241,22:41:00,22,41,Malam,False
2242,22:42:00,22,42,Malam,False
2243,22:43:00,22,43,Malam,False
2244,22:44:00,22,44,Malam,False
2245,22:45:00,22,45,Malam,False
2246,22:46:00,22,46,Malam,False
2247,22:47:00,22,47,Malam,False
2248,22:48:00,22,48,Malam,False
2249,22:49:00,22,49,Malam,False
2250,22:50:00,22,50,Malam,False
2251,22:51:00,22,51,Malam,False
2252,22:52:00,22,52,Malam,False
2253,22:53:00,22,53,Malam,False
2254,22:54:00,22,54,Malam,False
2255,22:55:00,22,55,Malam,False
2256,22:56:00,22,56,Malam,False
2257,22:57:00,22,57,Malam,False
2258,22:58:00,22,58,Malam,False
2259,22:59:00,22,59,Malam,False
2300,23:00:00,23,0,Malam,False
2301,23:01:00,23,1,Malam,False
2302,23:02:00,23,2,Malam,False
2303,23:03:00,23,3,Malam,False
2304,23:04:00,23,4,Malam,False
2305,23:05:00,23,5,Malam,False
2306,23:06:00,23,6,Malam,False
2307,23:07:00,23,7,Malam,False
2308,23:08:00,23,8,Malam,False
2309,23:09:00,23,9,Malam,False
2310,23:10:00,23,10,Malam,False
2311,23:11:00,23,11,Malam,False
2312,23:12:00,23,12,Malam,False
2313,23:13:00,23,13,Malam,False
2314,23:14:00,23,14,Malam,False
2315,23:15:00,23,15,Malam,False
2316,23:16:00,23,16,Malam,False
2317,23:17:00,23,17,Malam,False
2318,23:18:00,23,18,Malam,False
2319,23:19:00,23,19,Malam,False
2320,23:20:00,23,20,Malam,False
2321,23:21:00,23,21,Malam,False
2322,23:22:00,23,22,Malam,False
2323,23:23:00,23,23,Malam,False
2324,23:24:00,23,24,Malam,False
2325,23:25:00,23,25,Malam,False
2326,23:26:00,23,26,Malam,False
2327,23:27:00,23,27,Malam,False
2328,23:28:00,23,28,Malam,False
2329,23:29:00,23,29,Malam,False
2330,23:30:00,23,30,Malam,False
2331,23:31:00,23,31,Malam,False
2332,23:32:00,23,32,Malam,False
2333,23:33:00,23,33,Malam,False
2334,23:34:00,23,34,Malam,False
2335,23:35:00,23,35,Malam,False
2336,23:36:00,23,36,Malam,False
2337,23:37:00,23,37,Malam,False
2338,23:38:00,23,38,Malam,False
2339,23:39:00,23,39,Malam,False
2340,23:40:00,23,40,Malam,False
2341,23:41:00,23,41,Malam,False
2342,23:42:00,23,42,Malam,False
2343,23:43:00,23,43,Malam,False
2344,23:44:00,23,44,Malam,False
2345,23:45:00,23,45,Malam,False
2346,23:46:00,23,46,Malam,False
2347,23:47:00,23,47,Malam,False
2348,23:48:00,23,48,Malam,False
2349,23:49:00,23,49,Malam,False
2350,23:50:00,23,50,Malam,False
2351,23:51:00,23,51,Malam,False
2352,23:52:00,23,52,Malam,False
2353,23:53:00,23,53,Malam,False
2354,23:54:00,23,54,Malam,False
2355,23:55:00,23,55,Malam,False
2356,23:56:00,23,56,Malam,False
2357,23:57:00,23,57,Malam,False
2358,23:58:00,23,58,Malam,False
2359,23:59:00,23,59,Malam,False
